종목명,상장유형,공모가,상장일,상장주식수,경쟁률,공모 시가총액,매출총이익률,영업이익률,ROE,유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액증가율,영업이익증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA,1개월 후 PER,3개월 후 PER,1개월 후 PBR,3개월 후 PBR,1개월 후 EV/EBITDA,3개월 후 EV/EBITDA,1개월 평균 거래량회전율,1개월 평균 일중변동률,1개월 평균 개인 매도수량 비중,1개월 평균 개인 매수수량 비중,1개월 시가총액회전율,3개월 평균 거래량회전율,3개월 평균 일중변동률,3개월 평균 개인 매도수량 비중,3개월 평균 개인 매수수량 비중,3개월 시가총액회전율,1년전 대비 시장 회전율,1년 전 대비 시장수익률,1년 전 대비 광의통화 증감률,1년 전 대비 고객예탁금 증감률,1달 후 시장 회전율,1달 후 시장수익률,1달 후 광의통화 증감률,1달 후 고객예탁금 증감률,3달 후 시장 회전율,3달 후 시장수익률,3달 후 광의통화 증감률,3달 후 고객예탁금 증감률,상장일 기준 국고3년시장금리,공모가 대비 1개월 수익률,공모가 대비 3개월 수익률,공모가 대비 6개월 수익률,1_3_수익률,3_6_수익률,Cat,종가_PER,종가_PBR,종가_EV/EBITDA,종가 대비 1개월 수익률,종가 대비 3개월 수익률,종가 대비 6개월 수익률
코오롱생명과학,신규상장,23500,2009-04-07,3420000,,80370000000,0.265038949,0.116337962,0.312493146,1.521216174,0.790164089,1.267153798,10.07854764,13.0373982,4.458561454,0.222942325,0.964914584,10.59105102,3.309630853,8.426985907,35.32815918,31.53170028,11.03980761,9.853440223,28.33870684,25.31805924,0.15173913,8.326521739,84.24608696,95.35,384.4465255,0.082121212,6.581212121,89.05257576,93.38560606,606.9986254,610.4222813,-0.441706161,0.101129375,-0.002811353,125.3367059,0.120766731,0.007866064,0.03556176,318.7071707,0.109448939,0.021391647,-0.107764994,3.94,1.85106383,1.544680851,0.953191489,-0.107462687,-0.232441472,5,24.33688319,7.605109194,19.59351235,0.240740741,0.107407407,-0.15
뷰웍스,신규상장,9000,2009-04-10,6047910,,54431190000,0.588840251,0.295151347,0.306970248,6.590178012,4.291268083,0.116097743,inf,6.458550549,3.962961197,0.272505653,0.22886369,8.81224738,2.705097763,7.694457127,17.72240862,12.43506019,5.440252167,3.81719351,14.65257296,10.03540459,0.117142857,10.1647619,83.80571429,98.3647619,259.0248709,0.059848485,7.620454545,93.02166667,98.23393939,459.6866927,614.8547166,-0.420971992,0.101129375,-0.051091301,122.6663699,0.049811458,0.007866064,-0.012951107,314.8158239,0.00407493,0.021391647,-0.140916571,3.88,1.011111111,0.411111111,0.588888889,-0.298342541,0.125984252,5,20.26816897,6.221724854,16.87565402,-0.125603865,-0.38647343,-0.309178744
에스앤에스텍,신규상장,4000,2009-04-14,10915980,,43663920000,0.274725086,0.147742107,0.128666546,1.772446461,1.409949115,0.931423585,4.224838753,4.326092347,8.318568133,0.347533593,0.53917424,11.32482898,1.45712663,4.38134166,21.59325652,18.69043229,2.778329737,2.404833369,9.836695094,8.714033332,0.129565217,10.88956522,86.11347826,98.80782609,342.4328977,0.074242424,8.195454545,89.2530303,98.61333333,554.0221113,620.0914246,-0.392742929,0.101129375,0.049892352,119.7951463,0.055241016,0.007866064,-0.042679819,307.7517888,-0.063753244,0.021391647,-0.160575011,3.78,0.425,0.1575,0.3875,-0.187719298,0.198704104,5,26.04710664,3.351391249,11.55921318,-0.380434783,-0.49673913,-0.39673913
에이테크솔루션,신규상장,5400,2009-04-17,10000000,,54000000000,0.142112329,0.070574541,0.378316893,0.850896063,0.270432199,2.723670268,10.46165931,11.08680718,4.05256838,0.144141689,0.8687101,6.829341583,2.583655289,4.703348548,12.17899249,10.40842245,4.6075186,3.937682043,9.617427263,8.398360006,0.092380952,10.18285714,90.59571429,97.1352381,201.9451075,0.047727273,7.536969697,94.15545455,96.77818182,341.3430212,624.2930862,-0.384881546,0.101129375,0.102989808,118.7211358,0.123480777,0.007866064,-0.025820003,299.7051295,0.004278628,0.021391647,-0.1926127,3.72,0.783333333,0.524074074,2.037037037,-0.145379024,0.992709599,5,15.68219178,5.932838072,12.02943891,-0.223387097,-0.336290323,0.322580645
엔에스브이,신규상장,4300,2009-04-17,8450000,,36335000000,0.290371619,0.172593227,0.229065433,1.294780977,0.612895127,1.410723841,8.921393338,3.751355587,3.024717916,0.071950449,0.220514065,14.4147611,3.301923485,6.625795451,23.66702636,25.61134297,5.421297629,5.866673355,12.56349691,13.45698122,0.156666667,9.766190476,94.47142857,96.37428571,339.3405661,0.088939394,8.81530303,91.66924242,90.30030303,569.6624854,624.2930862,-0.384881546,0.101129375,0.102989808,118.7211358,0.123480777,0.007866064,-0.025820003,299.7051295,0.004278628,0.021391647,-0.1926127,3.72,0.641860465,0.776744186,0.813953488,0.082152975,0.020942408,5,33.15395052,7.594424016,16.92308415,-0.286147624,-0.227502528,-0.21132457
에스티오,신규상장,5000,2009-04-17,4998801,,24994005000,0.691725208,0.111435878,0.252757975,1.922324119,0.483259414,1.078552964,15.86825504,17.34611531,3.304594682,0.320880798,-0.104477207,4.881882835,1.23393482,2.705915664,6.072337164,4.498403618,1.534831646,1.13700739,4.131767035,3.259619049,0.06952381,8.691904762,95.26857143,98.63047619,167.0639184,0.028484848,6.502121212,97.30439394,97.01121212,240.1253833,624.2930862,-0.384881546,0.101129375,0.102989808,118.7211358,0.123480777,0.007866064,-0.025820003,299.7051295,0.004278628,0.021391647,-0.1926127,3.72,0.196,-0.114,-0.198,-0.259197324,-0.094808126,4,11.22833052,2.838050086,6.988805845,-0.48,-0.614782609,-0.651304348
티플랙스,신규상장,3000,2009-04-23,5753000,,17259000000,0.125885787,0.092773182,0.174179097,2.281101154,1.170917394,1.148893064,4.979008229,6.509284196,4.89297447,0.091977896,0.026525945,4.839918687,0.843012666,2.95145775,8.711853636,8.405325453,1.517422799,1.464031997,8.270167652,8.083429643,0.08,7.175454545,94.21227273,97.38818182,193.2237926,0.041969697,6.279393939,95.92924242,97.47484848,302.7529744,630.9679025,-0.371073339,0.101129375,0.065711597,121.9763261,0.077807388,0.007866064,0.009921515,291.9551608,-0.031511992,0.021391647,-0.085313111,3.7,0.8,0.736666667,0.461666667,-0.035185185,-0.158349328,5,11.13181298,1.938929132,9.744415089,-0.217391304,-0.244927536,-0.364492754
네프로아이티,신규상장,4500,2009-04-24,3400000,,15300000000,0.728706229,0.180836122,0.127141552,0.989672305,0.922943722,1.743850415,13.90034638,2.218900699,25.54745811,1.162867139,1.225149491,9.673509568,1.22990502,1.477820513,27.30079367,24.72119112,3.471065279,3.143090607,5.77059061,5.376932975,0.132857143,10.87952381,94.14666667,98.63952381,304.6863851,0.052424242,8.162424242,96.29787879,97.82878788,396.3900243,632.2672974,-0.364370598,0.101129375,0.077248762,122.5911649,0.091802956,0.007866064,0.00251808,290.4737775,-0.014738916,0.021391647,-0.091400394,3.57,1.822222222,1.555555556,0.031111111,-0.094488189,-0.596521739,5,22.24907201,2.828781546,4.999677741,0.22705314,0.111111111,-0.551690821
우림피티에스,신규상장,10000,2009-04-28,8687300,,86873000000,0.317355838,0.262267063,0.385465811,1.305985611,0.956427596,0.634813301,60.6051024,4.097944148,9.104855981,0.711707734,0.831805763,7.918851484,3.052446507,5.457431031,14.35680947,11.07525302,5.5340592,4.269131383,10.04363853,7.78215187,0.093478261,10.73347826,93.82608696,92.94478261,221.3839544,0.060151515,8.924545455,89.08181818,92.75924242,414.7237508,640.699454,-0.349536751,0.101129375,0.122119201,122.8305842,0.087072616,0.007866064,-0.02770998,285.2449036,0.051713708,0.021391647,-0.059027962,3.5,0.75,0.35,-0.003,-0.228571429,-0.261481481,5,14.57068673,5.616501574,10.19103218,-0.048913043,-0.266304348,-0.458152174
신텍,신규상장,12500,2009-04-30,5450217,,68127712500,0.188360142,0.147335149,0.181350722,1.070210473,0.978136475,2.347741573,11.16674113,2.216169651,19.54592176,0.659928885,1.2871409,16.83844596,3.053664339,5.343767928,49.30296978,40.9718571,8.941129184,7.430275882,17.12357197,14.48038319,0.100454545,11.40181818,87.86863636,91.92772727,227.9614622,0.055,8.538181818,87.99227273,91.8830303,360.0703876,644.4024317,-0.363219066,0.088467457,0.179681192,121.0261723,0.055531159,0,0.020879606,282.6400284,0.003832488,0.01342002,0.01018056,3.59,1.928,1.056,1.048,-0.297814208,-0.003891051,5,35.4280903,6.424909769,12.72152783,0.391634981,-0.022813688,-0.02661597
흥국,신규상장,4200,2009-05-12,5328000,,22377600000,0.142157743,0.091481428,0.152908302,1.637208376,0.391288362,0.497206227,12.51552579,22.10794935,4.713726904,0.043209444,-0.346418012,8.31326926,1.271167883,4.266955632,15.74789527,14.5118686,2.407983918,2.21898518,9.261082052,8.626841566,0.1325,11.03333333,95.49958333,97.60041667,348.4529724,0.089850746,9.268507463,97.0280597,97.66283582,686.0832032,679.4990862,-0.244960125,0.097808561,0.371856036,120.2475022,-0.003648941,0.006432482,-0.097719848,277.8762362,-0.006765746,0.020791227,-0.040234889,3.83,0.638095238,0.50952381,-0.045238095,-0.078488372,-0.367507886,5,19.1205193,2.92368613,10.99167151,-0.287784679,-0.3436853,-0.584886128
SDN,신규상장,10000,2009-05-19,10000000,,1E+11,0.169879253,0.066375325,0.267374145,1.133604482,0.945555182,3.241686975,4.8998198,10.24563811,16.51925057,0.687487794,0.026833213,24.13990718,6.45438704,15.23779064,29.20928768,26.9159965,7.809808319,7.19664155,23.37073562,21.92361471,0.111666667,9.977083333,98.2175,98.8025,323.8130581,0.056567164,7.626865672,98.26179104,98.79283582,478.2377719,707.3491853,-0.258714472,0.097808561,0.362855633,107.4962802,-0.078552468,0.006432482,-0.131722562,270.853247,-0.078678874,0.020791227,-0.011694309,3.86,0.21,0.115,0.18,-0.078512397,0.058295964,5,41.0378422,10.97245797,30.83483293,-0.288235294,-0.344117647,-0.305882353
한국정밀기계,신규상장,22000,2009-05-19,7640000,,1.6808E+11,0.299962662,0.228509575,0.418221918,1.112001866,0.324606338,2.111226469,67.42098503,7.42746441,1.49036393,0.74256552,0.914903994,7.285187841,3.046825234,5.20645193,22.2860519,15.69626835,9.320515374,6.564523458,15.96727314,11.25783725,0.0925,11.02916667,84.42791667,84.14916667,218.9652408,0.051791045,7.567164179,80.46791045,83.76059701,363.4973986,707.3491853,-0.258714472,0.097808561,0.362855633,107.4962802,-0.078552468,0.006432482,-0.131722562,270.853247,-0.078678874,0.020791227,-0.011694309,3.86,2.059090909,1.154545455,0.734090909,-0.295690936,-0.195147679,5,16.75593203,7.007698037,12.01513347,0.330039526,-0.063241107,-0.246047431
에이치디,신규상장,8500,2009-05-21,8150000,,69275000000,0.190853361,0.155836471,0.281018608,1.193218546,0.956324047,1.651147907,65.67053121,7.839788572,5.683332241,0.447763442,0.740667267,7.65216035,2.15039945,5.826191413,9.092567005,10.08284658,2.555180523,2.83346751,4.083931018,4.838276562,0.077727273,9.114545455,95.87409091,98.58181818,203.9544971,0.037164179,6.671044776,96.33283582,97.24402985,308.3558201,712.2122587,-0.22973601,0.097808561,0.346104669,103.2327867,-0.087418403,0.006432482,-0.122271095,268.317302,-0.084074041,0.020791227,-0.042443266,3.84,0.188235294,0.317647059,-0.094117647,0.108910891,-0.3125,4,14.58411737,4.098408363,8.267119942,-0.37654321,-0.308641975,-0.524691358
스맥,신규상장,3500,2009-05-26,5650000,,19775000000,0.643895876,0.197095103,0.151445828,8.055924922,6.537600759,0.206539662,12.89379253,4.129549974,3.685565503,-0.142907884,-0.486371117,7.082525842,1.072618991,6.6937459,9.450113052,8.418087858,1.431180196,1.274884286,7.622830497,6.647265167,0.0975,8.779166667,95.45041667,98.56083333,290.3115145,0.060895522,7.401641791,97.50029851,98.74835821,501.0232633,728.7764939,-0.208391827,0.097808561,0.409978308,92.08100426,-0.061877959,0.006432482,-0.189931756,262.092375,-0.036493085,0.020791227,-0.073615074,3.79,0.334285714,0.188571429,-0.041428571,-0.109207709,-0.193509615,5,16.28980944,2.467023678,14.0883419,-0.419875776,-0.483229814,-0.583229814
이엔에프테크놀로지,신규상장,5500,2009-05-28,14200000,,78100000000,0.280309778,0.150554004,0.25291693,1.90676248,1.327191458,0.806979668,29.40432931,7.966701665,9.14173941,0.342002855,0.519454928,10.81430019,2.735119601,6.124268377,13.01648495,16.63435993,3.292089411,4.207111241,7.587384656,9.636158458,0.057727273,8.444090909,96.53272727,97.83545455,156.1213665,0.031044776,6.045223881,93.07597015,93.10313433,225.8277793,735.9902814,-0.252106216,0.097808561,0.442542647,89.02314377,-0.034100286,0.006432482,-0.159517865,260.6226139,-0.001765462,0.020791227,-0.05738141,3.87,0.203636364,0.538181818,0.690909091,0.277945619,0.09929078,5,18.38431032,4.649703322,10.62714144,-0.29197861,-0.095187166,-0.005347594
차이나그레이트,신규상장,1700,2009-05-29,100000000,,1.7E+11,0.263470124,0.164949102,0.252982057,1.549808924,1.516297805,1.096350652,175.2524286,1.574369467,62.5348049,-0.162964661,-0.170448369,10.83384539,2.740768491,7.051657929,16.98364586,13.25552848,4.296557664,3.35341086,10.80631711,8.37963163,0.125454545,8.448636364,95.78045455,94.25818182,302.9591662,0.055151515,6.32469697,92.81469697,93.44651515,427.8029717,738.9118609,-0.235513296,0.097808561,0.407240553,87.71959799,-0.070272315,0.006432482,-0.130512069,260.3806887,-0.016282148,0.020791227,-0.051591251,3.83,0.567647059,0.223529412,0.211764706,-0.219512195,-0.009615385,5,21.9863333,5.56214782,14.06263864,-0.227536232,-0.397101449,-0.402898551
위메이드맥스,신규상장,55000,2009-06-03,3400000,,1.87E+11,0.923658677,0.590442632,0.561422503,4.863084745,4.86308494,0.231532826,inf,10.86247761,,0.709345834,0.752226033,10.92089354,6.131235389,9.115552217,13.78018204,12.27111311,7.73650429,6.889279037,10.45526718,9.195518757,0.14,9.365217391,92.91652174,94.65217391,347.6796954,0.084029851,6.515522388,92.13253731,93.89970149,612.5028068,749.0436398,-0.221681918,0.092433737,0.35960333,81.04232171,-0.072849885,0.006942879,-0.11549754,261.1059368,-0.044896074,0.022350684,-0.016251533,3.91,0.261818182,0.123636364,-0.616363636,-0.109510086,-0.658576052,5,18.56551902,10.42310016,14.44999574,-0.257754011,-0.339037433,-0.774331551
어보브반도체,신규상장,3300,2009-06-05,10546833,,34804548900,0.225494911,0.088506461,0.229331098,3.296649769,1.936204303,0.516396685,33.09161306,6.278104309,4.772054794,0.301578811,0.272101672,9.59308553,2.199992838,7.456748788,11.40556976,10.3177553,2.615651837,2.366182154,8.935291208,8.089736021,0.14,10.85238095,89.91809524,98.11190476,344.5417816,0.061969697,6.805454545,93.90924242,98.54590909,510.0290853,752.2654174,-0.2128274,0.092433737,0.4606003,79.25407712,-0.051577177,0.006942879,-0.126092078,260.6333231,-0.019447752,0.022350684,-0.044357282,3.87,0.048484848,-0.051515152,0.045454545,-0.095375723,0.102236422,4,17.38383378,3.986653689,13.5821794,-0.421404682,-0.476588629,-0.423076923
동일금속,신규상장,8000,2009-07-28,7000000,,56000000000,0.201257067,0.168685401,0.427601599,1.364873199,1.049003366,0.722219261,110.8523652,11.72337402,14.00296199,0.705755493,6.919593354,4.279537232,1.829936965,3.467708327,5.536651294,4.204645331,2.367480948,1.797913068,4.054656533,2.975197778,0.124583333,7.4425,97.21166667,98.69708333,310.193121,0.052537313,5.642985075,97.23238806,98.77671642,395.1373549,881.7774463,-0.074827681,0.088933417,0.285839517,97.56617866,0.031795462,0.007273595,-0.026008627,255.8904685,-0.030426849,0.022226205,-0.062681497,4.16,0.29375,-0.0175,0.0075,-0.24057971,0.025445293,5,6.151834771,2.630534387,4.553201741,-0.1,-0.316521739,-0.299130435
게임빌,신규상장,15000,2009-07-30,5484780,,82271700000,0.779686056,0.40571782,0.36485157,6.099886009,6.099886431,0.295295929,65.67654056,4.558235517,,0.2521887,2.033201115,15.58242834,5.685273442,11.3903687,15.11649883,19.65144848,5.51527833,7.169861829,9.771830644,13.08713866,0.085454545,5.612272727,94.85363636,96.93454545,202.1304612,0.04880597,5.237164179,90.58119403,88.48223881,328.0095585,883.9249974,-0.099121683,0.096493749,0.329769221,98.10405051,0.034380593,0.007273595,-0.041546443,254.3761608,-0.032690396,0.022226205,-0.088357286,4.15,-0.033333333,0.256666667,0.896666667,0.3,0.50928382,3,17.50426117,6.386457167,11.51742172,-0.139465875,0.118694362,0.6884273
에스앤더블류,신규상장,6700,2009-08-05,7200000,,48240000000,0.19486623,0.134581053,0.083830267,1.435058404,0.35245311,1.405741126,7.630697216,10.66007224,3.02448716,0.315162772,0.262272203,19.90796281,1.668889835,3.80499461,18.24401368,13.54930006,1.529400535,1.13584144,5.979429059,5.082720137,0.066086957,6.145217391,97.29391304,98.69434783,197.9353909,0.02641791,4.956716418,97.66865672,96.88671642,259.9863663,888.418046,-0.033288384,0.089189009,0.420667515,101.4339894,0.019312757,0.007970003,-0.056912263,251.2887274,-0.058016857,0.025447136,-0.184701091,4.43,-0.08358209,-0.319402985,-0.267164179,-0.25732899,0.076754386,3,25.25637073,2.117248298,7.318817069,-0.277647059,-0.463529412,-0.422352941
동국S&C,신규상장,11000,2009-08-31,57143000,,6.28573E+11,0.268728095,0.175893335,0.10602318,0.891118583,0.296594525,4.806292315,14.02333401,10.00588894,2.373235348,1.242231827,2.361340826,117.8757009,12.4975567,10.44231343,108.767124,103.1948181,11.53183641,10.94104282,10.32844896,9.834845119,0.06826087,7.33826087,88.24434783,93.3273913,159.6187393,0.039242424,5.871060606,86.96015152,89.17651515,266.8201896,928.9181762,0.072446202,0.091422913,0.77498797,91.01648647,-0.017019623,0.006820276,-0.004909455,221.3072614,-0.097882262,0.025769967,-0.118401125,4.38,-0.077272727,-0.124545455,-0.081818182,-0.051231527,0.048805815,3,106.1952905,11.25916244,10.1006318,0.024217962,-0.028254289,0.019172553
제넥신,신규상장,27000,2009-09-15,4022870,,1.08617E+11,0.91552712,-0.229662932,-0.074354138,23.96895795,23.9689437,1.071132781,-0.672880777,1.943192599,,0.106347585,1.802266175,-205.6191434,15.28863418,-1237.059596,-138.0129826,-137.6514048,10.26183637,10.23495157,-887.2499687,-885.0747207,0.094347826,10.03391304,95.30652174,99.05086957,252.9714502,0.047727273,7.604242424,94.87060606,97.74590909,394.0067762,950.8827853,0.13752115,0.091422913,0.740460404,76.04208641,-0.039730614,0.006820276,-0.077080222,206.6081185,-0.053181083,0.025769967,-0.103454592,4.47,-0.35,-0.381481481,-0.462962963,-0.048433048,-0.131736527,2,-206.3806957,15.34525875,-1298.549421,-0.352398524,-0.383763838,-0.464944649
톱텍,신규상장,10400,2009-09-15,5600000,,58240000000,0.115499118,0.06707236,0.350836691,1.25869227,1.009270067,1.533230091,34.49365912,32.24992384,13.28077603,0.926737869,0.862097328,12.60553128,4.422482889,13.33853599,18.30226177,23.24577713,6.421104963,8.155471535,16.18941826,21.4216441,0.317826087,12.64347826,97.90913043,99.43608696,799.2298637,0.156212121,8.264090909,97.23984848,98.36121212,1114.705937,950.8827853,0.13752115,0.091422913,0.740460404,76.04208641,-0.039730614,0.006820276,-0.077080222,206.6081185,-0.053181083,0.025769967,-0.103454592,4.47,0.451923077,0.721153846,0.649038462,0.185430464,-0.041899441,5,18.60527935,6.527414648,16.51013263,-0.016286645,0.166123779,0.117263844
디에스케이,신규상장,5000,2009-09-23,6000000,,30000000000,0.240054624,0.142936903,0.259873654,2.425656829,1.568233889,0.736143404,25.71658546,7.797976301,3.686500676,0.025215372,1.753784278,10.70333009,2.781513505,10.86311348,12.7084206,16.04785958,3.302583702,4.170415915,11.29412642,14.68391888,0.242608696,10.3026087,96.76913043,99.58869565,731.6871159,0.238787879,9.371969697,98.235,99.41545455,1828.020268,965.4781348,0.14901732,0.091422913,0.503977994,69.58660155,-0.047393096,0.006820276,-0.108202881,204.7269836,-0.038829445,0.025769967,-0.178192572,4.47,0.096,0.384,0.258,0.262773723,-0.091040462,4,24.61765921,6.397481061,23.38293754,-0.523478261,-0.39826087,-0.453043478
모린스,신규상장,39000,2009-09-25,7093439,,2.76644E+11,0.302392997,0.229800941,0.403718269,4.427359164,3.237046527,0.188231016,34.05291518,18.43629894,9.306443227,66.93600295,-4.078961835,26.85015953,10.83989992,22.51375723,16.55759838,14.97412743,6.684604948,6.045328799,13.07756128,11.74977933,0.063333333,8.67047619,83.91142857,85.99714286,145.7039314,0.040909091,6.227878788,82.70530303,89.33257576,287.7665241,969.9518109,0.132275015,0.091422913,0.494225152,68.03359432,-0.024413382,0.006820276,-0.114025808,203.7710155,-0.010319058,0.025769967,-0.198706243,4.43,-0.383333333,-0.442307692,-0.456410256,-0.095634096,-0.025287356,2,21.54897419,8.699714548,17.26296094,-0.231629393,-0.305111821,-0.322683706
케이엔더블유,신규상장,11000,2009-09-29,4400000,,48400000000,0.254698602,0.120253392,0.274084314,2.001218157,1.730826591,1.50751912,6.099321541,6.47156156,15.16967723,0.211968719,0.494988228,15.35545661,4.208689797,8.773841208,20.6600689,26.38346636,5.662600817,7.231294287,12.8609541,16.13080982,0.138695652,11.02130435,90.52565217,94.40217391,351.7163809,0.082272727,7.930606061,91.63333333,91.27833333,547.5426813,976.7943125,0.16621455,0.091422913,0.476740582,67.77114593,-0.05829754,0.006820276,-0.04928539,204.1462479,-0.012866068,0.025769967,-0.106384317,4.47,0.345454545,0.718181818,0.745454545,0.277027027,0.015873016,5,18.98492818,5.203471021,11.90392316,0.088235294,0.389705882,0.411764706
아이앤씨,신규상장,16000,2009-10-06,11581182,,1.85299E+11,0.579193258,0.373658039,0.531317926,2.815116829,1.794874637,1.007462486,10.808178,3.525008174,5.254818416,2.386423099,-10.15173703,25.86787539,13.74406589,16.68478523,20.90070564,27.80369099,11.10491957,14.77259942,14.35249546,18.80468975,0.050416667,8.064583333,84.13875,95.61666667,131.3774294,0.046268657,6.52119403,89.48985075,96.14268657,330.5471218,991.0818948,0.27665543,0.092540462,0.542661478,69.85712681,-0.023704543,0.010447412,-0.133770772,212.2212295,0.090408964,0.022632552,-0.094144498,4.44,-0.31875,-0.09375,-0.3375,0.330275229,-0.268965517,2,22.06853119,11.72540621,15.10570382,-0.201465201,0.062271062,-0.223443223
NHN벅스,신규상장,9000,2009-10-06,10140936,,91268424000,0.368807723,0.157097543,0.275069883,1.145964064,1.145964013,1.356881771,5.599854873,5.201986823,,1.195312957,3.496712216,22.27975724,6.128490209,17.62414542,15.39778778,37.00915231,4.235467678,10.18010318,13.10051357,30.19504135,0.160416667,8.590833333,96.26083333,97.85208333,469.7818544,0.201044776,8.779701493,95.75074627,96.50134328,1494.912982,991.0818948,0.27665543,0.092540462,0.542661478,69.85712681,-0.023704543,0.010447412,-0.133770772,212.2212295,0.090408964,0.022632552,-0.094144498,4.44,-0.308888889,0.661111111,0.366666667,1.403536977,-0.177257525,2,23.04717111,6.33958265,19.15115399,-0.331901182,0.605800215,0.321160043
한스바이오메드,신규상장,5500,2009-10-09,7766243,,42714336500,0.440620481,0.146854702,0.121473271,4.930204984,3.769862266,0.22082852,37.46564154,2.258524203,4.707252108,0.167637675,0.067174125,20.32702511,2.469190224,15.05383781,,,,,,,0.098636364,7.239545455,97.59590909,99.02318182,249.9698176,0.046666667,6.171969697,95.96318182,98.0619697,373.357278,996.2638604,0.406554186,0.092540462,0.521627542,68.73900557,-0.043137332,0.010447412,-0.104844438,216.2556475,0.064528235,0.022632552,0.002489887,4.36,-0.189090909,-0.2,-0.285454545,-0.013452915,-0.106818182,3,,,,-0.29318542,-0.302694136,-0.377179081
스틸플라워,신규상장,13500,2009-10-27,13000000,,1.755E+11,0.335741063,0.245251044,0.246599307,1.149502355,0.451438712,1.035477381,10.72298128,10.49294359,4.501720744,0.769427336,2.44295985,11.63119682,2.868245079,4.458907569,,,,,,,0.01625,6.6775,89.12791667,90.06458333,44.86937688,0.013283582,5.790447761,87.79432836,90.66537313,92.87011531,1015.955906,0.977564225,0.092540462,0.618781156,67.25404185,-0.100796337,0.010447412,-0.065592087,246.2543065,0.028130599,0.022632552,0.058239835,4.54,-0.02962963,0.037037037,0.085185185,0.06870229,0.046428571,3,,,,-0.003802281,0.064638783,0.114068441
비츠로셀,신규상장,5500,2009-10-28,12676375,,69720062500,0.314268857,0.179470838,0.385186824,2.285651612,1.49395697,0.499764216,13.93142393,7.601997705,8.580783564,0.253241446,2.405485264,11.5360644,4.443540006,8.603042496,,,,,,,0.123913043,8.284347826,95.64434783,99.2673913,315.5425534,0.08238806,6.625671642,96.6980597,98.45223881,579.0871214,1015.763533,0.877950299,0.092540462,0.616348006,67.30548713,-0.075999345,0.010447412,-0.100689562,246.9602862,0.058467329,0.022632552,-0.004842724,4.51,-0.163636364,0.038181818,-0.125454545,0.241304348,-0.157618214,3,,,,-0.087301587,0.132936508,-0.045634921
상상인인더스트리,신규상장,6300,2009-11-06,4334000,,27304200000,0.170501689,0.080480751,0.168391622,0.939685249,0.244175146,3.724632896,2.253971682,10.25180525,1.353733538,1.131597093,0.42456496,10.91938256,1.838732539,5.896954352,,,,,,,0.082380952,9.093809524,87.21428571,96.80142857,178.9565094,0.041515152,7.395757576,85.09212121,98.06393939,259.9570474,1010.624451,0.584882677,0.093516437,0.308771504,64.49997882,0.001926663,0.008287332,-0.058203106,252.1708684,0.030391548,0.014759242,0.0730894,4.46,-0.398412698,-0.356349206,-0.363492063,0.069920844,-0.011097411,2,,,,-0.219361483,-0.164778579,-0.174047374
진매트릭스,신규상장,8000,2009-11-06,3761000,,30088000000,1,0.28598087,0.162940463,24.18017664,24.18018288,0.090962569,61.37417067,5.767355571,,0.158089245,0.179870211,38.86434679,6.332574665,49.54145705,,,,,,,0.221428571,10.21761905,95.71,97.88,523.7950452,0.107424242,7.599393939,96.60954545,96.93227273,736.9579761,1010.624451,0.584882677,0.093516437,0.308771504,64.49997882,0.001926663,0.008287332,-0.058203106,252.1708684,0.030391548,0.014759242,0.0730894,4.46,-0.1225,-0.04375,-0.1625,0.08974359,-0.124183007,3,,,,-0.22,-0.15,-0.255555556
동방선기,신규상장,4000,2009-11-10,6000000,,24000000000,0.193550706,0.10686143,0.263423687,0.800292579,0.338876832,0.954498627,6.503070944,8.648056473,6.127520705,0.508347562,0.942426625,3.721171965,0.98024484,3.957459636,,,,,,,0.06173913,6.83826087,92.10086957,96.44956522,152.8227373,0.031343284,5.619701493,90.07820896,97.78850746,214.8967975,1008.883678,0.524189421,0.093516437,0.237712276,65.26621529,0.013479935,0.008287332,0.055434773,254.6711226,0.017269226,0.014759242,0.06117028,4.47,-0.1875,-0.18,-0.1375,0.009230769,0.051829268,3,,,,-0.057971014,-0.049275362,0
에이프로젠 H&G,신규상장,10000,2009-11-13,1875000,,18750000000,0.266875369,0.13982176,0.669724961,2.413849001,2.077332455,1.162007393,16.98197235,4.498125176,16.91585849,0.692993152,4.505374447,4.532808833,3.035735218,4.917000136,,,,,,,0.091904762,8.141428571,94.84095238,99.34857143,223.3152638,0.057878788,7.467121212,95.5,98.65363636,428.6360504,1007.694777,0.631744503,0.093516437,0.269996142,65.70351343,0.028324024,0.008287332,0.017344702,255.1059241,0.046327637,0.014759242,0.003700648,4.27,-0.098,0.295,0.4,0.435698448,0.081081081,3,,,,-0.316666667,-0.018939394,0.060606061
