종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,3개월 후 PER,3개월 후 PBR,3개월 후 EV/EBITDA,3개월 평균 거래량회전율,3개월 평균 일중변동률,3달 후 시장 회전율,3달 후 시장수익률,3달 후 고객예탁금 증감률,상장일 기준 국고3년시장금리,3_6_수익률,개인거래비중
흥국,2009-05-12,22377600000.0,0.142157743,1.637208376,0.497206227,0.043209444,14.5118686,2.21898518,8.626841566,0.089850746,9.268507463,277.8762362,-0.006765746,-0.040234889,3.83,-0.367507886,97.34544776
SDN,2009-05-19,100000000000.0,0.169879253,1.133604482,3.241686975,0.687487794,26.9159965,7.19664155,21.92361471,0.056567164,7.626865672,270.853247,-0.078678874,-0.011694309,3.86,0.058295964,98.52731342999999
한국정밀기계,2009-05-19,168080000000.0,0.299962662,1.112001866,2.111226469,0.74256552,15.69626835,6.564523458,11.25783725,0.051791045,7.567164179,270.853247,-0.078678874,-0.011694309,3.86,-0.195147679,82.11425373
에이치디,2009-05-21,69275000000.0,0.190853361,1.193218546,1.651147907,0.447763442,10.08284658,2.83346751,4.838276562,0.037164179,6.671044776,268.317302,-0.084074041,-0.042443266,3.84,-0.3125,96.78843283500001
스맥,2009-05-26,19775000000.0,0.643895876,8.055924922,0.206539662,-0.142907884,8.418087858,1.274884286,6.647265167,0.060895522,7.401641791,262.092375,-0.036493085,-0.073615074,3.79,-0.193509615,98.12432835999999
이엔에프테크놀로지,2009-05-28,78100000000.0,0.280309778,1.90676248,0.806979668,0.342002855,16.63435993,4.207111241,9.636158458,0.031044776,6.045223881,260.6226139,-0.001765462,-0.05738141,3.87,0.09929078,93.08955224
차이나그레이트,2009-05-29,170000000000.0,0.263470124,1.549808924,1.096350652,-0.162964661,13.25552848,3.35341086,8.37963163,0.055151515,6.32469697,260.3806887,-0.016282148,-0.051591251,3.83,-0.009615385,93.13060605999999
어보브반도체,2009-06-05,34804548900.0,0.225494911,3.296649769,0.516396685,0.301578811,10.3177553,2.366182154,8.089736021,0.061969697,6.805454545,260.6333231,-0.019447752,-0.044357282,3.87,0.102236422,96.227575755
동일금속,2009-07-28,56000000000.0,0.201257067,1.364873199,0.722219261,0.705755493,4.204645331,1.797913068,2.975197778,0.052537313,5.642985075,255.8904685,-0.030426849,-0.062681497,4.16,0.025445293,98.00455224000001
게임빌,2009-07-30,82271700000.0,0.779686056,6.099886009,0.295295929,0.2521887,19.65144848,7.169861829,13.08713866,0.04880597,5.237164179,254.3761608,-0.032690396,-0.088357286,4.15,0.50928382,89.53171642000001
에스앤더블류,2009-08-05,48240000000.0,0.19486623,1.435058404,1.405741126,0.315162772,13.54930006,1.13584144,5.082720137,0.02641791,4.956716418,251.2887274,-0.058016857,-0.184701091,4.43,0.076754386,97.27768657
동국S&C,2009-08-31,628573000000.0,0.268728095,0.891118583,4.806292315,1.242231827,103.1948181,10.94104282,9.834845119,0.039242424,5.871060606,221.3072614,-0.097882262,-0.118401125,4.38,0.048805815,88.068333335
제넥신,2009-09-15,108617000000.0,0.91552712,23.96895795,1.071132781,0.106347585,-137.6514048,10.23495157,-885.0747207,0.047727273,7.604242424,206.6081185,-0.053181083,-0.103454592,4.47,-0.131736527,96.308257575
톱텍,2009-09-15,58240000000.0,0.115499118,1.25869227,1.533230091,0.926737869,23.24577713,8.155471535,21.4216441,0.156212121,8.264090909,206.6081185,-0.053181083,-0.103454592,4.47,-0.041899441,97.8005303
디에스케이,2009-09-23,30000000000.0,0.240054624,2.425656829,0.736143404,0.025215372,16.04785958,4.170415915,14.68391888,0.238787879,9.371969697,204.7269836,-0.038829445,-0.178192572,4.47,-0.091040462,98.825227275
모린스,2009-09-25,276644000000.0,0.302392997,4.427359164,0.188231016,66.93600295,14.97412743,6.045328799,11.74977933,0.040909091,6.227878788,203.7710155,-0.010319058,-0.198706243,4.43,-0.025287356,86.01893939499999
케이엔더블유,2009-09-29,48400000000.0,0.254698602,2.001218157,1.50751912,0.211968719,26.38346636,7.231294287,16.13080982,0.082272727,7.930606061,204.1462479,-0.012866068,-0.106384317,4.47,0.015873016,91.45583332999999
아이앤씨,2009-10-06,185299000000.0,0.579193258,2.815116829,1.007462486,2.386423099,27.80369099,14.77259942,18.80468975,0.046268657,6.52119403,212.2212295,0.090408964,-0.094144498,4.44,-0.268965517,92.81626865999999
NHN벅스,2009-10-06,91268424000.0,0.368807723,1.145964064,1.356881771,1.195312957,37.00915231,10.18010318,30.19504135,0.201044776,8.779701493,212.2212295,0.090408964,-0.094144498,4.44,-0.177257525,96.126044775
셀바스AI,2009-12-10,32194494000.0,0.489981913,1.440704819,1.141115893,0.75776506,74.89068174,17.6408958,65.33969618,0.173076923,8.626,259.2091846,0.059699663,-0.012792152,4.26,-0.239495798,95.71007692
멜파스,2009-12-18,222437000000.0,0.226600577,1.78738381,0.630556887,-0.011689779,145.1270333,21.94404598,160.4618607,0.063846154,5.962153846,262.476814,0.020495154,0.013670447,4.2,-0.322459222,81.10330769000001
위메이드,2009-12-18,442680000000.0,0.923238706,4.419111071,0.443570986,0.842309722,15.01198281,4.902098408,9.027230127,0.016461538,5.186615385,262.476814,0.020495154,0.013670447,4.2,-0.044421488,69.614769235
ITX-AI,2009-12-22,34398000000.0,0.320826243,1.366171338,1.481698433,0.241055825,7.785506987,2.957192719,6.731782239,0.040923077,4.991692308,262.0480725,0.027867702,0.061821097,4.31,-0.099798387,96.67930769
디와이피엔에프,2009-12-22,78000000000.0,0.222935035,1.142358333,2.128681201,0.737009073,15.74692693,7.462115414,10.40339156,0.029384615,5.570153846,262.0480725,0.027867702,0.061821097,4.31,-0.235238095,93.943307695
KPX생명과학,2009-12-22,93000000000.0,0.15459907,4.201465405,0.25201572,0.333647835,10.45086618,2.358031484,8.504852381,0.024461538,4.239538462,262.0480725,0.027867702,0.061821097,4.31,-0.155266015,95.60400000000001
코디,2010-01-05,29210124000.0,0.297837907,1.046079512,1.195992993,0.77402056,19.6663018,4.531407114,12.24907968,0.229692308,9.590615385,258.9703335,-0.05244893,0.110706772,4.36,-0.184501845,95.542307695
승화프리텍,2010-01-06,35737800000.0,0.175886315,1.033174383,1.526689681,-0.077289469,11.61136091,1.542011834,4.826739466,0.019384615,4.601384615,257.1674525,-0.060710046,0.071356586,4.43,-0.324863884,98.94807692500001
폴라리스우노,2010-01-15,68250000000.0,0.467820757,5.246947221,0.356931817,0.801960111,10.82153616,2.70832039,7.164644647,0.030461538,6.652461538,242.5809593,-0.075204102,0.042133861,4.24,-0.053180396,94.54369230500001
아세아텍,2010-01-26,71750000000.0,0.223632622,2.281267411,0.57017635,0.177019918,8.456638164,0.897025315,3.727487521,0.030923077,6.288461538,223.3179013,-0.008408834,0.010356664,4.21,-0.176634214,91.07253846500001
우리넷,2010-01-27,37041486000.0,0.283992631,2.562296687,0.559897796,2.340266509,6.467672536,1.874325446,5.641584117,0.057846154,6.288153846,221.6093066,0.005441202,0.014537588,4.23,-0.283101045,96.714
스타플렉스,2010-01-27,81000000000.0,0.179735696,0.74748616,1.2806899,0.240047346,7.626009258,1.655388829,4.046733559,0.043692308,6.356769231,221.6093066,0.005441202,0.014537588,4.23,-0.022026432,93.697384615
금강제강,2010-02-02,84000000000.0,0.186792151,1.125541436,1.342181087,0.884200025,11.55568127,2.670563417,9.584994752,0.03546875,4.91625,216.4974706,0.037765757,0.083659393,4.27,-0.331460674,84.905546875
모베이스,2010-02-04,79200000000.0,0.168874139,1.415127995,0.915470159,0.828049022,6.510944627,2.539509821,8.207554146,0.05265625,6.36515625,214.8346033,0.005346454,0.054976431,4.26,-0.492917847,93.52585937500001
지스마트글로벌,2010-02-04,82205077500.0,0.290053608,1.807412132,0.94323356,4.74703054,6.216156676,1.856917543,4.975716588,0.0459375,5.34328125,214.8346033,0.005346454,0.054976431,4.26,-0.303288672,94.5978125
하이소닉,2010-02-09,61908197000.0,0.181519176,1.257890847,1.100879,0.803142186,5.064915015,2.098494562,3.004488327,0.0625,5.48125,212.2673725,0.017324919,0.30201537,4.27,0.263235294,94.71078125
인포바인,2010-02-09,98010000000.0,1.0,3.257908899,0.350846613,0.588212105,8.176149014,3.701379066,4.920782955,0.05546875,7.05140625,212.2673725,0.017324919,0.30201537,4.27,-0.081460674,93.1403125
이미지스,2010-02-26,29481126000.0,0.475212336,7.272295944,0.155340408,2.690508411,13.27419676,4.352077557,9.795627618,0.23703125,10.6490625,211.642679,-0.086839043,0.173341303,4.1,0.322268326,98.413359375
지트리비앤티,2010-03-26,46002000000.0,0.343154175,12.19266807,0.284411724,0.021734029,17.20177796,4.422376408,19.81515469,0.133333333,8.210757576,201.7384666,-0.050585141,0.047952149,3.84,-0.221088435,96.132575755
씨케이에이치,2010-03-31,296000000000.0,0.695434992,1.253688021,0.501835356,1.309990313,5.090534614,1.224517459,2.355639364,0.038333333,5.691666667,198.2432824,-0.049947648,0.045063245,3.89,-0.01426025,93.767348485
케이씨에스,2010-04-14,19200000000.0,0.180149522,2.285307946,0.664109214,-0.38929559,17.63670095,3.28751307,22.87242722,0.194090909,10.59015152,191.8922449,-0.019070415,-0.016318232,3.87,-0.065810594,98.15159091
애머릿지,2010-04-21,52500000000.0,0.205730512,0.986991615,1.282311206,-0.18254347,8.802458988,3.719558403,14.26072459,0.086363636,6.993030303,192.3380791,-0.037326305,0.000471804,3.8,-0.256666667,98.81977273000001
모바일리더,2010-05-25,44970000000.0,0.423109714,13.01585538,0.109410764,0.168103769,11.72017555,3.03458927,10.39962877,0.104179104,6.440298507,169.9477224,0.039670193,-0.056899879,3.59,-0.06504065,98.432238805
서진오토모티브,2010-05-25,41250000000.0,0.183069515,0.714097823,1.387792263,0.113409194,16.40378643,0.924801762,5.728297953,0.00880597,1.290447761,169.9477224,0.039670193,-0.056899879,3.59,0.045226131,74.50350746000001
인피니트헬스케어,2010-05-26,122046000000.0,0.452446769,1.784020989,0.67687377,0.061277813,18.0354544,2.730984185,9.676958542,0.052835821,5.418507463,169.0357998,0.003304536,-0.058123225,3.61,0.300859599,98.34253731499999
투비소프트,2010-06-01,16384960000.0,0.507060237,3.115304415,0.378560553,0.10598825,10.08438998,2.281066141,5.936951412,0.136567164,7.494776119,165.8641061,-0.038953334,-0.050190744,3.57,-0.004862237,97.83850746
엑스큐어,2010-06-09,21869500000.0,0.398363859,2.765978967,0.551307091,0.288400025,11.87456978,3.839512237,6.978011502,0.224477612,7.457910448,163.5315085,-0.010554415,0.003873857,3.61,-0.301971326,98.254477615
오르비텍,2010-06-15,60497356000.0,0.231132794,2.125766874,0.521240115,0.215751479,13.55585441,3.528471976,7.085355271,0.061641791,6.759850746,161.3773262,-0.027874283,0.045644414,3.73,-0.195335277,94.580373135
유비벨록스,2010-06-18,59518536000.0,0.257010201,2.404174482,0.574745596,1.97093244,17.60416985,3.789593088,12.54366551,0.067272727,6.825757576,160.6701201,-0.02419078,2.23e-05,3.72,0.168965517,92.733333335
지유온,2010-06-18,40950000000.0,0.73537418,12.75963821,0.081059533,0.499445372,9.06724489,3.019148102,5.841847704,0.115909091,6.588333333,160.6701201,-0.02419078,2.23e-05,3.72,-0.239482201,95.45378788
알톤스포츠,2010-07-02,20220000000.0,0.304102244,0.983326806,0.505427477,0.177087884,10.15898682,1.241623612,9.89812098,0.015151515,1.772878788,158.2864699,0.019292141,0.015885843,3.82,-0.009174312,91.711969695
에스디시스템,2010-07-16,56240000000.0,0.198641287,5.204964626,0.226989871,0.456122065,6.879712127,1.717261406,4.065761171,0.048333333,5.331666667,159.6310624,0.021468089,0.009733588,3.92,-0.050108932,98.80181818
크루셜텍,2010-07-21,194804000000.0,0.236853111,1.604532992,1.511298373,0.461381989,33.93313518,16.00714592,31.24859184,0.042686567,5.636268657,161.2483062,0.052201397,0.063213721,3.87,0.433121019,87.28880597
웨이포트,2010-07-23,78232000000.0,0.220961808,1.048724397,4.465686325,0.19079965,7.130353311,3.04214375,5.667948864,0.049242424,5.568484848,161.4372799,0.081519155,0.033507572,3.85,0.237623762,99.07689394
하이텍팜,2010-07-28,80500000000.0,0.266150728,2.337288539,0.616707607,0.396812361,14.99867573,6.351697372,10.8580318,0.080895522,6.758656716,164.0561354,0.083430919,0.077594983,3.86,-0.177944862,96.66813433
인터로조,2010-07-28,57768000000.0,0.742833558,3.361798462,0.417437359,0.320230226,7.807172782,2.739297539,5.31025789,0.024179104,3.236865672,164.0561354,0.083430919,0.077594983,3.86,-0.022077922,93.03074627000001
이글루시큐리티,2010-08-04,105000000000.0,0.658859343,3.375726129,0.384745597,0.260861101,17.39424428,4.473307476,13.26090591,0.03238806,3.635820896,168.8803693,0.10830084,0.034482759,3.84,-0.195555556,96.00141791
엠에스오토텍,2010-08-06,45100000000.0,0.150577374,0.677533069,1.378181495,0.211799568,8.772504867,1.50588679,8.042837557,0.066515152,5.492272727,170.2993673,0.104896859,0.029449518,3.89,-0.082269504,97.529393935
코리아에프티,2010-08-27,27136000000.0,0.123257088,0.820190994,2.729293145,0.060489962,6.825471467,1.27746448,13.86136375,0.008030303,1.544393939,173.989007,0.069422777,0.184674726,3.56,-0.082437276,70.11113635999999
화신정공,2010-08-31,25000000000.0,0.081092459,1.257692743,0.933574845,0.289009065,8.966232608,1.225493481,4.373552899,0.009545455,3.473787879,172.9139141,0.072475307,0.188835618,3.55,-0.2109375,79.51810606
씨젠,2010-09-10,187844000000.0,0.754496867,1.426368508,1.20624316,2.115422718,45.46955447,32.15733415,39.37988326,0.024545455,7.810606061,171.3941811,0.051023778,0.092135442,3.4,-0.1107739,92.0580303
와이솔,2010-09-10,81600000000.0,0.357081987,1.924811748,0.746417791,3.893599252,13.73750985,4.939012741,10.83683255,0.047272727,5.465757576,171.3941811,0.051023778,0.092135442,3.4,0.744471744,94.893560605
다원시스,2010-09-14,70400000000.0,0.293094666,1.81014306,0.885068291,0.715052688,24.03024935,6.35421984,17.52561105,0.156666667,7.429242424,170.7966691,0.068930447,0.105394533,3.39,0.19665272,97.705757575
알파홀딩스,2010-09-17,48197376000.0,0.17908147,1.876641276,1.180123991,0.522886094,13.09608188,3.84700974,9.729224903,0.059393939,7.011515152,170.387936,0.05688567,0.102054163,3.45,0.390243902,98.258636365
포메탈,2010-09-17,35924040000.0,0.137809513,1.579037094,0.804174002,-0.147425423,13.0210591,2.132061193,9.717536346,0.130757576,7.691212121,170.387936,0.05688567,0.102054163,3.45,0.130353818,98.008333335
한일진공,2010-10-05,21080000000.0,0.229427234,0.946356956,1.655537389,0.045723912,331.3631791,4.993440779,20.41087705,0.004626866,3.40119403,176.0600456,0.061310911,0.042025682,3.29,-0.0225,78.02231343
아이씨케이,2010-10-19,30623815600.0,0.191725642,1.625356765,0.978289229,0.345456216,13.39123527,2.815547609,9.509897895,0.064029851,7.039253731,184.1720077,0.035717756,0.107741025,3.2,-0.029876977,98.52544775999999
지나인제약,2010-10-22,26971571800.0,0.153144692,0.613744234,2.246175287,0.952726956,5.185593874,1.279929376,5.871395159,0.081666667,5.476363636,184.1100183,0.005027527,0.117839055,3.23,-0.102244389,96.51136364
인화정공,2010-10-22,112957000000.0,0.288710076,1.124875355,0.835482673,-0.057785913,11.25013161,1.721087051,7.27815196,0.038181818,4.460909091,184.1100183,0.005027527,0.117839055,3.23,-0.078787879,86.912651515
누리플랜,2010-10-26,23705000000.0,0.22080742,1.068889492,1.449480703,0.00422207,9.373416282,2.081042794,9.576221626,0.075522388,7.148358209,184.2675959,-0.003664743,0.057624838,3.25,0.267365662,98.241865675
아이텍,2010-10-26,41973750000.0,0.375095351,1.206808761,0.84039197,0.955202021,9.423187019,2.39963112,5.294767375,0.06238806,7.011044776,184.2675959,-0.003664743,0.057624838,3.25,-0.086038961,95.83619403
KNN,2010-11-03,119187000000.0,0.403990437,7.60718192,0.053053372,-0.05145205,10.86030679,0.64767685,4.433681244,0.002686567,2.919850746,182.772809,-0.002643138,0.060313365,3.43,0.079279279,73.32
KH 일렉트론,2010-11-05,83600000000.0,0.309451337,3.905529309,0.242025913,0.759866771,5.78938607,1.876456706,2.897656636,0.032424242,4.628333333,181.712864,-0.007868952,0.095012469,3.6,0.0626703,94.82356061
디케이락,2010-11-12,46500000000.0,0.37773,2.27609779,1.04746906,0.129291355,6.833436465,2.253703768,4.870044933,0.025606061,5.283030303,181.2928339,0.016452341,0.005718965,3.46,-0.011928429,96.06136363499999
코프라,2010-11-12,40600000000.0,0.174479108,1.999679169,0.720061782,0.227967882,13.69255684,3.08657617,11.16214844,0.046212121,6.124393939,181.2928339,0.016452341,0.005718965,3.46,0.535764376,96.628181815
한국전자인증,2010-11-19,34240000000.0,0.689430641,2.560872004,0.580136451,0.158222562,16.89759194,2.903106319,8.822565775,0.200606061,8.183636364,182.9101889,0.00292047,0.024198942,3.32,-0.045698925,97.91348485
시그네틱스,2010-11-26,200950000000.0,0.109155092,1.06787221,1.17311751,0.056072304,31.92386022,4.342111877,11.9180572,0.075909091,8.032727273,184.456641,0.031951536,-0.066474753,3.3,-0.124105012,94.816666665
썬텍,2010-11-26,28560000000.0,0.283823553,1.589591571,0.711184368,0.551224543,5.623239841,2.450468338,4.032137085,0.113181818,7.357878788,184.456641,0.031951536,-0.066474753,3.3,0.169230769,98.75674242
티비씨,2010-11-29,75000000000.0,0.376135709,11.55920493,0.068592611,-0.154817909,11.90048672,0.782424982,1.742375527,0.008181818,4.163484848,181.5383641,0.020492384,-0.018622908,3.22,0.070626003,83.97886363500001
에이루트,2010-12-01,27500000000.0,0.319036035,2.461633893,0.436586241,0.090425168,6.490106541,1.462091753,2.77916765,0.078615385,5.987076923,179.9361389,0.003940455,-0.011177664,3.21,0.089264174,95.690384615
디에이치피코리아,2010-12-03,29000000000.0,0.455777922,2.384304136,1.565863676,-0.272092567,340.5691399,4.23857435,32.27203487,0.006461538,1.075846154,180.2421032,0.017545257,-0.013734838,3.12,-0.063157895,69.23269231
대정화금,2010-12-20,50942902400.0,0.266266381,2.154607251,0.401794588,0.193213305,15.98439597,2.801704056,12.55254448,0.149538462,8.695692308,188.0203594,-0.006346019,-0.002888436,3.35,-0.242647059,96.94746154
이브이첨단소재,2010-12-27,40500000000.0,0.12942383,0.837749925,2.493123926,0.378644961,23.07997851,4.727326949,15.09820669,0.326923077,9.299846154,191.151873,0.036019167,0.061520979,3.35,-0.237885463,99.03592308
인텍플러스,2011-01-05,56035000000.0,0.33435688,2.016797542,0.823913486,0.047940599,12.53184094,3.612014285,9.651171743,0.173230769,8.539230769,193.0154014,0.026440885,0.075920245,3.5,-0.305263158,98.36223076499999
씨그널엔터테인먼트그룹,2011-01-24,28900000000.0,0.124594516,4.001345181,0.33008533,0.760976978,10.50492396,1.897532584,6.112486809,0.202307692,8.651230769,187.3946831,-0.003471893,0.083721873,3.88,-0.300980392,98.40630769500001
다나와,2011-01-24,92400000000.0,1.0,5.116892376,0.312994413,0.245256924,10.31373472,3.137522272,6.922159316,0.068461538,7.103076923,187.3946831,-0.003471893,0.083721873,3.88,-0.133333333,98.292
블루콤,2011-01-26,115200000000.0,0.162160271,9.854298883,0.055178256,0.412284406,12.60333969,1.617831755,10.42045572,0.080923077,7.043384615,186.6228459,-0.005774618,0.110158269,3.88,0.106557377,95.93061538500001
인트론바이오,2011-01-26,55896331300.0,0.572388404,2.011976989,0.848373271,0.425494542,103.5651477,8.626815202,46.82294712,0.115538462,8.978769231,186.6228459,-0.005774618,0.110158269,3.88,0.08953168,98.57623077
엘비세미콘,2011-01-31,203391000000.0,0.321150119,0.5649971,2.385346726,0.5131533,11.22929149,4.809244754,9.317684392,0.053846154,6.833384615,183.4407561,-0.019908704,0.062546125,3.96,-0.294900222,95.988307695
제이엔케이히터,2011-01-31,108800000000.0,0.198655111,1.996329751,0.781436755,0.272369213,9.312828534,3.132326819,5.882193295,0.082923077,6.931384615,183.4407561,-0.019908704,0.062546125,3.96,0.653721683,96.440153845
딜리,2011-01-31,43760000000.0,0.414888448,9.203711102,0.084330297,-0.102386417,7.365095028,1.424480896,3.728885512,0.055846154,6.398153846,183.4407561,-0.019908704,0.062546125,3.96,-0.129230769,95.07569231
케이아이엔엑스,2011-02-08,38400000000.0,0.378761603,7.054557968,0.078977903,0.161964686,10.02669391,1.314775508,3.914071894,0.06609375,6.27796875,179.6177187,-0.047133422,0.108259336,4.06,-0.001782531,93.922421875
티피씨글로벌,2011-02-08,29173794000.0,0.17809119,1.611415982,0.542450397,0.040307701,14.76193452,2.020524266,10.2636332,0.074375,7.09328125,179.6177187,-0.047133422,0.108259336,4.06,0.196226415,97.278125
나노신소재,2011-02-09,120972000000.0,0.468406646,2.141532806,1.15520749,0.633908654,19.31892504,5.123838062,14.76263214,0.05671875,6.68765625,178.8296045,-0.040647468,0.073051348,4.0,-0.018716578,93.7046875
부스타,2011-02-23,34272000000.0,0.213013956,3.133057791,0.316903146,0.034205552,16.92825446,1.61913656,10.07724116,0.40765625,10.86921875,167.5410999,-0.067473776,0.06277299,3.89,-0.225416036,98.606875
티케이케미칼,2011-04-26,450000000000.0,0.124332272,0.752386657,2.175197756,0.134906817,8.007889384,2.751712315,4.303976635,0.090454545,7.370151515,139.7577545,0.027162245,0.003888639,3.82,-0.4004884,96.65818182000001
이퓨쳐,2011-04-27,23264000000.0,0.629653859,7.153484799,0.344807754,0.15236005,11.21951436,2.913930767,7.867210892,0.230151515,9.349242424,140.1646283,0.038060148,-0.033253256,3.82,-0.475378788,98.99553030499999
골프존뉴딘홀딩스,2011-05-20,1044060000000.0,0.555945646,7.267791325,0.137836702,0.384751881,11.98876043,5.021900422,11.35972804,0.013787879,5.483484848,175.1088338,-0.023835966,0.382503836,3.62,-0.141984733,75.86454545500001
KMH,2011-05-25,117566000000.0,0.53462703,1.878417252,0.26405928,0.472167341,12.3819654,4.086276467,6.859199842,0.051791045,7.677462687,182.1534134,0.000572969,0.304679994,3.57,0.108843537,93.431268655
스카이이앤엠,2011-06-14,59780000000.0,0.242339778,1.989502652,0.745625154,0.338507202,15.79148396,3.668652709,10.04337541,0.079552239,8.030447761,199.9081607,-0.021609812,0.294038301,3.7,0.203571429,91.51134328
넥스트아이,2011-06-14,58109450000.0,0.475010261,3.371332665,0.36530922,0.248269154,4.060286085,2.377376352,2.911676703,0.047164179,6.363731343,199.9081607,-0.021609812,0.294038301,3.7,0.146639511,94.950597015
유니드코리아,2011-06-17,39440000000.0,0.233193555,1.37541364,1.564345588,0.125799581,20.29905735,5.734782967,14.35917722,0.14,8.136212121,202.4919743,0.018526985,0.196005842,3.67,-0.084745763,96.01060606
서연탑메탈,2011-06-24,75725000000.0,0.130276003,2.453763374,0.397725232,0.549211754,7.102789734,1.517287696,6.029372081,0.083181818,6.836666667,209.8003245,-0.057319596,0.318147795,3.71,0.060240964,98.37719697
대양전기공업,2011-07-08,85457700000.0,0.215710608,1.936493779,0.363996627,0.014998556,10.30631334,1.657884261,6.318312704,0.059393939,7.194848485,220.1630002,-0.109053581,0.112193899,3.85,-0.163888889,91.82007576000001
옵티시스,2011-07-12,42833600000.0,0.484022831,4.476376115,0.472211673,0.487228529,9.850325749,2.315734298,6.314698494,0.073880597,7.261791045,223.6207643,-0.046837739,0.12466541,3.71,0.033500838,95.16171642
나이벡,2011-07-13,29359960000.0,0.641646113,1.108915288,2.651483074,0.005747886,181.2848469,7.236345099,28.89672282,0.26761194,10.73164179,224.3220472,-0.043255147,0.136414447,3.71,0.002628121,97.352462685
상아프론테크,2011-07-21,73736820000.0,0.175943125,1.823806175,0.686994931,0.525081187,12.81270613,1.305407726,5.775593931,0.039253731,8.309104478,236.8578013,-0.082586647,0.251421753,3.75,-0.07456979,97.66522388
제닉,2011-08-03,86303998000.0,0.638857647,1.3619208,0.920424707,1.34045754,25.45559728,14.69170912,16.24985859,0.064179104,8.276268657,250.442428,-0.082720761,0.108586583,3.82,-0.212446352,72.77261194
아이씨디,2011-08-05,262542000000.0,0.330414892,2.656393287,0.601221014,3.035577289,17.10434433,4.89291539,11.69699533,0.062121212,7.884545455,250.9166617,0.014630209,0.063048925,3.61,0.001766784,79.62931818000001
제이씨케미칼,2011-08-08,96048000000.0,0.152018452,1.130274009,1.618397589,0.787786063,7.854411907,3.706766297,7.372009993,0.044029851,7.926268657,250.5109433,0.096003804,0.039416224,3.6,-0.027777778,94.01955224
화진,2011-08-10,52030000000.0,0.232696136,1.023682075,0.985799738,-0.014056176,8.218560271,1.94202159,7.077326256,0.049253731,7.264477612,250.3190448,0.077654062,-0.096392881,3.45,0.312592593,97.102462685
원익피앤이,2011-09-27,49408000000.0,0.267218471,1.326265233,1.139398261,0.733612419,17.02209225,4.272607042,13.96342469,0.049393939,7.249545455,268.6816762,0.134353153,-0.043369273,3.46,-0.130663857,94.8169697
대한과학,2011-10-11,16575390000.0,0.287256607,1.586923145,1.436887366,0.174552513,15.75102543,3.795527744,13.49477786,0.153283582,8.712238806,277.1972949,0.129656254,-0.081346997,3.48,-0.109333333,98.54291045
로보스타,2011-10-17,45240000000.0,0.185334925,1.279384513,1.834189417,1.126917995,9.723801942,4.095771733,9.181973436,0.121343284,7.177462687,270.8914163,0.070460258,-0.079179611,3.46,-0.077456647,98.336716415
