종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,1년 전 대비 시장수익률,1년 전 대비 고객예탁금 증감률,상장일 기준 국고3년시장금리,종가_PER,종가_PBR,종가_EV/EBITDA,종가 대비 1개월 수익률,종가 대비 3개월 수익률,종가 대비 6개월 수익률
나이스디앤비,2011-12-22,26180000000.0,1.0,3.122852697,0.378473758,0.138502102,0.001346508,0.1982736,3.36,23.12273203,4.217128364,16.11603183,-0.106571936,-0.120781528,-0.38365897
디엔에이링크,2011-12-26,31692661000.0,0.374977637,1.205271415,0.789269184,0.083166077,-0.04018974,0.211108515,3.38,84.54858763,14.30233223,50.46286717,0.087570621,-0.237288136,-0.472881356
원익머트리얼즈,2011-12-28,156600000000.0,0.360432018,1.656666787,0.457398207,0.120164986,-0.017355288,0.18848116,3.39,19.59413208,4.540623236,12.12082923,-0.033766234,0.124675325,0.127272727
메지온,2012-01-20,193632000000.0,1.0,4.699669643,0.269546396,0.321859456,-0.082027149,0.185597102,3.4,14.60167734,9.669078884,12.51511681,-0.218487395,-0.426890756,-0.457142857
남화토건,2012-01-31,35220000000.0,0.131631824,2.858247536,0.223931877,-0.08830301,-0.040661322,0.071771218,3.38,12.17156276,0.603366239,14.56381551,0.305361305,0.137529138,0.219114219
뉴로스,2012-02-15,35625557000.0,0.549317413,1.654776454,1.0088246,0.325334005,0.004319613,0.269223844,3.46,8.020997533,2.569259711,8.18022001,-0.12,-0.392,-0.4192
사람인에이치알,2012-02-21,44000000000.0,0.407391956,1.432075069,1.50482159,0.532803918,-0.016173956,0.299847961,3.47,49.85798849,14.6704023,28.55777733,0.491304348,0.456521739,0.413043478
빛샘전자,2012-03-21,22000000000.0,0.297702059,5.314615694,0.160453732,0.1306245,0.072118137,0.314310878,3.63,12.17635314,2.112571974,8.924179165,-0.167326733,-0.299009901,-0.198019802
비아트론,2012-05-04,157917000000.0,0.380283201,3.69536602,0.318662301,1.176668552,-0.014808141,0.061558539,3.42,21.08757129,9.049047054,18.70744815,-0.357142857,-0.444700461,-0.394009217
디지탈옵틱,2012-07-13,62021535500.0,0.194531685,1.177507946,1.643386509,1.18373606,-0.04850799,-0.028972679,2.95,12.15367118,3.385433995,6.66466868,-0.104,0.104,0.3
네이블,2012-07-19,38939409000.0,0.504299992,2.691090611,0.556413243,0.14145198,-0.087934716,0.035319705,2.91,10.23545295,3.099625704,7.686248952,-0.002290951,0.552119129,0.735395189
엠씨넥스,2012-07-25,86239065000.0,0.14079782,1.133136277,2.333147761,0.584140953,-0.085789772,0.06355774,2.78,5.707962722,1.589991767,5.176650159,-0.130434783,-0.134782609,-0.256521739
우양에이치씨,2012-07-26,66496006500.0,0.167911513,0.914988942,3.614328979,0.319354872,-0.096127648,0.017952422,2.81,8.816542885,1.236913864,7.466189221,0.027079304,-0.073500967,-0.01934236
나노스,2012-08-02,51218440000.0,0.194578461,0.871455226,4.243809049,0.549395669,-0.088521726,-0.024048446,2.79,18.59142113,6.896774336,11.91638125,0.037558685,0.112676056,0.516431925
모다,2012-09-25,34356000000.0,0.238882604,1.953178032,0.633041078,0.286141583,0.114219166,-0.099310331,2.8,5.692491503,2.934977479,3.560927878,0.340819022,-0.125495376,-0.014531044
코이즈,2012-09-27,46171245000.0,0.333915869,1.098944552,1.012563237,0.505740084,0.139406105,-0.00186168,2.81,10.88530996,3.432623511,8.437533101,-0.185635359,0.337016575,0.325966851
아바텍,2012-11-06,100800000000.0,0.268500286,1.67909116,0.270386016,0.038379107,0.065672235,-0.078175276,2.78,29.83987071,3.766072368,20.39500085,-0.045643154,-0.041493776,0.078838174
맥스로텍,2012-11-16,39999960000.0,0.218503483,0.989309924,2.293137199,0.546812655,0.065617589,-0.107050007,2.77,8.957121013,2.912722589,8.455313658,-0.308791209,-0.174725275,-0.347252747
디젠스,2012-11-22,32850000000.0,0.14458272,0.847762309,2.866874501,0.137466507,0.034230457,-0.052246816,2.82,8.698886158,2.131794103,7.216162306,-0.260504202,-0.287815126,-0.193277311
우리로,2012-11-27,69451643400.0,0.504618677,1.829424412,0.837115638,0.354425002,0.054113231,-0.035635935,2.84,6.980753868,3.288615264,6.27690161,-0.166267943,-0.232057416,-0.208133971
SBI핀테크솔루션즈,2012-12-17,76915440000.0,0.480583981,1.092417654,5.609322694,0.080028743,-0.042788061,-0.088536733,2.88,8.80356538,4.226490347,-1.3753556,0.075167785,0.140939597,0.289932886
포티스,2013-01-29,19413548700.0,0.266427513,1.076875777,1.450206155,0.604288007,-0.037785231,-0.079602295,2.75,9.497096865,2.96250639,8.133087397,-0.229007634,-0.274045802,-0.308396947
아이센스,2013-01-30,170423000000.0,0.377908894,2.519520973,0.391762911,0.380327471,-0.027452825,-0.100202793,2.78,30.62400442,3.925241791,18.3375626,0.088631985,0.493256262,0.40655106
우리이앤엘,2013-02-05,156800000000.0,0.141169258,1.483955651,3.139467661,2.067376222,-0.033965441,-0.126231423,2.75,10.5138392,3.284164176,5.160236052,0.183716075,0.068893528,-0.196242171
아이원스,2013-02-07,38250000000.0,0.409423148,0.471443468,1.514802066,-0.099354383,-0.019939507,-0.139626701,2.72,8.566256701,2.260318071,7.075686142,-0.017307692,0.342307692,0.269230769
지디,2013-02-13,214813000000.0,0.412796042,0.474854985,1.700041117,0.956914848,-0.033327707,-0.148762797,2.73,33.32732154,16.48630304,23.41283789,-0.038167939,-0.089694656,-0.22519084
제로투세븐,2013-02-19,95782000000.0,0.508246925,1.226096484,2.509998566,0.202157726,-0.051653275,-0.136868753,2.69,23.50521322,6.183368213,10.24022331,0.158333333,0.216666667,0.129166667
코렌텍,2013-03-05,126139000000.0,0.309551848,1.518137327,-7.070785776,0.613231618,-0.077037092,-0.10505757,2.63,-31.09778709,-23.37413404,12151.65748,0.266881029,0.379421222,0.266881029
윈팩,2013-03-07,56800000000.0,0.20360572,0.171335235,2.790871959,0.121211115,-0.057654748,-0.171602613,2.66,11.41057884,2.710807297,4.487608044,-0.132488479,-0.213133641,-0.366359447
참존글로벌,2013-04-03,32923800000.0,0.358416236,2.000897139,0.730943372,0.27158328,0.038850009,-0.041816056,2.47,9.428877632,3.708484588,6.320515495,0.164750958,0.118773946,0.042145594
삼목강업,2013-04-30,26520000000.0,0.148312897,0.914156926,0.683118936,0.053275164,0.158971789,-0.03188235,2.49,7.479826385,0.900117845,7.534786797,0.276864728,0.388116308,0.304677623
레고켐바이오,2013-05-10,89454375000.0,0.67942441,3.555634804,1.064275961,8.434761114,0.082080644,0.029402667,2.55,-37.76349264,30.11146805,-30.08251234,-0.1,-0.057142857,0.091428571
엑세스바이오,2013-05-30,117000000000.0,0.587957773,3.079631225,0.34017364,1.17845505,0.200694178,0.0766824,2.75,36.11532747,12.39682899,29.60693921,-0.024154589,-0.095652174,-0.149758454
나스미디어,2013-07-17,72568601600.0,1.0,1.821211648,1.078655226,0.083443357,0.091321446,0.070303096,2.89,19.61224603,2.901818948,12.12320323,-0.263843648,-0.205211726,-0.267100977
KG ETS,2013-07-24,136800000000.0,0.20442534,0.542219779,1.171647221,1.095971445,0.086209106,0.088795556,2.89,16.71773307,2.113782801,9.4844109,0.05326087,0.097826087,0.065217391
파이오링크,2013-08-01,53994465000.0,0.664757193,3.774238521,0.500227533,0.119541495,0.126523382,0.200678445,2.92,16.57198133,5.265226744,17.47949292,-0.26031746,-0.292063492,-0.399365079
GH신소재,2013-08-02,21700000000.0,0.164824195,1.066432188,1.144646997,0.109358289,0.129203009,0.08513982,2.96,16.89057708,2.790354843,10.18079213,-0.060308555,-0.211781206,-0.403927069
아미코젠,2013-09-12,103125000000.0,0.495060084,4.186750484,0.480654746,1.226658364,0.063243933,0.003036295,2.91,51.5484079,14.91056075,36.40084502,0.053913043,0.052173913,0.373913043
지엔씨에너지,2013-10-02,26080002000.0,0.117196202,1.167128866,1.737088261,0.020292976,-0.004511335,-0.047060566,2.82,16.5262593,2.654968131,17.12415834,-0.476811594,-0.372463768,0.018115942
엘티씨,2013-10-08,134275000000.0,0.228053322,2.351025675,0.823504692,-0.019587824,-0.026069655,-0.020718143,2.85,14.68447023,5.755952891,10.22970705,0.009411765,-0.023529412,-0.04
파수,2013-10-18,45992231000.0,0.693827533,2.815562744,0.622931062,0.259900811,0.025186712,0.062120101,2.82,12.66049414,4.058901663,10.23555194,-0.305797101,-0.155072464,0.789855072
테스나,2013-10-22,92475000000.0,0.241879442,0.6073022,1.615743789,0.15044223,0.007858509,0.061336143,2.83,11.25511514,2.272196992,4.654177616,-0.264367816,-0.24137931,0.134099617
내츄럴엔도텍,2013-10-31,210405000000.0,0.566424548,2.182610243,0.771382004,0.935023554,0.052290925,-0.03602776,2.82,101.3959228,49.77380684,85.34984253,0.041322314,-0.302243211,-0.25501771
해성옵틱스,2013-11-06,108075000000.0,0.218624449,0.877211634,5.454661689,1.122754711,0.027979054,-0.072759836,2.88,22.71555463,8.873107532,9.04966533,-0.15620438,0.011678832,0.338686131
협진,2013-11-08,48600000000.0,0.404760247,3.572339619,0.263523684,0.259605903,0.018861745,-0.115363639,2.89,12.04560087,2.568429552,9.418685717,-0.298039216,-0.26372549,0.245098039
램테크놀러지,2013-11-18,26623923300.0,0.184967622,0.73630789,1.62592382,0.377080823,0.088407627,-0.084870741,2.94,13.64337086,2.149201155,9.512573821,-0.116541353,0.246240602,0.208646617
라이온켐텍,2013-11-19,127043000000.0,0.297530784,1.963044984,0.507933502,0.165013561,0.066005597,-0.067953025,2.95,11.00177388,4.491867966,8.220648652,0.102803738,0.672897196,0.591900312
큐브엔터,2013-11-21,14000000000.0,0.164505454,1.274441387,1.672569164,0.41027979,0.075478982,-0.07140814,2.98,954.7877865,3.500527745,22.71357632,0.012690355,0.017766497,0.109137056
디엠티,2013-11-26,42750000000.0,0.315059355,3.579352392,0.468613517,0.658623332,0.076132517,-0.071260589,2.96,5.547907929,1.408419189,2.559409075,-0.219532554,-0.121869783,-0.068447412
엔브이에이치코리아,2013-12-03,129250000000.0,0.124044988,0.935987342,2.185514713,0.368915532,0.071687677,-0.07534063,3.04,6.451673891,1.374767151,3.813712339,-0.120930233,0.109302326,0.151162791
현대공업,2013-12-04,75000000000.0,0.135432046,1.335741785,1.126656238,0.706033665,0.061526526,-0.10993141,3.03,10.35839643,2.794439763,7.384824438,-0.245729304,0.014454665,0.049934297
알티캐스트,2013-12-06,154657000000.0,1.0,1.73740143,1.555585743,0.04461626,0.077782104,-0.09109037,3.01,32.10564532,3.896520121,9.375949183,0.134760705,0.586901763,0.347607053
기가레인,2013-12-19,87797671500.0,0.282843808,0.678615316,2.009981439,4.298452825,0.046172313,-0.181522597,2.89,8.029885247,2.580651134,7.215683023,0.609813084,1.088785047,1.570093458
인트로메딕,2013-12-19,41713068000.0,0.750399339,0.99117324,21.07677185,0.125541055,0.046172313,-0.181522597,2.89,87.77049851,63.85822742,26.67889438,0.315789474,1.552631579,1.49122807
현대이지웰,2013-12-27,43529200000.0,0.678965913,1.043558147,1.097233688,0.011719494,0.039769956,-0.212023885,2.83,27.10329785,5.063873994,14.28576764,-0.080745342,0.664596273,0.453416149
솔루에타,2013-12-27,123118000000.0,0.318457316,1.244785306,2.172966929,0.514961482,0.039769956,-0.212023885,2.83,17.09305303,8.293329804,10.42341115,0.228571429,0.305494505,0.153846154
한국정보인증,2014-02-04,48537000000.0,1.0,1.935510054,0.509862708,0.059320136,-0.00396952,-0.135950919,2.85,22.52865237,3.331360027,11.47794022,0.31934033,0.335832084,0.197901049
인터파크,2014-02-06,249712000000.0,0.110202461,1.392175443,2.008007639,4.817821509,-0.003860236,-0.154735038,2.85,65.72753562,2.112330643,12.9641946,0.022222222,-0.12962963,-0.185185185
오이솔루션,2014-02-27,51796100000.0,0.250262902,1.649920436,2.963909362,0.390563197,-0.048466327,-0.222706962,2.85,23.14430084,11.58127852,13.93929843,-0.260869565,-0.213043478,-0.139130435
케이사인,2014-04-28,15430200000.0,1.0,3.298808528,0.386347226,0.073995653,-0.037587335,-0.240098013,2.88,3.285308267,0.895744763,0.752063424,0.125874126,-0.004662005,0.144522145
나노,2014-05-08,11000000000.0,0.169292395,0.937962549,3.009974836,2.056582471,-0.039240506,-0.197132912,2.85,6.481451891,0.766271815,5.752530782,0.089588378,0.031476998,0.050847458
캐스텍코리아,2014-05-27,80425078500.0,0.146217548,1.182058394,1.627017722,0.073621005,-0.036498372,-0.156596436,2.83,12.80168254,1.586244709,8.640128771,0.030612245,-0.185714286,-0.193877551
우성아이비,2014-06-10,5420000000.0,0.232193824,1.030041617,2.027541258,0.345579975,0.00583181,-0.216716355,2.82,2.847103744,0.52187434,7.104914646,-0.123364486,-0.13271028,-0.108411215
트루윈,2014-07-11,66528000000.0,0.292145646,0.880699723,2.534205343,1.283640939,0.011474633,-0.165574659,2.59,11.79983608,7.328873785,8.122564129,-0.307958478,-0.442906574,-0.421453287
콜마비앤에이치,2014-07-23,14000000000.0,0.181995783,1.723127619,0.538353149,0.062923681,-0.021564139,-0.16422371,2.46,1.53641579,0.389958534,0.203585282,0.435185185,3.62037037,5.203703704
아진엑스텍,2014-07-24,39410000000.0,0.486766743,1.980141857,0.637295603,0.079978749,-0.025956586,-0.210286381,2.5,12.12518931,2.525982061,9.532241898,-0.273371105,-0.395184136,-0.223796034
윈하이텍,2014-07-25,54782490000.0,0.230568816,1.17671697,0.8410728,0.279025558,-0.02708787,-0.242243061,2.49,14.13113061,4.381430141,10.30262046,-0.337704918,-0.485245902,-0.344262295
창해에탄올,2014-07-30,51254409000.0,0.203975615,0.737467253,2.805451221,0.094353488,-0.017147668,-0.203197697,2.51,3.647785419,1.306342335,13.1693473,-0.092465753,0.215753425,0.575342466
덕신하우징,2014-08-01,104156000000.0,0.230845659,1.470303936,0.985179969,0.095542328,-0.008407337,-0.172509515,2.54,14.32460494,4.417132064,11.87604628,-0.355608592,-0.576133652,-0.434367542
파버나인,2014-08-04,51037500000.0,0.114749599,0.539510361,1.155143401,1.582367216,0.002066116,-0.215195857,2.55,7.358326058,1.76788173,5.774162898,-0.1375,-0.249166667,-0.28
신화콘텍,2014-08-08,67973915100.0,0.238436676,1.761452909,1.43932506,0.686065759,-0.000720331,-0.201055723,2.5,8.110570628,3.627348089,5.397447018,-0.146478873,-0.319014085,-0.18028169
고려시멘트,2014-08-13,14000000000.0,0.183032633,2.274648174,0.920956598,2.035879205,0.010402106,-0.150593226,2.52,2.264530349,0.493833477,2.601256848,0.007194245,-0.011990408,0.143884892
THQ,2014-08-14,26474800000.0,0.167097794,3.390385372,0.332305999,-0.380746346,0.019296749,-0.153235684,2.54,16.47656637,2.161570001,7.84010057,-0.192513369,-0.203208556,-0.352941176
프로스테믹스,2014-09-30,21040000000.0,0.609177109,2.54660948,0.332374684,1.031812034,0.066013573,-0.080669159,2.3,22.21165374,5.083177153,11.00078964,0.002475248,-0.004950495,0.131188119
메디아나,2014-10-07,44768836000.0,0.35462388,2.000466132,0.773624004,0.162849573,0.083131481,-0.063792466,2.29,13.1649737,2.742274768,8.272732844,0.456410256,0.914529915,2.572649573
영우디에스피,2014-10-29,23030910000.0,0.14489739,0.956511766,0.971595276,2.181613528,0.066228391,-0.022402901,2.21,2.843072304,1.900263171,3.4076581,0.079113924,-0.007911392,0.46835443
테라셈,2014-10-30,41899020000.0,0.324200971,1.547540683,0.62711867,0.335754195,0.066098795,-0.012293551,2.2,7.554629445,3.122265141,5.025291582,0.029143898,0.100182149,0.468123862
슈피겐코리아,2014-11-05,170950000000.0,0.530534816,5.217481929,0.209354339,0.429902981,0.07775235,-0.000861944,2.09,22.80220773,6.878173786,15.0163155,0.875732708,1.670574443,2.23094959
테고사이언스,2014-11-06,48060000000.0,0.803299129,22.74271223,0.160946894,-0.008145102,0.076579403,-0.007898098,2.08,69.25215219,8.12327674,50.18464482,-0.030595813,-0.128824477,0.099838969
엑셈,2014-11-07,8400000000.0,0.670425679,3.056931475,0.392577797,0.305194307,0.08099491,0.021755285,2.09,3.52888177,0.812158576,0.070725725,0.063829787,0.063829787,0.601547389
디에이테크놀로지,2014-11-19,34608420000.0,0.162075547,1.767264932,1.392438783,0.441375178,0.083481701,0.044428523,2.18,16.83606237,3.74184338,11.81426176,-0.306886228,-0.236526946,0.113772455
지엘팜텍,2014-11-20,9000000000.0,0.445585215,3.543130209,0.553030486,-0.063537037,0.102844335,0.000711174,2.16,51.74273291,2.406284922,25.98484781,-0.00248139,0.136476427,0.133995037
텔콘RF제약,2014-11-24,72819000000.0,0.266402956,3.054629141,0.430496331,0.324064679,0.11228822,0.073748337,2.12,7.47966142,2.621814621,4.726292652,0.072340426,0.229787234,-0.004255319
대창스틸,2014-12-05,36415000000.0,0.053356951,0.824811548,1.482980806,-0.09478333,0.067052457,0.102267188,2.17,16.2494406,0.612187577,13.78430116,-0.295536791,-0.155609168,-0.02291918
PI첨단소재,2014-12-08,234931000000.0,0.37612362,2.57532257,0.244116319,0.15269809,0.066321694,0.047159838,2.22,8.664876967,1.049392333,3.882994822,0.044854881,0.345646438,0.76121372
알테오젠,2014-12-12,145063000000.0,0.683088125,8.593078283,0.377436237,0.395872845,0.102534097,0.07556208,2.11,74.69130782,19.86442478,69.7825705,0.193023256,0.923255814,0.904651163
비씨월드제약,2014-12-15,91934851100.0,0.50718337,1.828773666,0.636487881,0.191366266,0.096225423,0.083111688,2.12,30.8191511,3.964659337,20.6663198,0.13960114,0.347578348,1.051282051
랩지노믹스,2014-12-16,52354843200.0,0.500728814,1.909414257,0.719798457,0.129850444,0.110080092,0.143523973,2.13,44.85913412,4.279828722,19.74286594,0.743859649,1.245614035,1.0
에이디테크놀로지,2014-12-16,60145425000.0,0.174213054,1.799836033,0.982400462,0.815299776,0.110080092,0.143523973,2.13,18.33042334,5.000293057,11.22283772,0.764285714,0.696428571,1.75
녹십자엠에스,2014-12-17,57360000000.0,0.18705636,1.276704399,1.642984119,-0.048389316,0.092625733,0.165437805,2.17,45.42664437,6.08794161,29.94895453,1.845410628,1.193236715,1.555555556
하이로닉,2014-12-17,141511000000.0,0.622196721,6.969042423,0.177901525,0.191793095,0.092625733,0.165437805,2.17,65.69989108,25.59769036,53.31367663,0.890859482,0.582537517,0.327421555
디티앤씨,2014-12-17,174591000000.0,0.518275954,1.303363804,0.758443061,0.477568081,0.092625733,0.165437805,2.17,54.15617756,13.82878126,38.23032231,0.001919386,0.013435701,-0.053742802
정다운,2014-12-17,5420000000.0,0.191274034,0.702590802,2.562320803,-0.032172589,0.092625733,0.165437805,2.17,2.108499097,0.317833629,3.925745057,0.124069479,0.196029777,0.084367246
아이티센,2014-12-23,32336400000.0,0.196169235,1.032036105,3.754851174,0.120873696,0.111002185,0.115840181,2.16,24.71098354,2.041458902,11.24587158,0.818700114,1.651083238,1.217787913
아스트,2014-12-24,118905000000.0,0.005602344,0.841567673,2.582961323,0.359512621,0.103547284,0.132198819,2.15,-17.28411125,4.132845431,747.9659647,0.227777778,0.388888889,1.988888889
오킨스전자,2014-12-24,44020000000.0,0.290893633,1.078764011,1.37480491,0.103490005,0.103547284,0.132198819,2.15,54.46989259,3.871445692,9.414010545,0.023715415,0.533596838,0.007905138
서전기전,2014-12-24,31521035000.0,0.319634818,1.380526647,0.832838671,0.187227408,0.103547284,0.132198819,2.15,7.825841717,3.015653019,6.169442598,0.22826087,0.641304348,0.413043478
바이오로그디바이스,2014-12-24,10200000000.0,0.206349658,2.136169918,0.660264758,3.812078468,0.103547284,0.132198819,2.15,1.819221456,1.414901559,0.81630781,0.064676617,0.119402985,0.223880597
에이팩트,2014-12-26,26330520000.0,0.173485314,0.611715921,0.883330541,0.021791834,0.119602348,0.186608171,2.16,18.37410012,1.056117502,3.119314743,-0.018018018,-0.036036036,-0.072072072
휴메딕스,2014-12-26,159293000000.0,0.502340557,5.465869327,0.621834636,1.011587701,0.119602348,0.186608171,2.16,24.40821388,15.16332962,25.62306116,1.334183673,0.926020408,1.948979592
국일신동,2014-12-29,18853000000.0,0.122131859,1.805071496,0.497723659,0.117483588,0.097248224,0.12110557,2.13,14.90970295,0.959413249,11.90017851,-0.049180328,-0.151183971,-0.20582878
바디텍메드,2014-12-29,9200000000.0,0.59399861,5.868224615,0.273945358,0.267085251,0.097248224,0.12110557,2.13,1.577899798,0.281982251,-0.422058875,0.1075,0.2725,1.7
포시에스,2015-02-11,56536470900.0,0.756786634,16.91027609,0.048462799,0.064382626,0.104239738,0.131061301,2.05,23.98318818,4.215323385,19.84423657,-0.2375,-0.203125,-0.439375
FSN,2015-03-25,10700000000.0,0.547726712,0.806161301,-7.011505553,0.572907811,0.143808552,0.210511692,1.79,-14.03129722,-16.53003656,-36.54503079,0.069264069,0.0995671,0.095238095
에이비프로바이오,2015-04-13,154722000000.0,0.303500626,2.963922313,0.787768415,0.615032648,0.141004192,0.198973313,1.73,17.34205302,3.829969142,14.08866539,-0.233870968,-0.296370968,-0.372983871
디알텍,2015-04-20,8866000000.0,0.395009902,1.212656964,1.488472086,0.024867753,0.120529384,0.148579354,1.69,11.85059542,1.354263676,10.06226476,0.009689922,-0.100775194,-0.180232558
제노포커스,2015-05-29,74301337000.0,0.412206203,2.399467464,0.753498648,1.558029351,0.265788468,0.435509991,1.75,78.33533424,17.68827678,115.9705265,0.470355731,0.065217391,-0.086956522
픽셀플러스,2015-06-12,244997000000.0,0.291841473,9.671733105,0.104392337,-0.170488385,0.280896781,0.365435891,1.76,11.86632396,2.342814366,6.642110193,0.034482759,-0.117241379,-0.444827586
러셀,2015-06-16,9500000000.0,0.224926591,3.949987562,0.257907406,-0.314774483,0.315995672,0.37632641,1.77,14.51874045,0.925175525,9.62935926,0.054455446,0.042079208,-0.00990099
싸이맥스,2015-06-17,87284266900.0,0.180466079,2.893838568,0.493547761,0.102203608,0.31139617,0.421234616,1.8,12.50890922,2.851335469,10.04689964,-0.185714286,-0.303571429,-0.295
미래생명자원,2015-06-18,7060000000.0,0.176227805,3.023440916,0.376290647,-0.057177633,0.309468392,0.432869179,1.78,5.589355273,0.489394985,2.944961134,0.073891626,0.039408867,-0.014778325
베셀,2015-06-19,37076895000.0,0.268326449,1.218254103,2.740491432,0.115654657,0.316697405,0.429994822,1.77,7.070228586,3.19495036,6.430583118,-0.190384615,-0.219230769,-0.134615385
에스엘바이오닉스,2015-06-25,58760000000.0,0.241896563,0.933980653,1.049101699,1.196570092,0.353298183,0.444943519,1.81,12.4599727,4.195614735,6.576013889,-0.123745819,-0.393311037,-0.400668896
이큐셀,2015-06-26,37784500000.0,0.304424692,1.05717166,1.327436973,0.736006658,0.336993434,0.434723683,1.82,21.75766358,5.70089626,16.29924954,-0.361538462,-0.332307692,0.2
코아스템,2015-06-26,251479000000.0,0.274679714,1.270336907,1.762434348,2.553950998,0.336993434,0.434723683,1.82,-96.13250248,56.69960536,-747.1241847,-0.127403846,-0.471153846,-0.543269231
켐온,2015-06-26,14000000000.0,0.27467996,1.796165995,0.469772449,0.289262079,0.336993434,0.434723683,1.82,9.253303143,1.381812789,4.661925081,0.053527981,0.02189781,-0.03649635
동운아나텍,2015-06-30,55770000000.0,0.374616975,2.325982248,0.630173582,-0.044180303,0.324600603,0.469831268,1.79,12.42055289,3.53449824,10.72603425,-0.0234375,-0.09765625,-0.1640625
유테크,2015-06-30,44237700000.0,0.189132749,1.557181873,1.714650596,0.117695874,0.324600603,0.469831268,1.79,12.74431439,2.265102412,6.410861591,0.33640553,0.023041475,0.281105991
RFHIC,2015-06-30,13660000000.0,0.424334205,4.300147038,0.341409694,-0.168158091,0.324600603,0.469831268,1.79,1.096074718,0.155136794,-0.10358248,0.130331754,0.075829384,-0.016587678
펩트론,2015-07-22,81472016000.0,0.457388912,6.724072951,0.612009998,-0.199758207,0.300355796,0.45465241,1.75,-69.53632054,29.49788216,-102.8797253,0.201923077,0.026442308,0.572115385
파마리서치,2015-07-24,484797000000.0,0.735317204,1.790408856,0.792040913,0.373933913,0.334036128,0.348145077,1.71,114.1990493,40.7486872,83.2819054,-0.443668122,-0.379912664,-0.336244541
켐트로스,2015-07-27,6040000000.0,0.098731195,3.260151755,0.715645206,-0.04608644,0.333558406,0.468787233,1.7,11.90263994,0.66558912,6.941250884,0.563063063,0.121621622,-0.09009009
로지시스,2015-07-29,23352305000.0,0.10889373,3.505799278,0.44795469,0.001562344,0.352921634,0.417162155,1.72,29.06133128,4.398993673,18.93290706,-0.114180479,0.099447514,-0.171270718
아이쓰리시스템,2015-07-30,119426000000.0,0.219785068,2.095527773,1.112689989,0.19842048,0.369982097,0.38050605,1.74,36.58565664,8.807541532,25.43441932,-0.179310345,0.227586207,0.110344828
아시아경제,2015-07-31,90878508000.0,0.409548349,2.939717507,0.666300248,1.427186061,0.384005817,0.384865162,1.77,17.71143614,3.643643216,7.964040291,-0.119952494,-0.236342043,-0.381235154
칩스앤미디어,2015-08-05,35675871000.0,1.0,4.303465625,0.241431385,0.079211794,0.404399817,0.330487266,1.79,22.12862536,3.560677919,19.36125077,-0.543292683,-0.47195122,-0.699390244
쎄노텍,2015-08-06,6600000000.0,0.306983367,2.931533818,0.560520366,0.122577903,0.371205076,0.396242775,1.79,4.090045954,0.612392865,3.304674955,-0.446494465,-0.483394834,-0.44895449
흥국에프엔비,2015-08-07,134325000000.0,0.431461997,1.55473397,0.678943501,0.157906198,0.333625779,0.359146757,1.78,57.08882544,14.27320378,36.09862347,-0.226923077,-0.35,-0.416346154
마이더스AI,2015-08-13,6200000000.0,0.358970178,1.675163988,0.800659755,-0.035364957,0.358381817,0.42881774,1.73,9.781295639,1.040288959,3.82280986,-0.304761905,-0.311111111,-0.374603175
파인텍,2015-08-17,52475020500.0,0.129269912,0.855631281,4.541914634,0.397704152,0.385269985,0.572766062,1.72,14.64661195,4.342326589,8.896054682,-0.459064327,-0.519883041,-0.619298246
웹스,2015-08-24,45028800000.0,0.325843801,2.180521323,0.782517392,-0.006606721,0.370636532,0.394025883,1.69,15.03587218,2.442391783,8.939840426,-0.12875,-0.27125,-0.2975
맘스터치,2015-08-28,13500000000.0,0.273224351,1.233869606,2.40689425,0.625635591,0.306888328,0.456117323,1.72,2.706139106,1.88037159,2.769148748,-0.025522042,-0.067285383,-0.067285383
씨아이에스,2015-09-02,14000000000.0,0.183632331,3.221751952,0.315686984,-0.467697365,0.274853184,0.352929695,1.7,-24.63363175,0.628404507,-13.35032892,-0.025462963,-0.069444444,-0.074074074
인포마크,2015-09-23,49051912000.0,0.222584653,1.28143702,1.576924629,0.153979411,0.089460699,0.416451504,1.62,20.77844551,4.873715485,16.27623913,0.069651741,-0.353233831,-0.039800995
타이거일렉,2015-09-25,33535740000.0,0.209782967,2.128004424,0.721294427,0.187323824,0.117666413,0.512481595,1.62,14.98005939,2.137889293,8.870189878,-0.201884253,-0.31628533,-0.357335128
패션플랫폼,2015-10-05,10210000000.0,0.461384069,1.519687232,1.439602637,0.341531252,0.141460761,0.377053822,1.58,6.599468497,2.102257095,5.544724201,-0.019047619,-0.033333333,-0.052380952
한송네오텍,2015-10-06,8900000000.0,0.173516429,1.242861806,1.856347779,0.316306667,0.148657001,0.380344447,1.59,7.103919433,1.159488262,7.296324288,0.002380952,-0.042857143,-0.052380952
케이엠제약,2015-10-08,9000000000.0,0.36287054,1.386599769,1.621049765,0.135988578,0.126124854,0.394838736,1.62,8.230832612,2.411499869,7.480414827,-0.004761905,-0.05,-0.057142857
뉴지랩파마,2015-10-13,51128906900.0,0.137174654,1.830577613,0.740254946,-0.072850548,0.253710393,0.38909561,1.64,18.65269535,2.694491512,10.20651619,-0.166473988,-0.137572254,-0.21849711
엑시콘,2015-10-22,88835000000.0,0.339975555,2.073359124,0.695795774,0.514146699,0.228778431,0.450296841,1.65,12.74100489,1.942861218,9.103344059,-0.075144509,-0.132947977,-0.124855491
