종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,1년 전 대비 시장수익률,1년 전 대비 고객예탁금 증감률,상장일 기준 국고3년시장금리,종가_PER,종가_PBR,종가_EV/EBITDA,종가 대비 1개월 수익률,종가 대비 3개월 수익률,종가 대비 6개월 수익률
코오롱생명과학,2009-04-07,80370000000.0,0.265038949,1.521216174,1.267153798,0.222942325,-0.441706161,-0.002811353,3.94,24.33688319,7.605109194,19.59351235,0.240740741,0.107407407,-0.15
뷰웍스,2009-04-10,54431190000.0,0.588840251,6.590178012,0.116097743,0.272505653,-0.420971992,-0.051091301,3.88,20.26816897,6.221724854,16.87565402,-0.125603865,-0.38647343,-0.309178744
에스앤에스텍,2009-04-14,43663920000.0,0.274725086,1.772446461,0.931423585,0.347533593,-0.392742929,0.049892352,3.78,26.04710664,3.351391249,11.55921318,-0.380434783,-0.49673913,-0.39673913
에이테크솔루션,2009-04-17,54000000000.0,0.142112329,0.850896063,2.723670268,0.144141689,-0.384881546,0.102989808,3.72,15.68219178,5.932838072,12.02943891,-0.223387097,-0.336290323,0.322580645
엔에스브이,2009-04-17,36335000000.0,0.290371619,1.294780977,1.410723841,0.071950449,-0.384881546,0.102989808,3.72,33.15395052,7.594424016,16.92308415,-0.286147624,-0.227502528,-0.21132457
에스티오,2009-04-17,24994005000.0,0.691725208,1.922324119,1.078552964,0.320880798,-0.384881546,0.102989808,3.72,11.22833052,2.838050086,6.988805845,-0.48,-0.614782609,-0.651304348
티플랙스,2009-04-23,17259000000.0,0.125885787,2.281101154,1.148893064,0.091977896,-0.371073339,0.065711597,3.7,11.13181298,1.938929132,9.744415089,-0.217391304,-0.244927536,-0.364492754
네프로아이티,2009-04-24,15300000000.0,0.728706229,0.989672305,1.743850415,1.162867139,-0.364370598,0.077248762,3.57,22.24907201,2.828781546,4.999677741,0.22705314,0.111111111,-0.551690821
우림피티에스,2009-04-28,86873000000.0,0.317355838,1.305985611,0.634813301,0.711707734,-0.349536751,0.122119201,3.5,14.57068673,5.616501574,10.19103218,-0.048913043,-0.266304348,-0.458152174
신텍,2009-04-30,68127712500.0,0.188360142,1.070210473,2.347741573,0.659928885,-0.363219066,0.179681192,3.59,35.4280903,6.424909769,12.72152783,0.391634981,-0.022813688,-0.02661597
흥국,2009-05-12,22377600000.0,0.142157743,1.637208376,0.497206227,0.043209444,-0.244960125,0.371856036,3.83,19.1205193,2.92368613,10.99167151,-0.287784679,-0.3436853,-0.584886128
SDN,2009-05-19,100000000000.0,0.169879253,1.133604482,3.241686975,0.687487794,-0.258714472,0.362855633,3.86,41.0378422,10.97245797,30.83483293,-0.288235294,-0.344117647,-0.305882353
한국정밀기계,2009-05-19,168080000000.0,0.299962662,1.112001866,2.111226469,0.74256552,-0.258714472,0.362855633,3.86,16.75593203,7.007698037,12.01513347,0.330039526,-0.063241107,-0.246047431
에이치디,2009-05-21,69275000000.0,0.190853361,1.193218546,1.651147907,0.447763442,-0.22973601,0.346104669,3.84,14.58411737,4.098408363,8.267119942,-0.37654321,-0.308641975,-0.524691358
스맥,2009-05-26,19775000000.0,0.643895876,8.055924922,0.206539662,-0.142907884,-0.208391827,0.409978308,3.79,16.28980944,2.467023678,14.0883419,-0.419875776,-0.483229814,-0.583229814
이엔에프테크놀로지,2009-05-28,78100000000.0,0.280309778,1.90676248,0.806979668,0.342002855,-0.252106216,0.442542647,3.87,18.38431032,4.649703322,10.62714144,-0.29197861,-0.095187166,-0.005347594
차이나그레이트,2009-05-29,170000000000.0,0.263470124,1.549808924,1.096350652,-0.162964661,-0.235513296,0.407240553,3.83,21.9863333,5.56214782,14.06263864,-0.227536232,-0.397101449,-0.402898551
어보브반도체,2009-06-05,34804548900.0,0.225494911,3.296649769,0.516396685,0.301578811,-0.2128274,0.4606003,3.87,17.38383378,3.986653689,13.5821794,-0.421404682,-0.476588629,-0.423076923
동일금속,2009-07-28,56000000000.0,0.201257067,1.364873199,0.722219261,0.705755493,-0.074827681,0.285839517,4.16,6.151834771,2.630534387,4.553201741,-0.1,-0.316521739,-0.299130435
게임빌,2009-07-30,82271700000.0,0.779686056,6.099886009,0.295295929,0.2521887,-0.099121683,0.329769221,4.15,17.50426117,6.386457167,11.51742172,-0.139465875,0.118694362,0.6884273
에스앤더블류,2009-08-05,48240000000.0,0.19486623,1.435058404,1.405741126,0.315162772,-0.033288384,0.420667515,4.43,25.25637073,2.117248298,7.318817069,-0.277647059,-0.463529412,-0.422352941
동국S&C,2009-08-31,628573000000.0,0.268728095,0.891118583,4.806292315,1.242231827,0.072446202,0.77498797,4.38,106.1952905,11.25916244,10.1006318,0.024217962,-0.028254289,0.019172553
제넥신,2009-09-15,108617000000.0,0.91552712,23.96895795,1.071132781,0.106347585,0.13752115,0.740460404,4.47,-206.3806957,15.34525875,-1298.549421,-0.352398524,-0.383763838,-0.464944649
톱텍,2009-09-15,58240000000.0,0.115499118,1.25869227,1.533230091,0.926737869,0.13752115,0.740460404,4.47,18.60527935,6.527414648,16.51013263,-0.016286645,0.166123779,0.117263844
디에스케이,2009-09-23,30000000000.0,0.240054624,2.425656829,0.736143404,0.025215372,0.14901732,0.503977994,4.47,24.61765921,6.397481061,23.38293754,-0.523478261,-0.39826087,-0.453043478
모린스,2009-09-25,276644000000.0,0.302392997,4.427359164,0.188231016,66.93600295,0.132275015,0.494225152,4.43,21.54897419,8.699714548,17.26296094,-0.231629393,-0.305111821,-0.322683706
케이엔더블유,2009-09-29,48400000000.0,0.254698602,2.001218157,1.50751912,0.211968719,0.16621455,0.476740582,4.47,18.98492818,5.203471021,11.90392316,0.088235294,0.389705882,0.411764706
아이앤씨,2009-10-06,185299000000.0,0.579193258,2.815116829,1.007462486,2.386423099,0.27665543,0.542661478,4.44,22.06853119,11.72540621,15.10570382,-0.201465201,0.062271062,-0.223443223
NHN벅스,2009-10-06,91268424000.0,0.368807723,1.145964064,1.356881771,1.195312957,0.27665543,0.542661478,4.44,23.04717111,6.33958265,19.15115399,-0.331901182,0.605800215,0.321160043
셀바스AI,2009-12-10,32194494000.0,0.489981913,1.440704819,1.141115893,0.75776506,0.489865803,0.12516538,4.26,39.80534135,9.376358481,34.00748705,0.766798419,0.881422925,0.43083004
멜파스,2009-12-18,222437000000.0,0.226600577,1.78738381,0.630556887,-0.011689779,0.388598296,0.061402486,4.2,93.22703007,14.09646562,103.2643882,0.49516441,0.541586074,0.044487427
위메이드,2009-12-18,442680000000.0,0.923238706,4.419111071,0.443570986,0.842309722,0.388598296,0.061402486,4.2,14.71547652,4.805275553,8.82139793,0.236686391,-0.045364892,-0.087771203
ITX-AI,2009-12-22,34398000000.0,0.320826243,1.366171338,1.481698433,0.241055825,0.385475668,0.075079348,4.31,11.04560505,4.195485649,8.95759787,-0.347826087,-0.417156287,-0.475323149
디와이피엔에프,2009-12-22,78000000000.0,0.222935035,1.142358333,2.128681201,0.737009073,0.385475668,0.075079348,4.31,21.67077087,10.26929217,14.24404347,-0.148788927,-0.273356401,-0.444290657
KPX생명과학,2009-12-22,93000000000.0,0.15459907,4.201465405,0.25201572,0.333647835,0.385475668,0.075079348,4.31,14.66071564,3.307900844,12.27523787,-0.167182663,-0.287151703,-0.397832817
코디,2010-01-05,29210124000.0,0.297837907,1.046079512,1.195992993,0.77402056,0.410946115,0.148974426,4.36,25.79620643,5.052704246,16.78852253,0.637168142,0.713021492,0.396965866
승화프리텍,2010-01-06,35737800000.0,0.175886315,1.033174383,1.526689681,-0.077289469,0.388105967,0.137830875,4.43,21.95009801,5.641743533,10.87570827,-0.240641711,-0.263368984,-0.502673797
폴라리스우노,2010-01-15,68250000000.0,0.467820757,5.246947221,0.356931817,0.801960111,0.465880297,0.172012414,4.24,14.97859564,5.397651884,12.08120506,-0.174107143,-0.286458333,-0.324404762
아세아텍,2010-01-26,71750000000.0,0.223632622,2.281267411,0.57017635,0.177019918,0.448828048,0.19094642,4.21,8.738562763,1.502226021,5.816602488,-0.020588235,0.057352941,-0.129411765
우리넷,2010-01-27,37041486000.0,0.283992631,2.562296687,0.559897796,2.340266509,0.448828048,0.19094642,4.23,7.972827831,3.899006559,6.610048283,-0.356989247,-0.382795699,-0.557526882
스타플렉스,2010-01-27,81000000000.0,0.179735696,0.74748616,1.2806899,0.240047346,0.448828048,0.19094642,4.23,17.15350759,2.486928361,9.155809815,-0.259925094,-0.149812734,-0.168539326
금강제강,2010-02-02,84000000000.0,0.186792151,1.125541436,1.342181087,0.884200025,0.404079066,0.122844622,4.27,6.396751785,3.082780198,4.949791785,-0.095238095,0.13015873,-0.244444444
모베이스,2010-02-04,79200000000.0,0.168874139,1.415127995,0.915470159,0.828049022,0.393818623,0.123288813,4.26,11.60506936,2.795350688,6.707157354,-0.033557047,0.184563758,-0.399328859
지스마트글로벌,2010-02-04,82205077500.0,0.290053608,1.807412132,0.94323356,4.74703054,0.393818623,0.123288813,4.26,6.810017754,4.686342898,6.647433848,-0.300970874,-0.468608414,-0.629773463
하이소닉,2010-02-09,61908197000.0,0.181519176,1.257890847,1.100879,0.803142186,0.430247061,0.191694739,4.27,21.67686988,6.780309757,12.10364679,-0.18,-0.456,-0.3128
인포바인,2010-02-09,98010000000.0,1.0,3.257908899,0.350846613,0.588212105,0.430247061,0.191694739,4.27,25.8726489,11.4288445,17.83792514,0.065359477,-0.418300654,-0.465686275
이미지스,2010-02-26,29481126000.0,0.475212336,7.272295944,0.155340408,2.690508411,0.455653144,0.30133346,4.1,11.29767134,4.347994384,8.539550986,0.985507246,0.047826087,0.385507246
지트리비앤티,2010-03-26,46002000000.0,0.343154175,12.19266807,0.284411724,0.021734029,0.186673532,-0.019815727,3.84,54.58749794,8.489552768,65.53367064,-0.071146245,-0.418972332,-0.54743083
씨케이에이치,2010-03-31,296000000000.0,0.695434992,1.253688021,0.501835356,1.309990313,0.203089408,-0.056350543,3.89,8.355657044,5.082715173,5.857111212,-0.190817791,-0.195121951,-0.206599713
케이씨에스,2010-04-14,19200000000.0,0.180149522,2.285307946,0.664109214,-0.38929559,0.021152788,-0.190670082,3.87,20.83565312,3.883803563,28.22317759,0.203804348,-0.153532609,-0.20923913
애머릿지,2010-04-21,52500000000.0,0.205730512,0.986991615,1.282311206,-0.18254347,0.061123514,-0.161226295,3.8,18.70522535,7.904061607,27.09502762,-0.521568627,-0.529411765,-0.650196078
모바일리더,2010-05-25,44970000000.0,0.423109714,13.01585538,0.109410764,0.168103769,-0.047170159,-0.096565141,3.59,16.44209349,4.257188836,15.41189964,-0.124338624,-0.349206349,-0.391534392
서진오토모티브,2010-05-25,41250000000.0,0.183069515,0.714097823,1.387792263,0.113409194,-0.047170159,-0.096565141,3.59,14.67273359,0.827209616,5.380427008,0.101123596,0.117977528,0.168539326
인피니트헬스케어,2010-05-26,122046000000.0,0.452446769,1.784020989,0.67687377,0.061277813,-0.035151154,-0.092437969,3.61,26.09714748,3.951710641,14.12563662,-0.047524752,-0.308910891,-0.100990099
투비소프트,2010-06-01,16384960000.0,0.507060237,3.115304415,0.378560553,0.10598825,-0.029301653,-0.045569086,3.57,17.58318527,3.97727663,10.49611453,-0.525,-0.664673913,-0.666304348
엑스큐어,2010-06-09,21869500000.0,0.398363859,2.765978967,0.551307091,0.288400025,-0.035234381,0.187859059,3.61,14.80910392,4.788361748,8.971965757,-0.061881188,-0.309405941,-0.517945545
오르비텍,2010-06-15,60497356000.0,0.231132794,2.125766874,0.521240115,0.215751479,0.010295787,0.002392124,3.73,17.65200128,4.594663674,9.163060401,-0.098395722,-0.26631016,-0.409625668
유비벨록스,2010-06-18,59518536000.0,0.257010201,2.404174482,0.574745596,1.97093244,-0.016951795,0.08806615,3.72,15.35049824,3.304452441,10.87614521,0.12109375,0.1328125,0.32421875
지유온,2010-06-18,40950000000.0,0.73537418,12.75963821,0.081059533,0.499445372,-0.016951795,0.08806615,3.72,13.5959767,4.527093702,10.17446381,-0.147482014,-0.333093525,-0.492805755
알톤스포츠,2010-07-02,20220000000.0,0.304102244,0.983326806,0.505427477,0.177087884,-0.01453629,0.043021554,3.82,9.366772252,1.144799753,9.28002831,0.024875622,0.084577114,0.074626866
에스디시스템,2010-07-16,56240000000.0,0.198641287,5.204964626,0.226989871,0.456122065,0.028365265,0.091487038,3.92,15.06342198,3.760016804,11.6011432,-0.482587065,-0.543283582,-0.566169154
크루셜텍,2010-07-21,194804000000.0,0.236853111,1.604532992,1.511298373,0.461381989,0.004940413,0.029196697,3.87,29.29786276,13.82056688,27.1264242,-0.213627993,0.156537753,0.657458564
웨이포트,2010-07-23,78232000000.0,0.220961808,1.048724397,4.465686325,0.19079965,-0.005904919,-0.008587731,3.85,8.401109347,3.584307983,6.363984751,-0.155462185,-0.151260504,0.050420168
하이텍팜,2010-07-28,80500000000.0,0.266150728,2.337288539,0.616707607,0.396812361,-0.01073072,-0.051474527,3.86,10.37502382,4.393655325,7.403153914,0.076086957,0.445652174,0.188405797
인터로조,2010-07-28,57768000000.0,0.742833558,3.361798462,0.417437359,0.320230226,-0.01073072,-0.051474527,3.86,8.393501976,2.945022475,5.73609455,-0.209782609,-0.163043478,-0.181521739
이글루시큐리티,2010-08-04,105000000000.0,0.658859343,3.375726129,0.384745597,0.260861101,-0.045270483,-0.095780023,3.84,20.77645845,5.343117263,16.25655042,-0.258604651,-0.162790698,-0.326511628
엠에스오토텍,2010-08-06,45100000000.0,0.150577374,0.677533069,1.378181495,0.211799568,-0.042905392,-0.13556363,3.89,11.63445681,1.997169006,9.833174314,-0.380748663,-0.245989305,-0.30802139
코리아에프티,2010-08-27,27136000000.0,0.123257088,0.820190994,2.729293145,0.060489962,-0.050350467,-0.035604458,3.56,6.442201265,1.20573111,13.4700549,-0.003797468,0.059493671,-0.027848101
화신정공,2010-08-31,25000000000.0,0.081092459,1.257692743,0.933574845,0.289009065,-0.064600738,-0.020692922,3.55,7.512722243,1.026829499,3.187872761,0.083916084,0.193473193,-0.058275058
씨젠,2010-09-10,187844000000.0,0.754496867,1.426368508,1.20624316,2.115422718,-0.081617493,-0.019450785,3.4,41.357025,29.24883888,35.8160909,0.603803487,0.04437401,-0.071315372
와이솔,2010-09-10,81600000000.0,0.357081987,1.924811748,0.746417791,3.893599252,-0.081617493,-0.019450785,3.4,13.55608788,4.873786552,10.6995612,-0.049516908,-0.016908213,0.714975845
다원시스,2010-09-14,70400000000.0,0.293094666,1.81014306,0.885068291,0.715052688,-0.094347859,-0.037469877,3.39,24.96829256,6.602262741,18.18952547,0.061776062,-0.077220077,0.104247104
알파홀딩스,2010-09-17,48197376000.0,0.17908147,1.876641276,1.180123991,0.522886094,-0.095582527,-0.095736314,3.45,17.62115083,5.176261073,14.49458315,-0.226586103,-0.256797583,0.033232628
포메탈,2010-09-17,35924040000.0,0.137809513,1.579037094,0.804174002,-0.147425423,-0.095582527,-0.095736314,3.45,15.90654519,2.604529129,11.60222329,-0.112804878,-0.181402439,-0.074695122
한일진공,2010-10-05,21080000000.0,0.229427234,0.946356956,1.655537389,0.045723912,-0.039230259,-0.098672532,3.29,328.8779552,4.955989973,20.27329757,0.125944584,0.007556675,-0.01511335
아이씨케이,2010-10-19,30623815600.0,0.191725642,1.625356765,0.978289229,0.345456216,-0.050496119,0.01061265,3.2,21.38376208,4.496000479,14.58633659,-0.414556962,-0.39978903,-0.417721519
지나인제약,2010-10-22,26971571800.0,0.153144692,0.613744234,2.246175287,0.952726956,-0.039600619,-0.001711095,3.23,5.783035394,1.427392323,6.180220462,-0.146757679,-0.315699659,-0.385665529
인화정공,2010-10-22,112957000000.0,0.288710076,1.124875355,0.835482673,-0.057785913,-0.039600619,-0.001711095,3.23,10.72398053,1.640594499,7.023412123,-0.093385214,-0.036964981,-0.112840467
누리플랜,2010-10-26,23705000000.0,0.22080742,1.068889492,1.449480703,0.00422207,-0.038869188,0.059025,3.25,9.582260419,2.127409409,9.772165348,0.051282051,-0.021794872,0.23974359
아이텍,2010-10-26,41973750000.0,0.375095351,1.206808761,0.84039197,0.955202021,-0.038869188,0.059025,3.25,10.8364061,2.759509839,5.942062482,-0.37375,-0.23,-0.29625
KNN,2010-11-03,119187000000.0,0.403990437,7.60718192,0.053053372,-0.05145205,0.034046286,0.086564011,3.43,16.18283552,0.965096856,8.428261063,-0.148730351,-0.328899637,-0.275695284
KH 일렉트론,2010-11-05,83600000000.0,0.309451337,3.905529309,0.242025913,0.759866771,0.029387227,0.186188934,3.6,6.783204387,2.198573252,3.564786225,-0.125581395,-0.146511628,-0.093023256
디케이락,2010-11-12,46500000000.0,0.37773,2.27609779,1.04746906,0.129291355,0.019499412,0.217958893,3.46,8.776143055,2.894418755,6.026669151,-0.25,-0.221362229,-0.230650155
코프라,2010-11-12,40600000000.0,0.174479108,1.999679169,0.720061782,0.227967882,0.019499412,0.217958893,3.46,22.94895571,5.173153609,18.374869,-0.226778243,-0.40334728,-0.083682008
한국전자인증,2010-11-19,34240000000.0,0.689430641,2.560872004,0.580136451,0.158222562,0.081594048,0.226827806,3.32,18.77525555,3.225700043,10.34384635,0.185990338,-0.101449275,-0.142512077
시그네틱스,2010-11-26,200950000000.0,0.109155092,1.06787221,1.17311751,0.056072304,0.111476932,0.254135274,3.3,16.89763942,2.298326089,7.104635864,-0.109756098,0.703252033,0.491869919
썬텍,2010-11-26,28560000000.0,0.283823553,1.589591571,0.711184368,0.551224543,0.111476932,0.254135274,3.3,10.2083431,4.448542521,7.043799667,-0.080508475,-0.449152542,-0.355932203
티비씨,2010-11-29,75000000000.0,0.376135709,11.55920493,0.068592611,-0.154817909,0.165563354,0.240432132,3.22,15.58715435,1.024813459,5.388279307,-0.221813725,-0.236519608,-0.182598039
에이루트,2010-12-01,27500000000.0,0.319036035,2.461633893,0.436586241,0.090425168,0.125660924,0.261858757,3.21,11.69628368,2.634939781,5.955092895,-0.353413655,-0.445113788,-0.395582329
디에이치피코리아,2010-12-03,29000000000.0,0.455777922,2.384304136,1.565863676,-0.272092567,0.094418547,0.258611856,3.12,359.390066,4.472811353,33.70523908,-0.001246883,-0.052369077,-0.112219451
대정화금,2010-12-20,50942902400.0,0.266266381,2.154607251,0.401794588,0.193213305,0.006345128,0.141462199,3.35,15.5033941,2.717395278,12.17225255,-0.18115942,-0.014492754,-0.253623188
이브이첨단소재,2010-12-27,40500000000.0,0.12942383,0.837749925,2.493123926,0.378644961,-0.034488155,0.270728918,3.35,18.91134803,3.873492566,12.92108555,0.107526882,0.220430108,-0.069892473
인텍플러스,2011-01-05,56035000000.0,0.33435688,2.016797542,0.823913486,0.047940599,-0.058076497,0.173943416,3.5,49.46594413,11.80150546,54.86729134,-0.516770186,-0.409937888,-0.590062112
씨그널엔터테인먼트그룹,2011-01-24,28900000000.0,0.124594516,4.001345181,0.33008533,0.760976978,-0.086031537,0.105098525,3.88,18.76173324,3.150904129,15.17513466,-0.393079585,-0.294117647,-0.506574394
다나와,2011-01-24,92400000000.0,1.0,5.116892376,0.312994413,0.245256924,-0.086031537,0.105098525,3.88,26.25675178,9.328684982,20.62907294,-0.54214123,-0.528473804,-0.591343964
블루콤,2011-01-26,115200000000.0,0.162160271,9.854298883,0.055178256,0.412284406,-0.042982742,0.096379193,3.88,16.22839571,2.450185875,18.02460238,-0.205607477,-0.239875389,-0.158878505
인트론바이오,2011-01-26,55896331300.0,0.572388404,2.011976989,0.848373271,0.425494542,-0.042982742,0.096379193,3.88,79.04797956,13.48091105,51.1936978,-0.436538462,-0.301923077,-0.239423077
엘비세미콘,2011-01-31,203391000000.0,0.321150119,0.5649971,2.385346726,0.5131533,0.028435065,0.049349058,3.96,15.85510991,9.193906844,11.10409547,-0.153846154,-0.008791209,-0.301098901
제이엔케이히터,2011-01-31,108800000000.0,0.198655111,1.996329751,0.781436755,0.272369213,0.028435065,0.049349058,3.96,11.48377177,4.201043399,7.290375701,0.017793594,0.099644128,0.818505338
딜리,2011-01-31,43760000000.0,0.414888448,9.203711102,0.084330297,-0.102386417,0.028435065,0.049349058,3.96,10.05840497,2.147248564,6.615807412,-0.361556064,-0.256292906,-0.352402746
케이아이엔엑스,2011-02-08,38400000000.0,0.378761603,7.054557968,0.078977903,0.161964686,0.089103629,0.203094822,4.06,14.87183076,1.873222797,6.572287319,-0.26618705,-0.192805755,-0.194244604
티피씨글로벌,2011-02-08,29173794000.0,0.17809119,1.611415982,0.542450397,0.040307701,0.089103629,0.203094822,4.06,8.929517007,1.483615929,10.22987174,-0.276470588,0.336134454,0.598319328
나노신소재,2011-02-09,120972000000.0,0.468406646,2.141532806,1.15520749,0.633908654,0.080700326,0.221228043,4.0,22.8827515,6.09724673,18.61066225,0.096989967,0.25083612,0.227424749
부스타,2011-02-23,34272000000.0,0.213013956,3.133057791,0.316903146,0.034205552,0.023058961,0.264447751,3.89,8.431454009,1.141851964,5.068449825,0.947065593,0.521288838,0.178365938
티케이케미칼,2011-04-26,450000000000.0,0.124332272,0.752386657,2.175197756,0.134906817,-0.006007572,0.130083598,3.82,10.89229399,3.742866323,5.762301212,-0.307899461,-0.26481149,-0.559245961
이퓨쳐,2011-04-27,23264000000.0,0.629653859,7.153484799,0.344807754,0.15236005,-0.008993914,0.135273013,3.82,14.63573111,3.801190125,10.63471295,-0.213761468,-0.273394495,-0.618807339
골프존뉴딘홀딩스,2011-05-20,1044060000000.0,0.555945646,7.267791325,0.137836702,0.384751881,0.106410843,0.21131695,3.62,15.64945064,6.555305131,15.12845036,-0.18128655,-0.233918129,-0.342690058
KMH,2011-05-25,117566000000.0,0.53462703,1.878417252,0.26405928,0.472167341,0.174771091,0.223414558,3.57,12.24719571,4.041799989,6.780020348,-0.181568088,0.011004127,0.121045392
스카이이앤엠,2011-06-14,59780000000.0,0.242339778,1.989502652,0.745625154,0.338507202,0.029592044,0.262081713,3.7,17.35565767,4.032039085,10.95312607,-0.071770335,-0.330143541,-0.193779904
넥스트아이,2011-06-14,58109450000.0,0.475010261,3.371332665,0.36530922,0.248269154,0.029592044,0.262081713,3.7,6.400532444,3.747636042,5.340262846,-0.177002584,-0.365633075,-0.272609819
유니드코리아,2011-06-17,39440000000.0,0.233193555,1.37541364,1.564345588,0.125799581,0.013207319,0.150724702,3.67,13.3960432,3.7845797,10.07507703,-0.279918864,0.436105477,0.314401623
서연탑메탈,2011-06-24,75725000000.0,0.130276003,2.453763374,0.397725232,0.549211754,-0.049725528,0.145060662,3.71,12.47980124,2.665917137,10.5302949,-0.185142857,-0.430857143,-0.396571429
대양전기공업,2011-07-08,85457700000.0,0.215710608,1.936493779,0.363996627,0.014998556,-0.040514562,0.236160008,3.85,9.113452999,1.465999508,5.439501812,-0.157068063,0.130890052,-0.054450262
옵티시스,2011-07-12,42833600000.0,0.484022831,4.476376115,0.472211673,0.487228529,-0.059975841,0.249499539,3.71,19.96464683,4.693531827,13.7181785,-0.5,-0.50661157,-0.490082645
나이벡,2011-07-13,29359960000.0,0.641646113,1.108915288,2.651483074,0.005747886,-0.079631973,0.208656386,3.71,265.0416248,10.57966341,39.72635443,-0.449411765,-0.403137255,-0.401568627
상아프론테크,2011-07-21,73736820000.0,0.175943125,1.823806175,0.686994931,0.525081187,-0.074809253,0.117728572,3.75,16.413983,1.672319649,7.137703958,-0.344776119,-0.219402985,-0.27761194
제닉,2011-08-03,86303998000.0,0.638857647,1.3619208,0.920424707,1.34045754,0.004502635,0.183195531,3.82,18.00978508,10.39435535,11.47543011,-0.035452323,0.139364303,-0.102689487
아이씨디,2011-08-05,262542000000.0,0.330414892,2.656393287,0.601221014,3.035577289,0.033370412,0.162152456,3.61,21.72576873,6.214932657,15.11423909,-0.099722992,-0.216066482,-0.21468144
제이씨케미칼,2011-08-08,96048000000.0,0.152018452,1.130274009,1.618397589,0.787786063,0.038351412,0.228363956,3.6,11.99979597,5.663115175,10.79353865,-0.352272727,-0.345454545,-0.363636364
화진,2011-08-10,52030000000.0,0.232696136,1.023682075,0.985799738,-0.014056176,0.030404845,0.218195573,3.45,13.12534514,3.101480407,10.54793819,-0.289424861,-0.373840445,-0.178107607
원익피앤이,2011-09-27,49408000000.0,0.267218471,1.326265233,1.139398261,0.733612419,-0.026691892,0.382800335,3.46,10.96920661,2.75331074,8.817916386,0.096181047,0.342291372,0.166902405
대한과학,2011-10-11,16575390000.0,0.287256607,1.586923145,1.436887366,0.174552513,-0.05205314,0.293462819,3.48,12.09678753,2.914965307,10.78922691,0.046875,0.302083333,0.159722222
로보스타,2011-10-17,45240000000.0,0.185334925,1.279384513,1.834189417,1.126917995,-0.081928609,0.326237889,3.46,10.08352641,4.247291613,9.483178837,-0.237458194,-0.03567447,-0.110367893
케이맥,2011-10-25,89733250000.0,0.479504814,1.630999425,0.736857315,0.621771971,-0.150895676,0.424322026,3.53,30.10782536,8.639642919,23.3314685,-0.314586995,-0.339191564,-0.548330404
원익테라세미콘,2011-11-01,108620000000.0,0.299868824,1.364142093,0.983243245,3.212473625,-0.148338952,0.242703452,3.48,32.97537421,11.96899122,23.64940496,0.091666667,0.279166667,0.183333333
씨엔플러스,2011-11-02,47725011500.0,0.204739847,1.374513123,1.041762273,0.445066394,-0.141755578,0.282533145,3.47,12.49849717,3.660850147,8.003897021,-0.29858156,-0.226950355,-0.35035461
에스엠코어,2011-11-08,56465500000.0,0.148041919,1.741589104,0.868480972,0.688060572,-0.162412247,0.287841912,3.39,23.61133225,5.006183509,17.3123038,0.090643275,0.040935673,-0.187134503
씨큐브,2011-11-08,31625000000.0,0.422891739,1.884057529,0.910244249,0.399934277,-0.162412247,0.287841912,3.39,14.4262973,1.735136923,9.442104581,-0.274429967,-0.311074919,-0.291530945
에이티세미콘,2011-11-11,111193000000.0,0.306542206,0.241180888,1.858102723,0.18544852,-0.124014884,0.326111845,3.37,8.26773496,1.958948167,4.205994338,0.138832998,0.207243461,0.191146881
에디슨EV,2011-11-18,34200000000.0,0.630846326,5.597346344,0.235847979,2.220719515,-0.059712524,0.373479327,3.36,9.104631994,2.403631507,5.158098215,-0.257575758,-0.16969697,-0.402020202
와이지엔터테인먼트,2011-11-23,169529000000.0,0.462518953,1.768959513,0.637329369,0.254375876,-0.059345557,0.437679875,3.36,39.91682822,19.15960178,31.40080218,-0.019181586,-0.260869565,-0.48657289
이엠넷,2011-11-25,35200000000.0,0.999999956,1.704058136,1.167003995,0.108779516,-0.030672071,0.307356445,3.41,13.04815712,3.728162385,8.549445253,-0.324742268,-0.288659794,-0.146391753
신진에스엠,2011-11-28,67500000000.0,0.265304688,3.413803259,0.345044443,0.812187846,-0.006017505,0.34724373,3.44,9.761465716,2.093782861,6.672841278,0.429104478,1.126865672,0.630597015
에스에프씨,2011-11-30,90056694000.0,0.233118706,2.058815456,0.899541264,0.528210529,-0.015650394,0.350362494,3.38,7.898445346,3.507354709,4.483680854,-0.268837209,0.223255814,0.172093023
키네마스터,2011-12-02,39753306000.0,0.757481109,6.752690552,0.212387497,0.50087194,-0.024607661,0.375709756,3.38,8.725502701,3.850171026,5.687419084,-0.165861514,0.003220612,-0.291465378
파인넥스,2011-12-05,389699000000.0,0.646778238,1.77825097,0.702829106,5.23053334,0.001334316,0.382707251,3.38,7.383373361,5.744045885,6.17503707,-0.165662651,0.164658635,-0.180722892
씨유메디칼,2011-12-15,57369672000.0,0.595469626,7.162581168,0.313786043,0.324267365,-0.012356953,0.283337217,3.33,17.67311069,4.476185292,14.20287449,0.22826087,-0.013586957,-0.255434783
서암기계공업,2011-12-19,47880000000.0,0.207762034,2.734419379,0.37439209,0.82869841,-0.014978267,0.318225345,3.42,12.89201941,1.526399061,5.820871703,-0.066176471,0.005882353,0.082352941
시큐브,2011-12-21,30380000000.0,0.50402454,3.692794937,0.460344963,0.431191131,-0.016401208,0.255172458,3.36,10.19578079,2.922996967,8.472234259,-0.15877712,-0.100591716,0.043392505
