종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA,1년 전 대비 시장수익률,1년 전 대비 고객예탁금 증감률,상장일 기준 국고3년시장금리,공모가 대비 1개월 수익률,공모가 대비 3개월 수익률,공모가 대비 6개월 수익률
엠에프엠코리아,2019-06-19,8620000000.0,0.066448589,1.414833191,1.108714483,0.209079443,14.49587322,0.38350399,9.295301447,-0.124185972,-0.107032076,1.48,0.085,0.045,0.0075
에이에프더블류,2019-07-01,227890000000.0,0.409009534,1.596855438,0.713056017,0.479491093,26.15592878,10.58514699,18.86474881,-0.148798612,-0.099669648,1.48,-0.311111111,-0.366666667,-0.437777778
아이스크림에듀,2019-07-11,200934000000.0,0.454483906,3.000039564,0.409376528,0.125847467,19.02586887,4.105012389,12.60668627,-0.094423321,-0.059129267,1.42,-0.472327044,-0.48490566,-0.510062893
세틀뱅크,2019-07-12,509685000000.0,1.0,1.787071472,1.067047452,0.453173782,42.49006264,9.247164328,37.00830356,-0.115917441,-0.066892637,1.42,-0.254545455,-0.333636364,-0.486363636
플리토,2019-07-17,134415000000.0,1.0,0.204791109,-1.267092112,0.577904844,-35.57571563,-9.204284168,-82.31185614,-0.122712634,-0.041560901,1.4,-0.203846154,-0.123076923,-0.255769231
에이스토리,2019-07-19,133251000000.0,0.071927845,2.104268632,0.521765349,1.307996881,57.43649568,10.42204131,28.71436043,-0.098908963,-0.084476147,1.33,-0.43006993,-0.241258741,-0.342657343
대모,2019-07-24,43286984000.0,0.270705883,1.719201149,0.755221689,0.074237222,13.87760059,1.286673156,9.679329825,-0.057617816,-0.025229965,1.32,0.363461538,0.423076923,0.225
윌링스,2019-07-25,60775000000.0,0.193819977,1.429579224,1.091122009,0.470847723,14.15309421,2.880808794,10.99422059,-0.051903484,-0.019786141,1.3,0.008,0.156,-0.068
슈프리마아이디,2019-08-01,80798040000.0,0.472693454,9.077201723,0.114694833,0.814094381,22.82092063,4.027502327,13.70148054,-0.119266055,0.057401277,1.31,-0.259259259,-0.266666667,-0.266666667
한국바이오젠,2019-08-01,43728210000.0,0.296392124,1.522847394,0.804460384,0.140742558,20.52902067,3.985122027,12.32498789,-0.119266055,0.057401277,1.31,0.231666667,0.34,0.013333333
덕산테코피아,2019-08-02,349171000000.0,0.490714476,1.83913723,0.391161764,-0.111584364,18.58927529,5.691361917,12.02944792,-0.108948271,-0.077700753,1.26,-0.078947368,-0.023684211,-0.173684211
코윈테크,2019-08-05,310500000000.0,0.218591398,2.095611805,0.912131313,0.967241649,30.03073871,14.69909601,28.67145167,-0.119978195,-0.026481826,1.17,-0.152173913,-0.234782609,-0.194202899
그린플러스,2019-08-07,39238730000.0,0.184199412,1.56214759,1.71651693,0.001049647,17.86734586,1.695645956,5.509503119,-0.115368931,-0.024532743,1.15,-0.004,0.055,0.05
레이,2019-08-08,133065000000.0,0.435825721,3.084615097,0.57076291,0.564980925,25.33907023,5.064073794,18.44496412,-0.146834054,0.013197904,1.17,0.59,0.8325,1.375
에스피시스템스,2019-08-14,39913930000.0,0.192403631,1.037279239,1.460367803,0.733895268,12.14731961,2.028711652,8.658285436,-0.106005722,-0.042192125,1.15,1.091836735,0.379591837,0.369387755
나노브릭,2019-08-19,72961648000.0,0.205827507,0.44570602,10.86750387,0.201059357,84.91031202,47.8687209,-3390.64616,-0.127204454,-0.018987926,1.09,-0.25,-0.39375,-0.234375
마니커에프앤지,2019-08-20,41512000000.0,0.155266902,1.2268781,1.247027789,0.157861803,10.18176681,1.764963735,4.977107961,-0.124347216,-0.032149644,1.1,1.27,1.0275,1.495
네오크레마,2019-08-22,58048000000.0,0.278895327,5.837895641,0.394675152,0.805648037,16.29850341,2.507489683,15.60569758,-0.141446657,-0.035438221,1.13,-0.06125,0.43125,-0.0125
한독크린텍,2019-09-05,60717100000.0,0.206679014,1.23966769,0.573063746,0.459572263,14.5763673,3.807096159,10.31721979,-0.305134146,-0.02834048,1.26,0.069536424,0.016556291,0.311258278
라닉스,2019-09-18,56613000000.0,0.513134023,2.971320687,1.30836289,0.035621638,85.68263237,12.55764432,52.1227636,-0.288850153,-0.015900705,1.31,0.461666667,0.176666667,-0.015
윈텍,2019-09-18,6802000000.0,0.237944565,2.261162216,0.476008489,0.265583218,3.486245018,0.541482871,2.829485555,-0.288850153,-0.015900705,1.31,0.035,0.025,0.0375
올리패스,2019-09-20,277515000000.0,0.760222097,0.559994914,-1.987452131,3.362154918,-10.25954378,-7.973682902,-17.16955535,-0.260762608,-0.047923807,1.33,0.005,0.14,-0.5435
녹십자웰빙,2019-10-14,200601000000.0,0.562132658,2.616524315,0.351139706,0.195500542,35.32963591,6.954461021,21.55481411,-0.138250171,-0.10099636,1.28,-0.115044248,-0.084070796,-0.238938053
라온피플,2019-10-18,142498000000.0,0.757877993,15.57044793,0.120334789,0.14137851,22.79797596,5.512336866,24.8190148,-0.117893182,0.025130846,1.38,0.389285714,1.014285714,0.314285714
팜스빌,2019-10-22,111011000000.0,0.740948647,4.625398376,0.239091082,0.277358375,22.94003084,4.124191551,19.16829106,-0.127769939,0.033030317,1.38,-0.185714286,-0.153571429,-0.039285714
엔바이오니아,2019-10-24,60889551000.0,0.471116125,1.404641668,2.177045702,0.07646907,94.03515727,10.7308072,21.60841228,-0.082153582,0.021745782,1.4,-0.085365854,0.070731707,-0.323170732
케이엔제이,2019-10-25,59247683000.0,0.180868718,0.720288531,6.506367019,0.056316508,34.88695771,8.398030177,29.45674536,-0.087473065,0.042518197,1.44,-0.139090909,-0.009090909,-0.409090909
캐리소프트,2019-10-29,51850800000.0,1.0,1.683621091,4.161566183,0.573567951,-23.69233792,21.92933745,310.6973458,-0.00439892,-0.036224983,1.5,0.122222222,-0.163333333,-0.395555556
티라유텍,2019-10-31,65476687500.0,0.257614257,2.16711278,1.892228634,0.03636969,42.92359862,9.192248232,28.75692,-0.041484884,-0.032184281,1.47,0.286307054,0.128630705,0.107883817
미디어젠,2019-11-05,49165778600.0,0.913031686,3.965218636,0.739090271,0.45329693,-92.2978614,5.626802293,3720.240002,-0.101309362,0.134588758,1.52,-0.403773585,-0.358490566,-0.577358491
아이티엠반도체,2019-11-07,593399000000.0,0.232172435,0.70612893,1.389666936,0.130577994,32.67984202,5.88762133,16.84456313,-0.08083591,0.010935389,1.54,0.242307692,1.4,1.176923077
라파스,2019-11-11,163828000000.0,0.36313603,2.796100906,0.712524206,0.44892062,-42.63735417,8.137407215,-77.24514186,-0.079064151,0.065483114,1.5,-0.225,0.0225,-0.2775
제테마,2019-11-14,156720000000.0,0.477078299,0.443269755,-11.16678138,0.371680388,-9.949540702,-31.06698671,-43.25077355,-0.044821014,0.049216166,1.52,-0.076190476,0.226190476,0.295238095
에스제이그룹,2019-11-18,127172000000.0,0.729702799,1.945414609,2.540557133,0.509420853,33.8124214,12.01295422,14.79315404,-0.063012547,0.046514856,1.52,0.518134715,0.432642487,0.373056995
우양,2019-11-20,54003600000.0,0.143729207,0.646608257,4.13021623,0.122437117,13.72939838,2.984652283,5.111207324,-0.063867055,-0.079152097,1.45,-0.048809524,0.035714286,0.266666667
씨에스베어링,2019-11-21,79475760000.0,0.129357168,0.876551856,1.206110828,0.285875582,33.9807435,2.868028191,15.19125168,-0.066894728,-0.061242999,1.46,0.035714286,-0.054761905,0.101190476
티움바이오,2019-11-22,278279000000.0,1.0,45.11212911,0.019992693,4.006208426,-20.23610405,9.679676135,-59.4596501,-0.052687069,-0.045958035,1.46,0.304166667,0.070833333,0.116666667
노터스,2019-11-27,139422000000.0,1.0,1.590878367,1.075945609,0.269184522,39.22557107,6.745425477,20.45378112,-0.06893402,0.097669883,1.46,0.005,-0.0375,0.0325
코리아센터,2019-11-29,432559000000.0,1.0,0.848535365,0.995576975,0.424380859,96.29444057,3.317683723,28.122963,-0.053459481,0.103717466,1.39,-0.044444444,-0.169444444,-0.183333333
비올,2019-12-03,9580000000.0,0.778633011,3.683524521,0.255998582,-0.110449595,12.2680217,1.612218077,9.845370285,-0.066416711,0.067246387,1.46,0.0075,0.02,0.0275
리메드,2019-12-06,75698428000.0,0.499352009,4.969331811,0.965502502,0.282355131,-10.25615988,6.916455158,-128.1505227,-0.012824671,0.05466518,1.43,0.011538462,1.446153846,1.630769231
태웅로직스,2019-12-10,79425000000.0,0.133898594,1.234613911,2.091741049,-0.042431935,10.79133025,3.706902792,6.358484846,-0.008636764,0.071059031,1.39,0.051111111,-0.113333333,-0.057777778
제이엘케이,2019-12-11,134054000000.0,0.817025756,5.164237197,0.545981908,-0.390081208,-21.35550835,21.99344399,-30.95686901,0.000544621,0.088293429,1.38,-0.103333333,-0.273333333,-0.156666667
신테카바이오,2019-12-17,157859000000.0,1.0,1.055695624,6.375045455,5.590364494,42.13371455,96.15428687,-60.49481014,0.009986403,0.070943044,1.36,0.179166667,-0.413333333,0.308333333
다보링크,2019-12-19,13690000000.0,0.095488279,1.080368837,3.920903786,-0.077192975,-18.41837623,3.826869152,-63.51755967,-0.014209618,0.092729486,1.38,0.0025,0.0,0.0
RF머트리얼즈,2019-12-24,45048744000.0,0.348484986,5.434329414,0.357250864,0.686360651,12.03745208,3.436316416,9.00439303,-0.053554099,0.138783556,1.37,0.623076923,0.380769231,0.523076923
아이비김영,2019-12-24,13080000000.0,0.74621129,0.861414128,1.090241726,0.27345293,2.022704061,1.155284088,2.30135707,-0.053554099,0.138783556,1.37,0.005,-0.0025,0.0
피피아이,2019-12-26,65157295000.0,0.158108559,1.322906855,1.620612716,0.563723972,25.56665892,4.97759949,14.14923744,-0.021254544,0.024737813,1.37,0.614285714,-0.255714286,0.571428571
천랩,2019-12-26,152358000000.0,0.560123495,6.092458208,0.190883977,0.068472196,-48.59979266,14.13700331,-51.72879687,-0.021254544,0.024737813,1.37,-0.08,-0.5825,0.08125
위세아이텍,2020-02-10,51510000000.0,0.297125398,2.133709643,0.747424279,0.022999323,34.22572964,6.078251136,27.22113519,-0.076447018,0.165466764,1.3,-0.320833333,0.075,0.866666667
서남,2020-02-20,63131996000.0,0.24592528,3.109092079,0.49659475,-0.02207044,-43.55781215,8.852751137,-64.33559845,-0.089544286,0.117506827,1.23,-0.451612903,0.225806452,-0.070967742
레몬,2020-02-28,248400000000.0,0.079288278,1.139063077,0.389554389,-0.220478745,-104.4918453,9.542359722,414.8180601,-0.091008547,0.185145098,1.1,0.256944444,1.166666667,1.548611111
켄코아에어로스페이스,2020-03-03,89959040000.0,0.180606201,0.540281373,-5.309106165,3.147398154,-9.49487186,-6.84093285,96.5002806,-0.115418803,0.225152941,1.11,-0.375,-0.055,-0.183
제이앤티씨,2020-03-04,636333000000.0,0.167550337,1.019107781,0.762399016,-0.145006723,22.63364702,3.105508471,10.63573419,-0.116072025,0.128275525,1.03,-0.218181818,0.25,0.063636364
서울바이오시스,2020-03-06,286677000000.0,0.209798069,0.538192349,1.634167585,-0.00061614,53.39152248,1.851361255,3.864098223,-0.099116111,0.165910383,1.08,0.686666667,1.373333333,2.24
플레이디,2020-03-12,109031000000.0,1.0,1.438710757,1.634802874,-0.036359003,18.0575197,3.191710644,13.54145111,-0.090320102,0.176133561,1.06,-0.170588235,0.552941176,0.2
엔피디,2020-03-16,116290000000.0,0.159811254,1.060808247,2.893869164,0.70915,13.78604109,3.674869831,4.854156708,-0.079440376,0.178527735,1.1,-0.167592593,-0.083333333,-0.197222222
드림씨아이에스,2020-05-22,80745335000.0,0.379940582,1.682068269,1.327757753,0.151534301,19.45262452,7.51204858,16.06519713,-0.101523489,0.844925395,0.84,0.644295302,0.597315436,0.318791946
에스씨엠생명과학,2020-06-17,187453000000.0,0.77425679,1.434963556,1.435345339,4.858607837,-4.405086846,11.12444029,-16.97929287,-0.037823481,0.708752804,0.87,0.485294118,0.938235294,1.614705882
HB솔루션,2020-06-22,55453710000.0,0.359559897,5.08935869,0.770064179,-0.056121225,7.51638109,1.831215314,4.842940635,-0.019456438,0.790926997,0.85,1.493589744,1.121794872,0.974358974
젠큐릭스,2020-06-25,141120000000.0,0.059081022,0.617907783,14.38542348,-0.458550797,-15.4022844,909.3899051,-24.7991058,0.013901017,0.778056554,0.82,-0.275330396,-0.218061674,-0.297356828
엠브레인,2020-07-01,60985521200.0,0.218616299,3.013106298,0.513494682,0.052337415,15.8263509,2.697459482,9.437489035,0.057068966,0.616311447,0.85,0.389705882,0.127941176,0.141176471
위더스제약,2020-07-03,139799000000.0,0.629226785,3.043342127,0.394131055,0.012779726,17.39101984,1.821265803,12.53490776,0.064383008,0.794715107,0.84,0.446540881,0.386792453,0.355345912
신도기연,2020-07-06,128980000000.0,0.328101066,2.042129005,0.61563263,0.706413786,8.803621744,2.719074521,7.061189593,0.079432992,0.825299675,0.85,0.28125,0.440625,0.359375
소마젠,2020-07-13,185474000000.0,0.111165364,0.251027947,-2.496503209,-0.037800847,-8.040709453,-9.816753403,-173.9266212,0.095262563,0.971022087,0.86,0.509090909,0.309090909,0.368181818
에이프로,2020-07-16,137073000000.0,0.28346247,1.460532204,1.347678365,0.110805303,18.087564,6.479822942,12.65247477,0.090388779,1.013672178,0.83,1.078703704,0.696759259,1.19212963
티에스아이,2020-07-22,92671150000.0,0.197949598,1.594220709,1.243090388,-0.076460088,-7.640867182,3.799014249,14.63531869,0.113903791,0.954303176,0.81,0.54,0.225,0.59
솔트룩스,2020-07-23,125788000000.0,1.0,9.277162387,0.102402905,0.186610584,145.6815671,3.247187446,170.3725659,0.126493681,0.95710551,0.8,0.178,0.33,0.408
제놀루션,2020-07-24,56918176000.0,0.657136533,0.66072074,4.088982504,0.261665389,-198.3274592,21.57053186,127.0940068,0.151054059,0.913681775,0.8,1.235714286,1.828571429,0.878571429
더네이쳐홀딩스,2020-07-27,330390000000.0,0.650558948,2.189569096,0.770314542,0.6668124,20.45803842,4.380408918,7.669391474,0.164430103,1.031880443,0.8,-0.110869565,-0.111956522,-0.105434783
엠투아이,2020-07-29,131026000000.0,0.540860271,6.9254636,0.15701597,0.104713218,21.82815904,3.523333331,18.64500834,0.187320211,0.910475336,0.81,-0.051282051,0.019230769,0.137820513
이엔드디,2020-07-30,134688000000.0,0.327576915,0.872880544,2.637521373,1.075373939,21.74462409,12.84394955,11.23861241,0.179544147,0.900536639,0.8,0.996527778,0.645833333,1.690972222
와이팜,2020-07-31,408555000000.0,0.165161842,6.601712986,0.175167133,0.940807909,36.04729122,8.797051272,31.51201776,0.171046368,0.915641411,0.8,0.477272727,0.1,0.145454545
이루다,2020-08-06,63585000000.0,0.51389925,2.384321006,0.683835704,0.203812599,21.6625279,4.448476691,15.19273256,0.377878513,0.778585525,0.81,0.588888889,0.45,0.466666667
한국파마,2020-08-10,98160309000.0,0.500823664,1.19908267,1.509462399,0.093440974,17.75806075,3.690476229,11.05363016,0.30975866,0.781227993,0.83,1.972222222,1.483333333,5.155555556
영림원소프트랩,2020-08-12,93506500000.0,0.47491189,2.024987262,2.018343176,0.24930159,21.60777974,9.289058895,19.22297221,0.300654695,0.778908318,0.83,0.491304348,0.265217391,0.273913043
브랜드엑스코퍼레이션,2020-08-13,247819000000.0,0.607487625,2.810280933,1.91952421,1.953429533,32.4786613,17.41658125,22.9595048,0.322369869,0.847878757,0.82,0.038461538,-0.123076923,-0.165384615
미투젠,2020-08-18,348019000000.0,0.767781813,3.112867571,0.510638647,0.198782064,9.882334621,7.896322225,7.744885752,0.323968423,0.829232573,0.81,0.124074074,0.02962963,-0.068518519
아이디피,2020-08-24,65041257400.0,0.419539947,7.024531028,0.151957031,0.327988188,18.01538186,2.788489941,13.08588476,0.305133174,0.984835525,0.82,-0.140816327,-0.130612245,-0.184693878
피엔케이피부임상연구센타,2020-09-09,137298000000.0,0.732083136,9.191577887,0.14173502,0.24767184,25.53968998,5.604688743,21.71580077,0.37051952,1.040038463,0.92,0.306010929,0.180327869,0.224043716
카카오게임즈,2020-09-10,1756910000000.0,1.0,2.328478083,0.419607211,-0.07073265,159.7820622,4.22783333,33.24379898,0.384292018,1.065183408,0.92,1.208333333,0.970833333,0.997916667
압타머사이언스,2020-09-16,211653000000.0,1.0,16.30463798,0.198806332,0.474124493,-54.93838505,30.49334955,-70.31506015,0.307615215,1.04713156,0.91,-0.144,0.038,-0.084
핌스,2020-09-18,138034000000.0,0.310819102,1.749517124,0.872803353,2.089138202,24.89749299,9.270864916,18.26042741,0.240420387,1.101673801,0.91,-0.184210526,-0.173684211,-0.131578947
비비씨,2020-09-21,164512000000.0,0.4012859,1.65089058,0.685567435,0.498764697,32.96936672,5.883404701,16.29378377,0.226385444,1.161233709,0.9,-0.377850163,-0.397394137,-0.372964169
비나텍,2020-09-23,160753000000.0,0.307424965,0.928540968,1.474141824,0.299625182,36.48983309,8.533784017,19.16389547,0.234104898,1.084096891,0.88,0.504545455,0.551515152,0.215151515
원방테크,2020-09-24,233172000000.0,0.167763252,2.280819709,0.974005774,0.424940624,16.73332922,2.352298331,10.29072444,0.270919997,1.092865613,0.86,-0.160220994,-0.11786372,-0.162983425
피플바이오,2020-10-19,110089000000.0,0.336533563,10.04274336,0.612497752,16.45143259,-27.51415078,40.74044469,-28.98876357,0.374507105,1.274809413,0.89,1.89,1.69,1.1575
미코바이오메드,2020-10-22,250741000000.0,-0.123145484,0.907777105,23.54287836,0.143161736,-17.13694133,245.6533891,-25.21037908,0.284810416,1.239326317,0.93,-0.256666667,-0.323333333,-0.166666667
바이브컴퍼니,2020-10-28,151037000000.0,0.4418516,1.041549327,1.109315798,0.155819732,-194.4943926,10.12876292,535.9077845,0.28124521,1.1572653,0.91,0.332142857,0.1375,0.153571429
센코,2020-10-29,101018000000.0,0.370799646,2.92603152,0.571659774,0.349888549,-41.89333905,8.099564836,35.16783932,0.288394349,1.128991852,0.93,1.215384615,0.9,0.542307692
위드텍,2020-10-30,127295000000.0,0.400737863,2.036122882,0.599582212,0.361770519,10.9594596,2.499966024,9.584162279,0.294806424,1.148123784,0.94,0.944,0.902,0.996
소룩스,2020-11-06,81581600000.0,0.257830578,0.947906633,1.375767988,0.308076131,14.08050723,4.01887029,9.946865171,0.288048023,0.962642176,0.94,1.355,1.03,0.755
고바이오랩,2020-11-18,231236000000.0,0.499310517,0.389962318,-1.658691312,7.985365169,-5.247424329,-4.312193647,-32.07771537,0.245764484,1.19487465,0.95,1.446666667,1.643333333,1.186666667
티앤엘,2020-11-20,146304000000.0,0.402383871,2.708635453,0.303508876,0.240181662,20.07928011,4.402600057,16.74945336,0.268946097,1.035739343,0.96,0.219444444,0.130555556,0.602777778
제일전기공업,2020-11-26,188870000000.0,0.183294762,1.439944434,0.596179694,0.139375389,13.36988207,2.973078223,9.943895004,0.194033058,1.124776012,0.98,0.564705882,0.258823529,0.297058824
앱코,2020-12-02,235436000000.0,0.225290078,1.244152343,4.598898726,0.270320294,67.76333554,23.05324173,34.34476518,0.265484634,1.030001827,0.98,0.144032922,0.092592593,-0.076131687
엔에프씨,2020-12-02,116446000000.0,0.351741804,1.000311958,1.647452907,0.366538085,17.71751334,5.784798884,15.08361112,0.265484634,1.030001827,0.98,0.02238806,0.164179104,0.220149254
클리노믹스,2020-12-04,183551000000.0,0.353780131,9.030282584,4.334097471,0.997100122,-31.86570987,36.34896149,-49.15050295,0.322580645,1.035783289,0.97,0.341726619,-0.104316547,0.09352518
퀀타매트릭스,2020-12-09,372028000000.0,0.442289964,14.79112085,0.133575607,8.552099643,-5.830139434,12.70631056,-28.31619799,0.35573217,1.306949668,0.97,0.039215686,-0.392156863,-0.452941176
엔젠바이오,2020-12-10,171018000000.0,0.502413778,1.405574354,2.750988042,0.061467086,-24.91220719,47.7324349,-47.09778944,0.34073767,1.268661731,0.97,1.071428571,0.096428571,0.457142857
인바이오,2020-12-11,58489520000.0,0.378430103,1.368961556,1.197796392,0.112364345,57.32732318,2.068954076,9.194207451,0.3350182,1.268745245,0.98,1.422413793,1.094827586,0.931034483
티엘비,2020-12-14,186820000000.0,0.11894283,0.966691948,1.811414515,0.221270888,20.55328551,6.991353121,14.31258845,0.304126195,1.271835243,0.99,0.457894737,0.131578947,-0.005263158
에프앤가이드,2020-12-17,84260645000.0,1.0,1.330284536,0.594208442,0.847088349,29.20135124,2.497289857,21.00970364,0.290340927,1.465759152,1.0,0.17,0.064285714,0.42
알체라,2020-12-21,133688000000.0,0.185460894,11.78139899,0.102683801,1.123560497,-11.87835081,11.85779018,-78.06139264,0.339294784,1.421061127,0.96,2.285,2.395,2.255
프리시젼바이오,2020-12-22,140548000000.0,0.446811676,16.07376436,0.877687272,0.352299814,-346.7403371,12.41939762,-74.73258706,0.339294784,1.421061127,0.95,1.016,0.32,0.272
지놈앤컴퍼니,2020-12-23,527529000000.0,1.0,0.467027919,-1.895095589,9.99911927,-6.230526431,-13.42025641,-39.80799786,0.348460517,1.19501643,0.93,0.4225,0.355,-0.075
석경에이티,2020-12-23,54550000000.0,0.566940379,0.941763513,0.936495589,0.156905504,49.10035194,5.427599848,28.10925706,0.348460517,1.19501643,0.93,2.185,1.165,0.96
엔비티,2021-01-21,157984000000.0,1.0,0.407347671,-4.103124294,0.425378678,212.4280455,-17.92501209,49.13135875,0.409537043,1.216246681,0.97,0.239473684,0.463157895,0.4
선진뷰티사이언스,2021-01-27,70329975000.0,0.280966527,1.335277517,1.932082512,0.022134061,17.25981715,2.451790814,9.268977652,0.354610033,1.304891447,0.98,0.77826087,0.713043478,0.643478261
모비릭스,2021-01-28,129906000000.0,1.0,7.390839707,0.103464372,0.140185172,20.99008519,5.204502251,17.02151167,0.394614112,1.119072042,0.98,0.492857143,0.664285714,0.621428571
씨앤투스성진,2021-01-28,294133000000.0,0.209331806,0.623311551,3.834682617,0.286470628,-683.7688794,25.72147622,57.41039423,0.394614112,1.119072042,0.98,-0.3609375,-0.3015625,-0.3671875
핑거,2021-01-29,141424000000.0,0.171424048,1.409347081,2.802853812,0.577494592,42.45469293,9.930470805,26.82988531,0.42858635,1.242314313,0.97,0.8125,0.253125,0.478125
레인보우로보틱스,2021-02-03,155845000000.0,0.542241839,7.213882619,0.14740454,0.611109494,-28.35002646,19.4650481,-31.24102599,0.497132256,1.097303578,0.98,1.38,1.3,1.2
와이더플래닛,2021-02-03,108213000000.0,0.355060114,1.052888229,4.044140504,0.031250477,-43.12234731,44.75656485,-96.42541712,0.497132256,1.097303578,0.98,0.60625,0.271875,0.54375
아이퀘스트,2021-02-05,108460000000.0,0.750510162,3.146957342,0.350745922,0.254782923,29.5501624,6.976175774,38.88527199,0.490594568,1.381318007,0.98,0.377272727,0.304545455,0.190909091
피엔에이치테크,2021-02-16,81288288000.0,0.241355911,0.204750212,-2.035241022,0.179186334,-10.65840137,-5.145096072,266.453009,0.399950647,1.406815389,0.98,-0.222222222,0.461111111,1.213888889
씨이랩,2021-02-24,103482000000.0,0.298017312,1.216679059,2.235149896,0.379284755,1717.211917,54.24345834,155.9729738,0.532919332,1.267650193,1.01,0.122857143,0.132857143,2.22
오로스테크놀로지,2021-02-24,195500000000.0,0.631258747,2.997382692,0.422100215,0.009927853,25.82671169,10.35848457,18.05805578,0.532919332,1.267650193,1.01,1.35952381,0.519047619,0.414285714
유일에너테크,2021-02-25,169441000000.0,0.301453115,1.192833721,4.816763531,1.695980997,20.75482679,15.65860827,14.46676185,0.521120329,1.229506916,1.0,0.359375,0.140625,0.09375
뷰노,2021-02-26,227326000000.0,1.0,3.567906345,0.375338268,0.787346183,-38.4481359,41.95156127,-40.51240897,0.518414983,1.177226313,1.02,0.278571429,-0.030952381,0.073809524
나노씨엠에스,2021-03-09,78851740000.0,0.517968797,1.10742639,6.30863614,-0.119221169,-46.62690606,36.28749184,1493.054999,0.558493329,1.032840666,1.21,-0.1,-0.245,2.23
싸이버원,2021-03-11,44087885000.0,0.239231401,2.314002016,0.261272123,0.09585373,23.16484292,4.078231145,15.82108676,0.619029231,0.9327041,1.18,0.857894737,0.552631579,0.421052632
바이오다인,2021-03-17,177546000000.0,0.287352145,0.517623409,2.535705178,0.084413663,-87.61404146,26.99859902,-312.6201028,0.903463952,0.71714506,1.18,1.536666667,0.491666667,0.341666667
라이프시맨틱스,2021-03-23,122211000000.0,1.0,0.611109828,-2.775198246,0.681474732,-30.83507595,-34.64352057,-37.07735689,1.110600324,0.622657506,1.13,0.02,-0.096,-0.044
자이언트스텝,2021-03-24,103708000000.0,0.189292215,1.438178719,1.456231765,0.035108063,-33.00495706,15.15667815,-266.429851,0.886573689,0.570173598,1.12,3.290909091,3.836363636,5.6
제노코,2021-03-24,87917040000.0,0.051598912,1.361835022,1.946021521,-0.135338358,-106.9648195,13.13346381,-229.5959331,0.886573689,0.570173598,1.12,0.563888889,0.272222222,0.772222222
