종목명,상장일,공모 시가총액,매출총이익률,유동비율,부채비율,매출액증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA,1년 전 대비 시장수익률,1년 전 대비 고객예탁금 증감률,상장일 기준 국고3년시장금리,공모가 대비 1개월 수익률,공모가 대비 3개월 수익률,공모가 대비 6개월 수익률
퓨쳐켐,2016-12-01,84332085000.0,-0.20994028,4.714670701,-1.922473382,1.058786279,-3.438025126,-4.928251677,-42.82372607,-0.094761182,0.086187225,1.73,-0.371333333,-0.396,-0.374666667
오션브릿지,2016-12-01,56909952000.0,0.234379425,2.446132569,0.586132888,0.480477363,16.27858573,6.713334704,12.92031488,-0.094761182,0.086187225,1.73,0.651515152,0.636363636,0.984848485
자비스,2016-12-02,9000000000.0,0.380068563,1.735894928,1.019383866,0.022097432,18.16523094,1.279519401,6.117039602,-0.122059335,0.048657849,1.75,-0.005,0.0,0.0075
신라젠,2016-12-06,924248000000.0,1.0,2.107999263,0.760248324,1.779643793,-16.54763186,10.63144334,-45.29509739,-0.109293203,0.006635575,1.74,-0.13,-0.236666667,-0.05
애니젠,2016-12-07,85226958000.0,0.133232468,1.30364862,2.390463325,0.012363128,-33.11331779,27.52374884,-239.8372374,-0.0895162,0.090990607,1.74,-0.230555556,-0.325,-0.25
유니온커뮤니티,2016-12-07,73395035000.0,0.370742258,1.457056166,1.891484583,0.335051892,32.78066266,6.306107582,24.64719117,-0.0895162,0.090990607,1.74,-0.271,-0.294,-0.217
코썬바이오,2016-12-09,152180000000.0,0.537390241,4.867769287,0.231447184,0.144800303,19.06734191,5.812361236,14.73720481,-0.096885917,0.104381666,1.74,-0.061428571,-0.085714286,-0.09
마이크로프랜드,2016-12-12,77681971800.0,0.199272662,2.801891475,0.54336598,-0.31590513,34.29222512,3.399343831,15.75388396,-0.048341189,0.077181645,1.73,0.479452055,0.271232877,0.493150685
퓨전,2016-12-21,34845000000.0,0.4271379,1.443242827,4.997072286,0.118892835,12.59703549,12.59303832,6.646426982,-0.08871607,0.038269487,1.69,0.27826087,0.439130435,0.469565217
한국비엔씨,2016-12-28,13660000000.0,0.625701362,4.561554311,0.273714535,0.676917576,9.64043166,1.07019416,6.318419939,-0.090483859,0.04908007,1.64,-0.03,-0.015,-0.0125
서플러스글로벌,2017-01-25,147952000000.0,0.244513879,1.893648686,1.018768688,0.661661355,15.32684217,3.58181757,9.958575432,-0.090515534,-0.024070072,1.65,-0.10625,-0.2025,0.01375
피씨엘,2017-02-23,71369312000.0,0.421105908,3.299575845,0.318471756,0.703803414,-38.28484802,14.30624889,-54.38568745,-0.040977098,-0.023123936,1.68,0.0575,-0.18125,-0.3925
모바일어플라이언스,2017-02-24,52500000000.0,0.144432532,1.171292067,3.252556144,0.017119913,31.26498114,6.541994935,13.06601762,-0.048215783,-0.001626815,1.67,2.642857143,2.3,1.6
에프엔에스테크,2017-02-27,81915414000.0,0.138609252,1.377742908,1.380594422,0.789167789,29.32134188,5.425040054,19.60420503,-0.050038503,-0.005424455,1.66,-0.078571429,-0.071428571,-0.164285714
신신제약,2017-02-28,68267250000.0,0.373469872,1.388814682,1.16531008,0.105460666,17.56891451,2.41918577,10.62813993,-0.050038503,-0.005424455,1.67,1.14,0.94,0.595555556
에스디생명공학,2017-03-02,264773000000.0,0.590474039,2.78682361,0.386413639,6.69789146,14.47908413,8.706962208,9.904798069,-0.074307286,0.053729236,1.71,-0.154166667,0.0625,-0.095833333
아스타,2017-03-20,75220184000.0,-0.04703234,20.22448846,0.281871668,0.421086511,-39.09113794,14.17499881,-35.63736791,-0.107982504,0.003384931,1.67,0.10625,0.29375,0.025
코미코,2017-03-23,104975000000.0,0.436969121,1.415667178,1.660850642,0.191828752,14.66814911,3.452633227,5.602623676,-0.104034001,0.006562733,1.67,0.492307692,0.696153846,0.788461538
서진시스템,2017-03-27,141055000000.0,0.420406557,0.605121244,3.330057956,0.581525195,7.730264167,4.180819881,4.895331612,-0.104039813,0.074571431,1.65,0.626,0.504,0.63
이엘피,2017-04-06,96790000000.0,0.509549362,3.370699711,0.422792024,0.922611268,9.004194852,3.727182575,8.1402015,-0.129648574,0.037529199,1.68,0.1675,0.36,0.2375
유에스티,2017-04-06,5210000000.0,0.140253273,2.014292702,0.420606004,0.085803384,1.541385004,0.167063606,0.844588422,-0.129648574,0.037529199,1.68,0.0325,0.0875,0.045
와이엠티,2017-04-27,75654600000.0,0.413613107,1.800170654,0.986946431,0.088864866,11.71885746,2.024004816,5.606845744,-0.132162054,-0.069109358,1.67,0.564285714,1.228571429,0.961904762
소프트캠프,2017-04-27,6420000000.0,0.516890823,1.307634529,1.708148956,-0.119451932,-1.714521947,1.362538345,-3.666485689,-0.132162054,-0.069109358,1.67,-0.015,0.055,0.0025
하나머티리얼즈,2017-04-28,113517000000.0,0.290398404,0.852238367,0.743426001,0.162535286,12.56998911,2.72063611,6.7414268,-0.12493926,-0.049343971,1.68,0.466666667,1.045833333,1.416666667
포인트엔지니어링,2017-05-02,14000000000.0,0.25631862,1.232920029,0.826357042,0.408596666,4.442097889,0.526996447,2.075132038,-0.102843815,-0.063112771,1.69,-0.0125,0.0025,0.0
필옵틱스,2017-06-01,277210000000.0,0.155241748,1.069483574,2.71048506,2.007504843,18.32036611,8.898149949,15.13317824,-0.102552748,0.120977002,1.65,0.11875,-0.14375,-0.179166667
이랜시스,2017-06-01,8630000000.0,0.164901512,1.739353574,0.560661166,0.203021137,3.187784911,0.724157135,2.775222444,-0.102552748,0.120977002,1.65,0.02,0.015,0.005
삼양옵틱스,2017-06-02,167000000000.0,0.512788133,3.398610661,0.256228791,0.09724312,10.45965617,4.91922442,7.784201307,-0.106567782,0.048463945,1.63,-0.026946108,0.104790419,0.071856287
보라티알,2017-06-08,96535481900.0,0.421571377,2.505702829,0.755755802,4.507874925,13.03460298,6.257180191,11.0231082,-0.086080768,0.05322607,1.64,0.199300699,-0.024475524,-0.062937063
나인테크,2017-06-22,8040000000.0,0.186538925,1.381788031,2.456274047,0.093266754,14.91728698,1.00288454,4.647255874,-0.06620361,0.02803172,1.7,0.0025,0.0025,-0.0125
덴티스,2017-06-26,8520000000.0,0.469837622,1.8037578,1.804958058,0.232061661,2.086833331,0.420579342,1.256439707,-0.001776995,0.006214095,1.69,0.01,0.005,-0.01
하림지주,2017-06-30,1463860000000.0,0.212340401,0.70441718,5.880904351,0.211891413,8.372756378,1.81100706,2.159006624,-0.038557822,0.01279817,1.7,-0.137681159,-0.239130435,-0.185990338
아우딘퓨쳐스,2017-07-12,154055000000.0,0.431326363,2.27024407,0.387896371,1.262233913,16.88734872,6.638558805,14.97110625,-0.049385187,0.050110951,1.76,-0.238461538,-0.317307692,-0.557692308
브이원텍,2017-07-13,130380000000.0,0.492475219,3.657196542,0.318156246,1.071412165,16.416435,5.398133226,14.49025931,-0.047562798,0.104059262,1.75,0.310734463,0.474576271,1.299435028
힘스,2017-07-20,99360000000.0,0.319501084,1.479684933,1.173986581,1.047050829,20.0683405,4.45591874,13.28508834,-0.050522673,0.063532345,1.74,0.36,0.0325,0.18
이즈미디어,2017-07-26,52838250000.0,0.357428454,1.468825373,1.709411103,0.128998775,12.68053827,2.533669949,11.04164232,-0.052509215,0.078771701,1.73,0.076,-0.098666667,-0.176
셀트리온헬스케어,2017-07-28,5604210000000.0,0.290217971,1.704740536,2.063952513,0.883105349,45.6011373,8.639774169,31.35264138,-0.053837847,0.097134253,1.72,0.17804878,0.482926829,1.97804878
디앤씨미디어,2017-08-01,80684460000.0,1.0,3.407384504,0.423043478,0.315213534,26.78774937,11.91992346,21.8020763,-0.049280964,0.026007014,1.73,-0.0025,0.1025,-0.325
지니언스,2017-08-02,65541150000.0,0.553500233,4.521805174,0.355884191,0.332344591,20.1014717,3.321661963,16.35894978,-0.045455842,0.008091114,1.73,0.066666667,0.033333333,0.133333333
데이타솔루션,2017-08-03,50683314000.0,0.134382053,1.481609139,1.236421823,0.874143986,16.59431868,2.860720201,9.741027757,-0.053485508,0.056877616,1.74,0.627272727,0.448484848,0.504545455
모트렉스,2017-08-04,204373000000.0,0.212221346,1.391024234,1.200372289,0.425300138,10.0658646,3.304252224,8.03127037,-0.064816794,0.073075401,1.74,-0.190600522,-0.165796345,-0.066579634
와이즈버즈,2017-08-07,15020000000.0,0.124717833,1.85140818,1.147394761,0.212345659,7.423794894,1.241184245,6.111688383,-0.046430778,0.057508856,1.77,0.005,0.01,0.01
컬러레이,2017-08-10,205200000000.0,0.684503441,3.734140936,0.249408648,0.449239302,10.313253,4.788123214,8.342680304,-0.070109971,0.062401349,1.82,-0.198684211,-0.090789474,-0.136842105
알에스오토메이션,2017-08-11,54618840000.0,0.156520653,1.130980473,2.227965268,0.104481858,18.18111733,2.726593356,11.95649749,-0.06727994,0.058717381,1.8,1.066666667,1.4,2.833333333
이더블유케이,2017-08-22,32933000000.0,0.281014948,1.051687918,2.922384615,0.665496927,10.21626543,3.2125948,6.551122742,-0.016784131,0.096548077,1.8,0.28,0.346,0.088
덕우전자,2017-08-28,125706000000.0,0.271329339,1.094353264,0.546863686,-0.12177877,11.70162099,3.149047533,7.195191825,-0.040386226,0.081078321,1.76,-0.106451613,0.493548387,-0.016129032
케이피에스,2017-09-06,59780000000.0,0.34793515,1.161652578,3.328707949,1.050896769,23.39406083,9.565158043,15.55366942,-0.055472131,0.091626454,1.78,-0.192857143,-0.021428571,-0.110714286
펄어비스,2017-09-14,1242830000000.0,1.0,4.686712411,0.294653968,3.272675646,24.43574888,15.82250914,20.49989,-0.046625767,0.07772097,1.74,0.04368932,0.990291262,1.329126214
샘코,2017-09-15,85317441000.0,0.199562325,1.594541616,0.809153485,0.046948136,41.73949167,4.236728653,19.96220888,-0.046625767,0.07772097,1.74,-0.299090909,-0.227272727,-0.284545455
앱클론,2017-09-18,68000000000.0,0.569068977,8.965729351,0.336488892,0.601755379,-42.58850424,5.676566125,-52.30156198,-0.025100356,0.059545479,1.74,1.71,4.52,5.65
선익시스템,2017-09-20,222000000000.0,0.263590085,1.658953029,0.901032774,3.97908888,9.401987436,5.009512319,8.891281128,-0.04585551,0.049734135,1.78,-0.356756757,-0.351351351,-0.445945946
유티아이,2017-09-27,133304000000.0,0.4559491,0.909223889,1.647607448,1.548112262,10.37498355,7.247342767,7.433529628,-0.054826378,0.015212712,1.89,-0.056,-0.234,-0.136
신흥에스이씨,2017-09-27,104827000000.0,0.154837868,0.89686413,1.171035562,0.30546228,23.41157177,2.284428913,7.819434138,-0.054826378,0.015212712,1.89,0.240625,0.453125,1.38125
휴온스블러썸,2017-09-28,40170558000.0,0.2605378,2.183801902,0.457253908,0.32355434,10.41872959,3.76225871,8.049827356,-0.049274856,0.08400108,1.89,0.047058824,0.203921569,0.258823529
야스,2017-09-29,303855000000.0,0.304571987,2.029350981,0.648562124,1.5939579,23.25913217,6.177929619,17.40081713,-0.051998318,0.064294033,1.89,-0.004255319,0.159574468,0.004255319
인산가,2017-09-29,4420000000.0,0.601307189,1.516686192,1.384047006,0.19421087,3.364514671,0.441345586,1.461925928,-0.051998318,0.064294033,1.89,0.11,0.095,0.3675
상신전자,2017-10-16,52149300000.0,0.182456715,1.519932754,1.265698257,0.074825526,10.00597473,2.893879224,7.359310324,0.009595139,0.131329253,1.93,1.206766917,0.872180451,0.511278195
세원,2017-10-20,20708100000.0,0.210583484,1.458940371,1.020733582,0.062268998,7.811824513,1.124243509,4.010980493,0.01886591,0.137618594,2.09,0.659649123,0.407017544,1.631578947
영화테크,2017-10-26,66813625000.0,0.202101218,1.911352442,0.595868788,0.348894354,11.95833995,2.148154724,7.827976387,0.010841686,0.096129115,2.18,0.896,0.548,0.2
비디아이,2017-11-09,52805000000.0,0.107916297,1.109416526,3.253950691,0.078869983,13.35854351,3.060625998,7.30678885,0.088505019,0.036088798,2.15,0.135,0.025,0.75
대원,2017-12-01,165750000000.0,0.114912084,1.894673076,0.878665039,0.068055707,4.381143927,0.762116935,8.488086704,0.171625831,0.126451671,2.08,-0.286666667,-0.123333333,-0.14
체리부로,2017-12-04,131000000000.0,0.167528177,0.563327116,2.93761217,0.246832092,8.171804739,2.221428743,3.512630832,0.194978951,0.073260716,2.08,-0.276595745,-0.246808511,-0.227659574
에스트래픽,2017-12-05,114506000000.0,0.215977546,1.631748677,1.792657832,0.440001278,15.63779711,6.886755367,12.02075319,0.2191021,0.106987077,2.11,0.61,0.235,1.045
메카로,2017-12-06,324543000000.0,0.243597365,2.176073625,0.951957717,0.367678696,110.9267355,13.65479189,57.67106752,0.210613228,0.199126003,2.08,0.315151515,0.033333333,0.083333333
씨티케이,2017-12-07,556718000000.0,0.28674134,1.737902022,1.051461876,1.193269913,23.86771952,15.3351565,20.43361728,0.211954643,0.176679276,2.09,-0.244545455,-0.392727273,-0.322727273
레이크머티리얼즈,2017-12-12,9680000000.0,0.263476137,0.940873947,2.146758128,0.178232041,-2.210485741,0.62559842,2.353183666,0.195181402,0.134078368,2.08,-0.015,-0.015,0.0125
디바이스이엔지,2017-12-20,81384000000.0,0.188576931,1.194170534,2.224091376,0.30265185,17.92407245,3.142525607,11.52155002,0.270764899,0.249110795,2.09,0.158333333,-0.008333333,-0.345833333
시스웍,2017-12-26,50400000000.0,0.337624867,2.727385435,0.50592523,0.557004893,9.666815185,3.743399751,8.279429752,0.288672866,0.215242316,2.13,0.496428571,0.1625,0.241071429
씨앤지하이테크,2018-01-25,67243840000.0,0.197856277,2.129040661,0.687720957,-0.063383237,12.22998627,4.429771901,9.689484168,0.248605735,0.174616382,2.22,-0.028125,-0.0875,-0.19375
SG,2018-01-26,75036144000.0,0.317933467,0.618156437,2.352641763,0.443735444,8.333414702,3.024097162,5.748470107,0.235728993,0.231399086,2.22,-0.083333333,0.158333333,1.091666667
배럴,2018-02-01,68550537000.0,0.709056327,5.802414376,0.635335582,0.536825397,18.46171789,8.03160138,14.54656395,0.280175731,0.193771767,2.25,0.631578947,0.926315789,0.573684211
카페24,2018-02-08,504915000000.0,1.0,0.984679136,3.964949092,0.229115952,-376.1851448,56.33420233,186.5444417,0.378981258,0.240168878,2.27,0.578947368,1.210526316,1.712280702
아시아종묘,2018-02-12,41469925500.0,0.459446027,1.201300333,0.936922223,-0.022810271,18.93797668,2.484652056,31.96298277,0.42986996,0.291955095,2.3,-0.03,0.448888889,0.151111111
알리코제약,2018-02-12,106126000000.0,0.570023345,0.864905616,2.003567909,0.459007656,47.32234706,6.86589997,20.00308101,0.42986996,0.291955095,2.3,0.733333333,0.425,0.129166667
동구바이오제약,2018-02-13,153664000000.0,0.601243806,0.779663938,1.962611367,0.087026108,14.08102946,6.970463379,12.08401159,0.426692159,0.317522823,2.28,1.38125,1.046875,0.55
엔지켐생명과학,2018-02-21,426901000000.0,0.164556069,4.203166641,0.360262549,0.396510053,-67.42358161,15.83579422,-87.37455729,0.413706685,0.360778067,2.31,1.016071429,0.553571429,0.7375
오스테오닉,2018-02-22,49703461500.0,0.60201303,1.858497862,0.847168289,0.893298317,32.25820785,4.256235349,25.44386243,0.405059624,0.342931473,2.3,0.119480519,-0.193506494,-0.253246753
에코마이스터,2018-03-15,56100408000.0,0.359118384,0.841650725,2.163456956,-0.374855823,190.1102971,1.667424968,11.72560674,0.393227969,0.188844803,2.27,0.259615385,1.288461538,1.769230769
케어랩스,2018-03-28,119549000000.0,1.0,1.056818148,0.524343517,0.625178776,61.7981588,11.49102147,54.8961321,0.399784412,0.206257149,2.22,1.87,0.385,0.57
네오셈,2018-04-04,11020000000.0,0.507804866,2.961571258,1.011895541,0.802938024,1.763682544,0.41087891,1.334935993,0.375289773,0.167593657,2.17,0.0,0.0675,0.1225
JTC,2018-04-06,297547000000.0,0.704610686,2.710909227,0.656255499,-0.00118069,12.11991351,2.066850058,8.329049043,0.362830314,0.16327331,2.16,0.9,0.576470588,-0.037647059
제이시스메디칼,2018-05-08,8470000000.0,0.433449636,1.214805677,2.071410019,-0.060203056,-2.491922582,0.930202625,-13.48722468,0.349041794,0.167405709,2.31,0.0175,0.02,0.03
제노레이,2018-05-28,92660100000.0,0.372006762,2.334051746,0.552960364,0.162312703,17.92270884,3.813551684,11.40559531,0.372254299,0.22654851,2.21,0.047826087,0.115217391,-0.108695652
세종메디칼,2018-05-29,101666000000.0,0.682362379,4.198668656,0.183907953,0.139086061,31.63160051,4.693706735,17.01830094,0.378720956,0.219277547,2.19,0.146666667,0.13,-0.163333333
현대사료,2018-06-01,40593207600.0,0.164977309,1.904347734,0.740688791,-0.181998759,7.243331291,0.832880116,8.724752802,0.339721334,0.156404037,2.19,3.757575758,2.659090909,1.984848485
파워넷,2018-06-07,78062491000.0,0.156505774,1.985295799,0.676086701,-0.10982977,11.48657882,2.462025928,9.130605357,0.284908322,0.204430319,2.22,-0.107692308,-0.109230769,-0.409230769
카이노스메드,2018-06-08,10802000000.0,0.903633641,10.86175495,0.234060345,0.008595548,-4.116927432,1.75691,-4.731864117,0.234712002,0.148636997,2.19,0.015,0.06,0.0275
EDGC,2018-06-26,233343000000.0,0.20362841,3.386101459,0.272347166,1.322136444,-38.37784785,21.27960743,-48.21168013,0.299224969,0.121050578,2.15,-0.070769231,0.298461538,-0.387692308
아이큐어,2018-07-12,398029000000.0,0.32130539,1.715121236,2.095826524,0.458868967,739.9003809,22.77740813,1362.146375,0.343941023,0.177731228,2.09,-0.349230769,-0.301538462,-0.447692308
올릭스,2018-07-18,231600000000.0,1.0,15.6601887,0.158694201,-0.377480537,-44.8495197,12.40062115,-45.9456021,0.265368513,0.170952714,2.09,0.245833333,0.780555556,0.547222222
알로이스,2018-07-20,5520000000.0,0.291125992,2.794878169,0.950891815,0.787688653,13.16630571,2.645042486,8.388996708,0.24191808,0.159647174,2.08,0.16,0.21,0.225
그리티,2018-07-23,115848000000.0,0.595616666,3.76791383,0.30917013,0.191281006,14.61835593,2.083174185,10.48271403,0.227120899,0.123751705,2.08,0.126086957,-0.086956522,-0.35826087
한국유니온제약,2018-07-26,103410000000.0,0.513019435,1.251091661,1.579155926,0.07111306,33.45520332,4.443953966,10.55216138,0.246065765,0.086853253,2.07,-0.083333333,-0.147222222,-0.180555556
휴네시온,2018-08-02,48038360000.0,0.517731544,5.658418967,0.20244604,0.181917539,16.04286704,5.012915167,13.6347101,0.20121061,0.15224631,2.11,0.21,0.06,-0.264
에스에스알,2018-08-06,50963103000.0,0.47906378,2.508279615,0.672706277,0.372570787,20.26224129,5.584536138,16.08030274,0.260778079,0.069189755,2.1,1.061111111,0.355555556,0.105555556
디아이티,2018-08-07,189000000000.0,0.250915525,1.938320138,0.740777523,0.211248899,17.02844606,1.542660413,15.47346314,0.247536205,0.063418956,2.08,-0.19,-0.305,-0.238
대유,2018-08-10,81471600000.0,0.630679104,8.294202187,0.238691401,0.081632365,14.92583579,2.776218237,11.4918213,0.270529967,0.098932053,2.04,2.266666667,1.344444444,1.688888889
바이오솔루션,2018-08-20,222138000000.0,0.506838363,2.816020495,0.670274901,0.564021642,-122.9840524,50.29021269,-184.5512318,0.230010255,0.089163982,1.99,0.570689655,0.424137931,0.593103448
에이피티씨,2018-08-23,209111000000.0,0.426522297,4.306183583,0.236826953,0.086435263,19.27302476,8.733259395,16.13412741,0.175933262,0.094945605,1.96,-0.23,-0.470555556,-0.347777778
오파스넷,2018-08-24,44284922000.0,0.152982498,2.052859283,1.043774602,-0.003153342,14.37760637,2.661147597,12.4609134,0.175788547,0.093037202,1.96,0.086363636,-0.278181818,0.045454545
액트로,2018-08-28,100001000000.0,0.222867301,1.107648138,0.978955715,1.703997541,14.11680571,3.690621085,5.651545591,0.185413221,0.183787375,1.97,-0.19,-0.28,-0.1975
지니틱스,2018-08-30,8220000000.0,0.202744442,1.142575325,1.07988059,0.010566929,-12.01032608,0.706966864,5.611871608,0.175267176,0.152243576,1.98,0.04,0.035,0.035
명성티엔에스,2018-09-13,127400000000.0,0.210557793,1.314688457,2.23090631,1.483045138,21.73289656,9.128716987,17.05788414,0.14650503,0.091087046,1.92,0.28,-0.2375,-0.1075
크리스에프앤씨,2018-10-01,351464000000.0,0.649748031,1.539470191,0.72646212,0.375838138,10.46696506,2.886512261,6.880124198,0.251447566,0.109793516,2.02,-0.296666667,-0.161666667,-0.141666667
푸드나무,2018-10-04,163345000000.0,0.313903163,2.947649286,0.358603013,0.558346364,41.63206334,23.98865074,37.12440297,0.267225269,0.101284367,2.07,0.010416667,-0.170833333,0.029166667
에스퓨얼셀,2018-10-15,94781214000.0,0.332570978,1.64130889,1.952349633,1.021250071,33.98104226,15.67838048,27.64151223,0.259139169,0.001870339,2.05,0.436363636,0.86969697,0.527272727
옵티팜,2018-10-26,142173000000.0,0.313660334,0.979363013,0.551744687,-0.036078954,-90.73552068,11.11733743,-153.5263083,0.216320654,0.012563196,1.97,0.045,0.105,0.22
네온테크,2018-10-31,9680000000.0,0.236159652,0.937028981,2.390941719,-0.023246835,44.93813463,0.685841128,3.777643682,0.184485739,0.10959073,1.94,0.01,0.01,0.025
엘앤씨바이오,2018-11-01,173624000000.0,0.622118243,5.497543274,0.2187373,0.514231072,46.26181478,10.32684828,33.60169693,0.173563103,0.080542448,1.94,-0.214583333,-0.135416667,0.120833333
노바텍,2018-11-02,46268000000.0,0.409354388,7.644245203,0.161639954,0.581774907,11.63909547,2.914460937,8.160284423,0.143936342,0.046143979,1.98,0.85,1.005,0.875
대보마그네틱,2018-11-06,100211000000.0,0.439680893,2.329988641,0.579416806,1.334268427,26.64878568,13.88117832,21.31561323,0.099333608,0.034908015,1.98,1.164516129,1.025806452,0.693548387
셀리버리,2018-11-09,178708000000.0,0.282726162,2.959051055,0.501035706,1.173932467,-50.74523571,31.8104278,-58.78763447,0.080584275,0.009460603,1.96,0.048,0.052,1.32
노바렉스,2018-11-14,171071000000.0,0.210669484,2.44405396,0.375129442,0.048332473,21.10888388,3.297667902,14.94480628,-0.032995796,0.098943253,1.92,-0.231578947,-0.063157895,0.189473684
에이치앤비디자인,2018-11-15,26875191000.0,0.193938535,4.502046667,0.857692221,0.319879447,12.07779302,3.440292185,8.298422252,-0.064007916,0.055243313,1.94,0.118811881,0.183168317,0.02970297
디케이앤디,2018-11-20,45606150000.0,0.20999848,2.229087076,0.364521463,0.081982376,29.18965469,1.237689164,9.236138362,-0.057097744,-0.123240097,1.94,-0.311666667,-0.231666667,-0.270833333
싸이토젠,2018-11-22,95775688000.0,0.128146342,5.280997633,0.302002564,-0.757747414,-36.55366681,20.23857319,-40.90330438,-0.047061083,-0.099831426,1.94,-0.329411765,-0.288235294,-0.370588235
디알젬,2018-11-22,73616465000.0,0.272953618,1.448660776,1.198028798,0.395117777,18.43924301,4.702571993,15.72626179,-0.047061083,-0.099831426,1.94,0.107692308,0.121538462,0.738461538
티앤알바이오팹,2018-11-28,146126000000.0,0.261617786,61.00304569,0.043595888,0.47895758,-36.00831225,16.10901596,-36.67213648,-0.142345302,-0.087357553,1.92,-0.505,-0.408333333,-0.019444444
네오펙트,2018-11-28,128904000000.0,0.647016487,9.284599925,-1.593925761,1.249824235,-29.36798702,-7.500226629,-34.67674429,-0.142345302,-0.087357553,1.92,-0.323636364,-0.372727273,-0.4
남화산업,2018-11-29,76175600000.0,1.0,6.117972374,0.111646765,0.100861091,8.916931724,0.647309989,13.78379133,-0.194468608,0.013512214,1.89,1.537837838,0.986486486,1.162162162
티로보틱스,2018-11-29,86391344000.0,0.193807247,0.966300562,2.249491452,0.432159796,11.82164064,6.471615117,10.50266514,-0.194468608,0.013512214,1.89,-0.409375,-0.1375,-0.2625
뉴트리,2018-12-13,130967000000.0,0.733452618,2.740617053,2.447606764,0.822221865,62.61842408,18.93486959,26.28770619,-0.131270881,-0.048318035,1.8,-0.082758621,0.175862069,0.444827586
머큐리,2018-12-14,90057960000.0,0.146971521,1.734849381,1.171223247,0.142538584,20.27010767,2.341597093,10.17268262,-0.12824041,-0.023893756,1.78,0.844262295,0.762295082,0.967213115
전진바이오팜,2018-12-14,47334280000.0,0.401208449,1.81937716,16.64394397,-0.347906886,-15.56561747,205.83612,-19.38664511,-0.12824041,-0.023893756,1.78,-0.017,-0.054,0.49
국전약품,2018-12-19,10020000000.0,0.20183617,0.988062737,2.085931238,0.060544977,3.209522223,0.952089832,1.704006761,-0.083596544,-0.102693963,1.78,0.0075,0.0125,0.08
위지윅스튜디오,2018-12-20,96778660000.0,1.0,8.93696443,1.975709219,10.99549335,193.9852515,17.14944858,34.22044921,-0.085346962,0.051321155,1.8,0.077272727,0.436363636,0.790909091
디케이티,2018-12-21,50911866800.0,0.072341679,1.056547126,5.078478187,2.28965071,4.676337553,3.553029927,2.84968194,-0.060244219,0.041098154,1.84,0.655405405,0.655405405,0.459459459
아이엘사이언스,2018-12-21,8710000000.0,0.229803753,0.566715125,-35.80138946,1.274438222,10.67984379,-26.34348762,3.982890451,-0.060244219,0.041098154,1.84,0.01,0.015,0.195
애니플러스,2018-12-21,6100000000.0,0.35278144,1.613396932,0.459320558,0.022702705,13.80887163,0.526971025,1.344470207,-0.060244219,0.041098154,1.84,0.0275,0.05,0.2325
비피도,2018-12-26,73620000000.0,0.411543358,12.38124127,0.992367667,0.132057361,30.35594636,3.980479108,16.23541885,-0.087705488,-0.100353108,1.81,0.327777778,1.272222222,0.611111111
웹케시,2019-01-25,172388000000.0,1.0,1.075465535,1.159728782,-0.156721835,48.70429695,10.42423399,37.58938744,-0.254629424,-0.209022602,1.81,0.278846154,1.223076923,0.769230769
노랑풍선,2019-01-30,95313000000.0,1.0,0.857764594,1.812109511,0.265375519,9.133119464,2.671290445,6.632184186,-0.26636336,-0.191017096,1.83,0.4225,0.3625,-0.145
이노테라피,2019-02-01,89445312000.0,0.061904034,6.329047836,0.35761052,1.016262022,-29.69677226,28.88541722,-41.04070237,-0.256055935,-0.201439586,1.8,-0.113888889,-0.044444444,-0.386111111
천보,2019-02-11,394252000000.0,0.22945766,1.80996998,0.321891712,0.215761603,26.59615047,5.12322633,16.0069116,-0.185461666,-0.206844605,1.78,0.71,0.8525,0.5475
에코프로비엠,2019-03-05,952800000000.0,0.154112584,0.917600037,1.571238568,1.903083237,62.85212494,8.26848184,24.10499216,-0.151573964,-0.075494073,1.84,0.241666667,0.35625,0.183333333
이지케어텍,2019-03-22,78547800000.0,0.201909022,3.871828494,0.363470674,0.046442956,22.18875689,2.738747547,16.35058781,-0.147128336,-0.149182502,1.8,1.199186992,0.845528455,0.304878049
아모그린텍,2019-03-29,163318000000.0,0.149977661,0.815051084,10.51511617,0.590358518,-31.20139697,28.11832292,32.06117239,-0.155590711,-0.095305166,1.69,-0.074747475,0.161616162,-0.074747475
TS트릴리온,2019-04-29,8800000000.0,0.643481249,1.334803861,1.870421184,0.326009908,3.398525812,0.883029895,2.543860981,-0.177306005,-0.152548415,1.71,0.04,0.05,0.0375
SNK,2019-05-07,850897000000.0,0.792944981,21.45625293,0.05733562,0.502857632,27.91202701,2.804366134,17.86289946,-0.122182778,-0.149996727,1.72,-0.294554455,-0.625,-0.524752475
현대무벡스,2019-05-08,17240000000.0,0.183881378,1.597239436,1.30942006,1.270872315,2.379627298,0.31425666,0.92577297,-0.09102778,-0.131311076,1.72,0.03,0.035,0.025
프로이천,2019-05-31,6980000000.0,0.349008808,2.139364655,0.975191435,0.175494664,4.765751046,1.003336165,2.905017672,-0.142009413,-0.104455341,1.59,0.195,0.075,0.02
마이크로디지탈,2019-06-05,83508400000.0,0.332764957,5.108820721,0.318798365,0.037182174,-50.41188707,9.409458676,-83.27944171,-0.131492544,-0.053745911,1.54,-0.110869565,-0.308695652,-0.430434783
압타바이오,2019-06-12,326452000000.0,1.0,16.96496058,0.110129502,3.846009518,-80.34691096,17.82755635,-97.37675426,-0.174186323,-0.036220665,1.47,-0.303333333,-0.416666667,-0.218333333
