,Buy/Sell熱櫛睦,Buy熱櫛睦,BuyAll熱櫛睦,buy_sell熱櫛睦,buy熱櫛睦
0_1_熱櫛睦.csv,0.2331749107561906,0.3504857546456015,0.3241572295077813,-0.091(-1.849*),0.026(0.572)
0_3_熱櫛睦.csv,0.2034712882603782,0.3489164047380115,0.3346940012487627,-0.131(-2.819***),0.014(0.341)
0_6_熱櫛睦.csv,0.2319545448342937,0.3938815995045752,0.4197187068993797,-0.188(-2.919***),-0.026(-0.419)
1_3_熱櫛睦.csv,0.0143209643970916,0.036304014022025,0.0324610250837848,-0.018(-1.221),0.004(0.196)
3_6_熱櫛睦.csv,0.0741067933676266,0.0915981030768086,0.0719893162120357,-0.0(-0.005),0.017(0.428)
end_1_熱櫛睦.csv,-0.002835946636938,-0.0259690902156764,-0.0116497642300998,0.009(0.475),-0.014(-0.646)
end_3_熱櫛睦.csv,0.0162385931997707,0.0206212898162407,0.0162607668557946,-0.0(-0.001),0.004(0.142)
end_6_熱櫛睦.csv,0.0588518681944354,0.1472533798550578,0.0869114668166134,-0.028(-0.765),0.056(0.804)
