종목명,상장유형,공모가,상장일,상장주식수,매출총이익률,영업이익률,ROE,유동비율,당좌비율,부채비율,이자보상배율,매출채권회전율,재고자산회전율,매출액증가율,영업이익증가율,IPO_PER,IPO_PBR,IPO_EV/EBITDA
블루콤,신규상장,12000,2011-01-26,9600000,0.162160271,0.080709084,0.150981398,9.854298883,8.854818492,0.055178256,inf,12.84348239,23.91769633,0.412284406,2.263226817,12.13337997,1.831914673,15.63636799
인트론바이오,신규상장,6100,2011-01-26,9163333,0.572388404,0.193542655,0.170540868,2.011976989,1.838355885,0.848373271,3.984503866,2.828286534,14.89722275,0.425494542,3.696301895,46.36468032,7.907072825,28.82981778
엘비세미콘,신규상장,4700,2011-01-31,43274592,0.321150119,0.278097173,0.579870269,0.5649971,0.427801872,2.385346726,5.29022942,5.666606275,11.7722058,0.5131533,1.038805798,16.37780584,9.497002674,9.550192335
제이엔케이히터,신규상장,13600,2011-01-31,8000000,0.198655111,0.149018233,0.365824355,1.996329751,1.969265855,0.781436755,75.62412006,6.120577787,158.6357339,0.272369213,1.444501245,11.11596413,4.066490407,8.413251013
딜리,신규상장,8000,2011-01-31,5470000,0.414888448,0.218899767,0.213478038,9.203711102,8.051782939,0.084330297,inf,12.64341818,10.76281,-0.102386417,-0.226623621,9.206778006,1.965444909,8.29850767
케이아이엔엑스,신규상장,8000,2011-02-08,4800000,0.378761603,0.159582837,0.125957781,7.054557968,7.044789842,0.078977903,inf,7.153476295,1130.015298,0.161964686,0.158191068,17.11865412,2.15622768,9.719795707
티피씨글로벌,신규상장,5200,2011-02-08,5610345,0.17809119,0.073890904,0.166147388,1.611415982,1.220227597,0.542450397,5.423265508,5.559446774,8.420591632,0.040307701,-0.209522876,7.803947637,1.296605518,8.153533342
나노신소재,신규상장,17000,2011-02-09,7116000,0.468406646,0.258636242,0.266456013,2.141532806,0.622179138,1.15520749,8.945482184,4.573257083,1.23658327,0.633908654,0.462918317,26.0205201,6.933324041,18.46238826
부스타,신규상장,4200,2011-02-23,8160000,0.213013956,0.070430422,0.135427645,3.133057791,2.384091882,0.316903146,751.8675198,4.874313398,7.890475459,0.034205552,0.964507888,8.150082126,1.103746432,6.941843776
티케이케미칼,신규상장,5000,2011-04-26,90000000,0.124332272,0.080757154,0.343625165,0.752386657,0.640209353,2.175197756,11.09961782,22.02427415,31.9417631,0.134906817,0.418250407,9.777642716,3.359844096,4.943728414
이퓨쳐,신규상장,6400,2011-04-27,3635000,0.629653859,0.266394377,0.259719866,7.153484799,5.827358268,0.344807754,20.91914095,2.535084921,5.295520707,0.15236005,0.142709612,8.593456798,2.231891449,6.960400105
골프존뉴딘홀딩스,신규상장,85000,2011-05-20,12283023,0.555945646,0.337983426,0.418884042,7.267791325,7.152955092,0.137836702,inf,32.10269731,86.11041834,0.384751881,0.195091923,15.55793338,6.516970013,16.01608704
KMH,신규상장,9500,2011-05-25,12375360,0.53462703,0.338452684,0.330018405,1.878417252,1.856536876,0.26405928,377.9470878,7.329896343,234.0721086,0.472167341,0.414482905,16.00390086,5.281581829,9.402149493
엘아이에스,신규상장,34000,2011-06-02,3600000,0.291278383,0.188454107,0.602684355,1.306754161,1.024935894,1.765770098,27.43560212,3.985666173,8.739575914,2.942544071,4.547859118,15.01248465,9.047789626,11.70363972
완리,신규상장,4100,2011-06-13,48696351,0.37820895,0.332521179,,1.374769074,1.150670548,,136.2172726,8.969313939,26.65992712,0.332520471,0.50217081,6.477286567,,4.104988261
스카이이앤엠,신규상장,14000,2011-06-14,4270000,0.242339778,0.153015288,0.232318427,1.989502652,1.323310935,0.745625154,11.04667317,16.7882711,8.779984387,0.338507202,0.292468336,11.6257994,2.700887425,6.762626036
넥스트아이,신규상장,10000,2011-06-14,5810945,0.475010261,0.380829002,0.58551942,3.371332665,2.625579625,0.36530922,inf,8.127786346,5.501131846,0.248269154,0.81070995,8.269421763,4.841907031,8.580274599
유니드코리아,신규상장,5800,2011-06-17,6800000,0.233193555,0.161549528,0.282514743,1.37541364,1.339450802,1.564345588,9.524622479,1.892458335,61.05941215,0.125799581,0.095018416,15.76005083,4.452446706,9.782653463
서연탑메탈,신규상장,6500,2011-06-24,11650000,0.130276003,0.103454498,0.213618557,2.453763374,2.354239091,0.397725232,63.13304303,2.658372143,61.42402451,0.549211754,0.969580155,9.270709492,1.980395587,7.760295618
대양전기공업,신규상장,9000,2011-07-08,9495300,0.215710608,0.140726802,0.160861038,1.936493779,1.739222956,0.363996627,81.22981789,5.643261358,19.83388966,0.014998556,0.054538966,8.58859445,1.381570217,6.326163811
옵티시스,신규상장,7600,2011-07-12,5636000,0.484022831,0.249254535,0.235092154,4.476376115,3.655087233,0.472211673,17.81356291,5.645366978,6.370198472,0.487228529,1.514033357,12.53977817,2.948003462,9.177970368
나이벡,신규상장,10000,2011-07-13,2935996,0.641646113,0.093103684,0.039916988,1.108915288,0.744127989,2.651483074,1.146195156,6.389265447,6.12151605,0.005747886,0.093141536,207.8757841,8.297775227,26.88349849
상아프론테크,신규상장,6000,2011-07-21,12289470,0.175943125,0.079481796,0.101883842,1.823806175,1.297120577,0.686994931,12.29056606,5.264870213,9.935512554,0.525081187,0.509094507,14.69908925,1.497599685,5.560562209
시티랩스,신규상장,7100,2011-07-29,5100040,0.224588345,0.118143728,0.357915745,1.300255691,1.224390938,0.631731715,21.38685931,10.02951205,106.3313056,0.731212613,16.45469429,8.306092119,2.972881149,5.567476692
제닉,신규상장,22000,2011-08-03,3922909,0.638857647,0.149482058,0.577150438,1.3619208,1.037706284,0.920424707,29.3689865,11.74179511,20.54729591,1.34045754,3.089894961,9.687414958,5.591095786,6.211723604
아이씨디,신규상장,34000,2011-08-05,7721832,0.330414892,0.22740299,0.286062727,2.656393287,1.944582684,0.601221014,37.6589442,3.82736202,4.917182942,3.035577289,6.599060078,10.23097142,2.926699589,7.564189589
제이씨케미칼,신규상장,7200,2011-08-08,13340000,0.152018452,0.114550112,0.471934289,1.130274009,0.865088053,1.618397589,18.51192989,6.843498296,10.26676998,0.787786063,1.336063059,9.818014884,4.633457871,8.104509622
화진,신규상장,4300,2011-08-10,12100000,0.232696136,0.118934876,0.236297055,1.023682075,0.796827036,0.985799738,5.425935364,7.338363432,16.11556299,-0.014056176,1.005367957,10.47105457,2.47427936,7.407532905
원익피앤이,신규상장,8000,2011-09-27,6176000,0.267218471,0.107834156,0.251003636,1.326265233,0.735615519,1.139398261,22.04109464,6.48560177,4.020174711,0.733612419,0.681136772,12.41211498,3.115485986,10.55092995
대한과학,신규상장,3000,2011-10-11,5525130,0.287256607,0.109932287,0.2409702,1.586923145,0.778538821,1.436887366,28.12631531,8.478939249,4.326487131,0.174552513,0.036214642,6.300410173,1.518211098,4.666575948
로보스타,신규상장,5800,2011-10-17,7800000,0.185334925,0.083197418,0.421210938,1.279384513,0.737125489,1.834189417,9.486396649,6.223574651,6.296227976,1.126917995,3.496319854,6.520005926,2.74629781,5.460387905
케이맥,신규상장,14500,2011-10-25,6188500,0.479504814,0.249023908,0.286956724,1.630999425,1.410357551,0.736857315,11.06694748,1.808150844,10.81919759,0.621771971,4.262861677,15.34493735,4.403332947,11.21545604
원익테라세미콘,신규상장,13500,2011-11-01,8045902,0.299868824,0.152090032,0.362967563,1.364142093,1.120441788,0.983243245,15.38813865,4.804182501,15.29062468,3.212473625,47.6692463,18.548648,6.73255756,13.19401336
씨엔플러스,신규상장,11500,2011-11-02,4150001,0.204739847,0.116037605,0.292903226,1.374513123,1.140458765,1.041762273,24.71311105,5.199033308,20.23921768,0.445066394,-0.049049774,10.19380975,2.985799765,5.835483932
에스엠코어,신규상장,8500,2011-11-08,6643000,0.148041919,0.097963398,0.21202461,1.741589104,1.712908923,0.868480972,70.49209481,2.314702017,121.1328792,0.688060572,0.418814351,11.73662714,2.488453791,8.677837152
씨큐브,신규상장,5750,2011-11-08,5500000,0.422891739,0.180244754,0.120275972,1.884057529,1.016198726,0.910244249,4.77621848,4.363754145,2.688222445,0.399934277,0.795142762,13.50996897,1.624924643,6.448643349
테크윙,신규상장,23000,2011-11-10,4771040,0.280125251,0.148746762,0.523171213,1.173266829,0.678605014,1.810075638,8.197642116,3.296987612,3.518861447,2.559942996,40.65474942,7.846899888,4.105272133,8.49987021
에이티세미콘,신규상장,2400,2011-11-11,46330294,0.306542206,0.215528618,0.236938917,0.241180888,0.241180888,1.858102723,2.539984919,10.82043016,,0.18544852,0.677048984,7.984935173,1.891941892,2.160285464
에디슨EV,신규상장,9500,2011-11-18,3600000,0.630846326,0.451834215,0.264000951,5.597346344,4.514539738,0.235847979,2794.695954,5.018691751,3.630895553,2.220719515,5.966012976,8.736768075,2.306515082,6.830053161
와이지엔터테인먼트,신규상장,34000,2011-11-23,4986157,0.462518953,0.231055927,0.479988081,1.768959513,1.62354711,0.637329369,inf,6.409517482,25.23865588,0.254375876,0.399700605,17.3551427,8.330261645,14.0448143
이엠넷,신규상장,6400,2011-11-25,5500000,0.999999956,0.256949958,0.28572329,1.704058136,1.704058136,1.167003995,48.82342483,2.107597449,,0.108779516,0.123975791,8.609093355,2.459818481,5.760874735
신진에스엠,신규상장,15000,2011-11-28,4500000,0.265304688,0.194717801,0.214494721,3.413803259,1.93753437,0.345044443,21.30585437,5.898472619,3.943801217,0.812187846,1.102846784,10.92701386,2.343786784,7.494247343
에스에프씨,신규상장,14000,2011-11-30,6432621,0.233118706,0.167579075,0.444056337,2.058815456,1.338961443,0.899541264,28.54694895,21.46009438,10.26448184,0.528210529,1.451870866,10.28634743,4.56771776,5.787201854
비덴트,신규상장,12000,2011-12-01,5250000,0.484132219,0.292709927,0.226118344,2.844475115,1.301481656,0.296010038,36.07401191,6.754914141,2.349984355,0.388299764,0.29201289,11.23439823,2.540303528,8.161845444
키네마스터,신규상장,6000,2011-12-02,6625551,0.757481109,0.441981135,0.441254923,6.752690552,6.752691097,0.212387497,1910.913089,3.679036274,,0.50087194,0.53862112,8.430437392,3.719972006,6.989682319
파인넥스,신규상장,65000,2011-12-05,5995369,0.646778238,0.599489716,0.777970394,1.77825097,1.316228514,0.702829106,21.22142707,29.84573568,8.056462874,5.23053334,34.27381459,9.636933102,7.497248645,7.989920027
씨유메디칼,신규상장,12000,2011-12-15,4780806,0.595469626,0.311607952,0.253276595,7.162581168,4.917424757,0.313786043,36.07822019,2.315078851,3.587994686,0.324267365,1.189726928,11.52594175,2.919251277,9.168036259
서암기계공업,신규상장,3800,2011-12-19,12600000,0.207762034,0.106921026,0.118398756,2.734419379,2.160137988,0.37439209,34.11071227,4.752633431,6.538649202,0.82869841,2.723830607,14.40872757,1.705975421,8.429509677
시큐브,신규상장,4900,2011-12-21,6200000,0.50402454,0.231088197,0.286686918,3.692794937,3.686729392,0.460344963,66.11447826,2.098008412,644.819854,0.431191131,0.109649922,9.853910426,2.824987207,9.289427518
나이스디앤비,신규상장,1700,2011-12-22,15400000,1,0.143221755,0.182380194,3.122852697,3.122852697,0.378473758,inf,16.74099109,,0.138502102,0.05437995,13.96399447,2.546756028,10.46816316
디엔에이링크,신규상장,7700,2011-12-26,4115930,0.374977637,0.148870323,0.169161102,1.205271415,0.937708899,0.789269184,7.985208635,2.337502567,5.923851274,0.083166077,0.476279848,36.781024,6.221918539,21.50510016
원익머트리얼즈,신규상장,27000,2011-12-28,5800000,0.360432018,0.226101192,0.231733828,1.656666787,1.095823539,0.457398207,29.75579373,9.473601221,6.651721763,0.120164986,0.253329034,13.74133938,3.184333178,8.662266391
메지온,신규상장,24000,2012-01-20,8068000,1,0.718453994,0.6621896,4.699669643,4.699669643,0.269546396,inf,41.28430293,,0.321859456,0.350074374,11.77950441,7.800265318,11.01947124
남화토건,신규상장,3000,2012-01-31,11740000,0.131631824,0.028095742,0.049571797,2.858247536,2.858247536,0.223931877,inf,4.839747807,,-0.08830301,-0.70542341,8.51158235,0.421934433,22.59576607
뉴로스,신규상장,8500,2012-02-15,4191242,0.549317413,0.203525308,0.320316731,1.654776454,1.471066185,1.0088246,7.104081295,1.67110683,9.390280925,0.325334005,0.667027769,5.454278323,1.747096604,4.993887563
사람인에이치알,신규상장,5000,2012-02-21,8800000,0.407391956,0.081431367,0.294243766,1.432075069,1.432075069,1.50482159,25.02696823,9.094007795,,0.532803918,2.554802996,21.6773863,6.378435784,13.07357352
빛샘전자,신규상장,4400,2012-03-21,5000000,0.297702059,0.139331855,0.173497923,5.314615694,4.428212936,0.160453732,19540.31731,5.868302223,10.54297438,0.1306245,0.173007008,5.304549881,0.920328385,4.70272527
비아트론,신규상장,15900,2012-05-04,9931870,0.380283201,0.22534499,0.429117556,3.69536602,3.672046071,0.318662301,57.11907412,2.754598327,301.9017782,1.176668552,0.425399998,15.45126191,6.63040775,14.08388566
피엔티,신규상장,17000,2012-07-06,3209547,0.199752011,0.145984341,0.36990716,1.459536644,0.700317111,1.230162352,18.63604097,4.487214033,3.604505298,0.613524909,0.810981973,6.128635607,2.267026193,4.695434063
디지탈옵틱,신규상장,11500,2012-07-13,5393177,0.194531685,0.14543889,0.278552377,1.177507946,1.031137102,1.643386509,12.81151438,3.465709593,15.70026614,1.18373606,2.298840647,11.18137748,3.114599275,5.708651339
네이블,신규상장,9000,2012-07-19,4326601,0.504299992,0.185811331,0.302832295,2.691090611,2.6551874,0.556413243,29.37715986,2.486161144,106.3561436,0.14145198,1.307404642,10.55201335,3.195490417,9.159287976
엠씨넥스,신규상장,15000,2012-07-25,5749271,0.14079782,0.074809772,0.278556789,1.133136277,0.831628672,2.333147761,3.513349088,4.068724637,7.931193566,0.584140953,1.059913861,7.445168768,2.073902304,4.230531757
우양에이치씨,신규상장,5500,2012-07-26,12090183,0.167911513,0.092823136,0.140294657,0.914988942,0.858278707,3.614328979,1.557828829,1.369228905,17.65520526,0.319354872,0.041959585,9.379300941,1.315865813,3.151603052
나노스,신규상장,7000,2012-08-02,7316920,0.194578461,0.118096126,0.370965419,0.871455226,0.563077784,4.243809049,3.770147285,3.375909636,4.837099183,0.549395669,2.411069079,12.21971342,4.533091113,6.031720183
모다,신규상장,7000,2012-09-25,4908000,0.238882604,0.1581827,0.515587503,1.953178032,0.790656802,0.633041078,34.21680083,38.75623311,6.763388489,0.286141583,1.11276558,5.263862685,2.713981817,3.396471547
코이즈,신규상장,7500,2012-09-27,6156166,0.333915869,0.213784928,0.315344581,1.098944552,1.022006473,1.012563237,8.89585805,4.728197792,34.23221658,0.505740084,0.613564002,9.020975107,2.844715617,6.100919551
아바텍,신규상장,6300,2012-11-06,16000000,0.268500286,0.131648315,0.126209406,1.67909116,1.520674918,0.270386016,38.32929631,7.342345418,25.4632574,0.038379107,0.08082374,15.60092826,1.968983894,10.89901783
와이엠씨,신규상장,6000,2012-11-15,9731593,0.236906101,0.143373797,0.44037645,2.516312474,1.549616523,1.249691842,11.1519676,10.9393612,6.603509101,,,10.94085877,4.818096541,7.941585929
맥스로텍,신규상장,7000,2012-11-16,5714280,0.218503483,0.155813662,0.325185133,0.989309924,0.976468068,2.293137199,3.324649716,2.142177661,140.7785734,0.546812655,1.313010438,6.890093087,2.240555838,4.378574648
디젠스,신규상장,1800,2012-11-22,18250000,0.14458272,0.058493893,0.24506518,0.847762309,0.587080166,2.866874501,3.365125635,4.675269044,8.800570751,0.137466507,0.446084883,6.578989531,1.612281254,3.37809456
우리로,신규상장,10300,2012-11-27,6742878,0.504618677,0.334311194,0.471097438,1.829424412,1.440852348,0.837115638,14.88352447,3.831336109,10.18570708,0.354425002,1.593076781,8.600689574,4.051762825,6.720987623
SBI핀테크솔루션즈,신규상장,3600,2012-12-17,21365400,0.480583981,0.235897187,0.480088483,1.092417654,1.092417644,5.609322694,173.2036664,29.79360546,,0.080028743,0.234800412,8.508143723,4.084661812,4.528828471
스킨앤스킨,신규상장,10000,2012-12-27,8074763,0.524683006,0.279030385,0.336061472,2.532175101,1.945254219,0.631008594,15.47075655,4.890351527,8.317406384,,,18.89541531,6.350021076,15.91185169
포티스,신규상장,3900,2013-01-29,4977833,0.266427513,0.083194026,0.311938104,1.076875777,0.760620894,1.450206155,7.29210634,6.142341704,11.19607652,0.604288007,0.745287121,5.654759966,1.763935102,3.927350959
아이센스,신규상장,19000,2013-01-30,8969634,0.377908894,0.171899858,0.128175327,2.519520973,1.518253362,0.391762911,23.34682434,5.2314743,3.494627173,0.380327471,0.525539038,22.42219977,2.873972795,13.25673615
우리이앤엘,신규상장,4900,2013-02-05,32000000,0.141169258,0.120492622,0.312365837,1.483955651,0.959158789,3.139467661,4.322737481,3.702652563,6.052386704,2.067376222,33.32814475,10.75528436,3.359583395,3.762119879
아이원스,신규상장,4500,2013-02-07,8500000,0.409423148,0.159076231,0.263862986,0.471443468,0.328984829,1.514802066,5.230850402,8.002221771,12.79937335,-0.099354383,0.523428119,7.41310676,1.956044484,4.033971689
지디,신규상장,18000,2013-02-13,11934061,0.412796042,0.31499681,0.494678308,0.474854985,0.465602794,1.700041117,15.24935693,9.386653584,315.6342391,0.956914848,0.921697876,22.89663312,11.32646774,15.00069494
제로투세븐,신규상장,8300,2013-02-19,11540000,0.508246925,0.061351011,0.263063694,1.226096484,0.469596911,2.509998566,49.69990559,11.38250602,4.876094994,0.202157726,2.781076857,16.25777248,4.276829681,6.86380758
코렌텍,신규상장,16000,2013-03-05,7883661,0.309551848,-0.140130595,0.751633355,1.518137327,0.843911232,-7.070785776,-0.661426441,2.278289172,1.588779256,0.613231618,-0.103526385,-31.99772305,-24.05055593,10364.24112
윈팩,신규상장,4000,2013-03-07,14200000,0.20360572,0.153924952,0.237569657,0.171335235,0.122014708,2.790871959,2.412077777,25.90183279,25.0082695,0.121211115,-0.005718223,10.51666252,2.498439905,2.265115704
참존글로벌,신규상장,7800,2013-04-03,4221000,0.358416236,0.291946756,0.39331135,2.000897139,1.517016021,0.730943372,434.3105855,5.107794908,5.190505427,0.27158328,0.338023035,5.635650998,2.216565501,4.503191798
삼목강업,신규상장,2600,2013-04-30,10200000,0.148312897,0.074927482,0.120339403,0.914156926,0.573037711,0.683118936,173.91219,6.917430834,8.79194969,0.053275164,-0.065671947,4.917205714,0.591733602,4.405068117
레고켐바이오,신규상장,15500,2013-05-10,5771250,0.67942441,-4.368873273,-0.797369786,3.555634804,3.555634257,1.064275961,-1050.958306,5.558268922,,8.434761114,0.062114629,-33.44766491,26.67015742,-28.15931472
엑세스바이오,신규상장,4500,2013-05-30,26000000,0.587957773,0.230012815,0.343256724,3.079631225,1.94244941,0.34017364,9.048936021,4.582868472,5.887786456,1.17845505,4.895219833,15.70231629,5.389925649,12.91877727
나스미디어,신규상장,8800,2013-07-17,8246432,1,0.324471466,0.147959542,1.821211648,1.821211626,1.078655226,inf,0.440256805,,0.083443357,-0.027706087,11.24350261,1.663583501,9.143181609
KG ETS,신규상장,3800,2013-07-24,36000000,0.20442534,0.166087127,0.126439559,0.542219779,0.49537954,1.171647221,5.102046102,4.298162664,32.98734851,1.095971445,0.866976519,13.81030123,1.746168401,5.758115589
파이오링크,신규상장,10500,2013-08-01,5142330,0.664757193,0.200356001,0.317718602,3.774238521,2.935993664,0.500227533,27.02033293,2.40399563,5.342499948,0.119541495,0.202864298,11.04798756,3.510151163,12.06113797
GH신소재,신규상장,3100,2013-08-02,7000000,0.164824195,0.080006017,0.165201865,1.066432188,0.841796059,1.144646997,10.88660679,4.196276676,13.30625886,0.109358289,0.101818115,7.343729166,1.213197758,3.915738838
아미코젠,신규상장,25000,2013-09-12,4125000,0.495060084,0.357756576,0.289253565,4.186750484,3.58524296,0.480654746,21.68523234,2.568445971,10.22215255,1.226658364,14.67645867,22.41235126,6.482852499,15.71397831
지엔씨에너지,신규상장,6000,2013-10-02,4346667,0.117196202,0.068010846,0.160651487,1.167128866,0.898892886,1.737088261,3.443229389,2.896443059,6.772839553,0.020292976,-0.165377526,7.185330131,1.15433397,5.632639021
엘티씨,신규상장,20500,2013-10-08,6550000,0.228053322,0.123452291,0.391975522,2.351025675,1.930085989,0.823504692,14.0761404,16.17168383,23.18422323,-0.019587824,0.403846086,14.16619481,5.552801612,9.997585598
파수,신규상장,5800,2013-10-18,7929695,0.693827533,0.195083646,0.320595833,2.815562744,2.815562527,0.622931062,24.2960875,2.076221846,,0.259900811,2.383912524,10.64215449,3.411830384,8.373253884
테스나,신규상장,13500,2013-10-22,6850000,0.241879442,0.196046291,0.201881275,0.6073022,0.561562194,1.615743789,4.119964033,9.806027613,,0.15044223,0.0888072,11.64322256,2.350548612,3.178496681
내츄럴엔도텍,신규상장,40000,2013-10-31,5260120,0.566424548,0.236621126,0.490885683,2.182610243,1.939361863,0.771382004,1132.214554,3.776622099,15.3820255,0.935023554,1.163967595,47.88473333,23.50593003,40.68066764
해성옵틱스,신규상장,6600,2013-11-06,16375000,0.218624449,0.148565153,0.390618133,0.877211634,0.689908378,5.454661689,4.639142091,4.893771985,8.680836264,1.122754711,2.396906697,21.88651979,8.549271491,6.933400566
협진,신규상장,8100,2013-11-08,6000000,0.404760247,0.29552933,0.213225524,3.572339619,1.66353129,0.263523684,207.9958411,8.005732271,1.607102222,0.259605903,0.925380418,9.565624217,2.039635233,8.382222237
THE MIDONG,신규상장,20000,2013-11-13,3000000,0.182405669,0.130900021,0.492721529,3.373590706,3.159547832,0.429223389,inf,6.912107887,32.97132881,2.056916112,1.829536358,8.043548846,3.963229683,10.7673509
램테크놀러지,신규상장,3900,2013-11-18,6826647,0.184967622,0.083938763,0.157527137,0.73630789,0.36663809,1.62592382,2.561588275,12.52304623,5.382499801,0.377080823,0.852954164,10.00171924,1.5755422,4.554712897
라이온켐텍,신규상장,12500,2013-11-19,10163425,0.297530784,0.215776862,0.408285792,1.963044984,1.444130818,0.507933502,30.93562548,8.472228939,16.04780906,0.165013561,0.612510781,8.568359719,3.498339537,6.143060164
큐브엔터,신규상장,2000,2013-11-21,7000000,0.164505454,0.009136667,0.003666289,1.274441387,1.274441387,1.672569164,inf,8.469778362,,0.41027979,-0.937177237,969.327702,3.553835274,29.89469273
디엠티,신규상장,5700,2013-11-26,7500000,0.315059355,0.102139028,0.253864918,3.579352392,3.119497213,0.468613517,775.1793184,4.369668385,15.60560684,0.658623332,1.102756402,5.279311385,1.34023195,3.9622536
엔브이에이치코리아,신규상장,4500,2013-12-03,28722222,0.124044988,0.04273085,0.213086894,0.935987342,0.818198661,2.185514713,7.882000642,4.940117637,23.8288041,0.368915532,3.092535384,6.751751747,1.43870981,3.874992837
현대공업,신규상장,7500,2013-12-04,10000000,0.135432046,0.086462252,0.269775325,1.335741785,1.176393755,1.126656238,52.70275648,3.834409319,22.76207762,0.706033665,1.544331151,10.20866928,2.754047072,7.133191952
알티캐스트,신규상장,8500,2013-12-06,18194997,1,0.210843783,0.121365575,1.73740143,1.736970859,1.555585743,1.067237062,1.517926741,3553.458072,0.04461626,0.123559728,34.37002333,4.171337661,9.176004252
기가레인,신규상장,5500,2013-12-19,15963213,0.282843808,0.214781616,0.321380824,0.678615316,0.476337518,2.009981439,7.975515932,3.684272307,7.159748262,4.298452825,3.753865101,10.31877777,3.316257298,6.154996959
인트로메딕,신규상장,6000,2013-12-19,6952178,0.750399339,0.170049652,0.727559129,0.99117324,0.893498823,21.07677185,1.733762139,1.537630162,8.144850037,0.125541055,1.990397856,92.38999843,67.21918676,23.68260615
SGA솔루션즈,신규상장,2000,2013-12-20,7000000,0.383344364,0.059726155,0.117559849,1.093895506,1.027521829,1.190583599,35.05568339,1.782615593,24.01538596,,,22.14990104,2.603939016,11.14664288
현대이지웰,신규상장,4400,2013-12-27,9893000,0.678965913,0.163458705,0.186836083,1.043558147,0.983303535,1.097233688,42.54724861,2.227312266,26.70267304,0.011719494,-0.173172317,14.81422491,2.767831748,8.107483343
솔루에타,신규상장,24000,2013-12-27,5129925,0.318457316,0.177824826,0.485187157,1.244785306,0.91538966,2.172966929,8.292651704,3.488682392,9.062125402,0.514961482,0.859443747,18.03223177,8.749007266,9.623185167
한국정보인증,신규상장,1800,2014-02-04,26965000,1,0.140461859,0.14787214,1.935510054,1.912811826,0.509862708,inf,6.89763424,106.9559409,0.059320136,0.104250302,12.15939258,1.798035397,7.626075798
인터파크,신규상장,7700,2014-02-06,32430190,0.110202461,0.013770377,0.032137682,1.392175443,1.300661643,2.008007639,3.362200603,3.591668824,43.16225459,4.817821509,-3.269733798,19.98249226,0.642190983,3.688143913
오이솔루션,신규상장,10000,2014-02-27,5179610,0.250262902,0.09735259,0.5003944,1.649920436,1.248946334,2.963909362,4.684146383,9.474664072,8.712921475,0.390563197,0.737861231,10.06273949,5.035338489,6.320492491
케이사인,신규상장,2000,2014-04-28,7715100,1,0.261822504,0.272651663,3.298808528,3.234378763,0.386347226,76.9668276,2.921897499,46.25914796,0.073995653,0.069632734,3.063224491,0.835193252,2.574133161
나노,신규상장,2000,2014-05-08,5500000,0.169292395,0.07788171,0.118225334,0.937962549,0.590751586,3.009974836,3.079463434,5.80748616,5.665691503,2.056582471,2.216535239,6.277435245,0.742151879,1.579413271
캐스텍코리아,신규상장,6500,2014-05-27,12373089,0.146217548,0.067247362,0.12390908,1.182058394,0.74043757,1.627017722,4.097610291,3.783925828,5.69477411,0.073621005,0.023105038,8.490911888,1.052101082,3.433931011
우성아이비,신규상장,2000,2014-06-10,2710000,0.232193824,0.092857011,0.183300079,1.030041617,0.608958063,2.027541258,3.902217944,3.969952183,4.584791323,0.345579975,0.644979842,2.128675697,0.390186423,1.375163052
트루윈,신규상장,10500,2014-07-11,6336000,0.292145646,0.172533808,0.621099627,0.880699723,0.585718831,2.534205343,6.72808647,5.356171756,7.294956283,1.283640939,5.536435561,8.574275351,5.325479221,4.686326227
콜마비앤에이치,신규상장,2000,2014-07-23,7000000,0.181995783,0.138751435,0.253810548,1.723127619,1.218826347,0.538353149,55.04576011,23.48566135,10.07813494,0.062923681,0.105877718,1.422607213,0.361072716,1.003236779
아진엑스텍,이전상장,7000,2014-07-24,5630000,0.486766743,0.188257529,0.208325165,1.980141857,1.483701133,0.637295603,16.10920672,2.830750241,4.662368796,0.079978749,0.08791921,12.02214238,2.504514791,9.32482909
윈하이텍,신규상장,8300,2014-07-25,6600300,0.230568816,0.162299203,0.310055173,1.17671697,0.877183055,0.8410728,15.3504971,6.006155717,10.74624984,0.279025558,0.990359956,7.69104158,2.384647224,5.344689295
창해에탄올,신규상장,8300,2014-07-30,6175230,0.203975615,0.064009538,0.358119293,0.737467253,0.333186151,2.805451221,3.199237443,3.320038927,2.07183257,0.094353488,2.396838741,2.073741026,0.74264667,3.28336264
덕신하우징,신규상장,13000,2014-08-01,8012000,0.230845659,0.12902837,0.308359782,1.470303936,1.11404574,0.985179969,15.24346331,3.843007537,9.869302633,0.095542328,0.456581003,8.888776337,2.740941138,6.717495228
파버나인,신규상장,12500,2014-08-04,4083000,0.114749599,0.078160555,0.240255965,0.539510361,0.351321348,1.155143401,6.194884558,32.10075813,31.43476703,1.582367216,1.034888829,7.664922977,1.841543469,4.221154792
신화콘텍,신규상장,9100,2014-08-08,7469661,0.238436676,0.160609852,0.4472371,1.761452909,1.41552867,1.43932506,16.75307675,4.493631314,12.51795491,0.686065759,1.390920013,10.39523841,4.649136283,6.298133152
고려시멘트,신규상장,2000,2014-08-13,7000000,0.183032633,0.098194024,0.218073243,2.274648174,1.953849127,0.920956598,12.37914764,3.477796273,17.84981863,2.035879205,0.454720748,2.172211365,0.473701177,1.521151574
THQ,신규상장,11000,2014-08-14,2406800,0.167097794,0.085312264,0.131190562,3.390385372,3.00400972,0.332305999,inf,10.55280063,10.92183339,-0.380746346,-0.536039308,9.692097864,1.271511765,7.65765101
프로스테믹스,신규상장,2000,2014-09-30,10520000,0.609177109,0.162827821,0.22885181,2.54660948,1.043676726,0.332374684,7.663355481,17.81893917,4.811012266,1.031812034,10.82196554,21.99173638,5.032848666,10.72587072
