,model_set_0,model_set_1,model_set_2,model_set_3,model_set_4,model_set_5,model_set_6,model_set_7,model_set_8,model_set_9,model_set_10,model_set_11,model_set_12,model_set_13,model_set_14,model_set_15,model_set_16,model_set_17,model_set_18,model_set_19,model_set_20,model_set_21,model_set_22,model_set_23,model_set_24,model_set_25,model_set_26,model_set_27,model_set_28,model_set_29,model_set_30,model_set_31
Train_1,34,28,26,26,21,16,18,15,14,15,17,21,21,21,22,24,25,26,27,29,32,32,34,34,34,32,31,29,27,27,27,31
Train_2,102,95,96,99,95,94,89,97,91,99,104,118,120,123,126,147,148,154,167,167,168,172,175,176,179,173,179,170,166,165,180,169
Train_3,23,22,19,23,21,21,20,22,20,19,18,17,17,18,18,18,17,18,20,16,18,19,18,18,19,19,19,18,18,18,19,19
Train_4,9,9,9,12,12,12,12,15,14,13,14,14,15,15,13,14,14,15,18,14,16,16,16,14,15,15,15,16,22,22,22,21
Test_1,1,2,5,5,5,8,7,12,14,10,10,6,5,6,5,6,8,8,12,10,7,8,4,7,7,5,6,8,13,13,11,5
Test_2,20,19,20,31,30,38,44,52,55,48,42,41,43,49,61,43,40,37,28,40,41,39,48,46,42,40,43,40,52,49,28,13
Test_3,5,5,6,5,5,5,5,4,4,5,5,2,3,3,4,5,6,6,4,7,6,5,6,4,3,4,5,3,3,2,0,0
Test_4,4,4,5,5,5,5,5,3,4,4,3,2,1,2,5,4,6,5,3,5,4,4,4,5,11,11,10,7,1,1,1,1
